"uniprot","main_gene","protein_name","V24_1","V24_2","V24_3","V24_4","I24_1","I24_2","I24_3","I24_4","V36_1","V36_2","V36_3","V36_4","I36_1","I36_2","I36_3","I36_4","veh_pval","INK_pval"
"Q9DBQ7","Scyl3","Protein-associating with the carboxyl-terminal domain of ezrin",75815.5014636844,48121.1209028357,66668.7164773665,75295.756203189,69417.6945273094,51522.0165159696,54235.5689537884,57069.4910441973,75223.7760427717,59355.4138593225,70695.7905666996,60304.438509733,78082.2146117801,54826.6254807941,52564.265218276,52870.7262710667,0.95,1
"Q9DBR0","Akap8","A-kinase anchor protein 8",822460.967170259,1100118.62003365,856994.407952922,1127500.77748744,899073.249345505,1168184.032175,844525.535960473,1073665.61165535,841665.431815527,994384.281335223,791606.01330192,969856.023258877,958827.457208961,1180561.89629406,723487.117425105,920032.168857793,0.75,1
"Q9DBR1","Xrn2","5-3 exoribonuclease 2",2005142.55687389,2311205.44019958,1579238.04600082,1926181.0000998,1933150.98683646,2115752.54957645,1407962.03536022,1839422.96670265,2182131.08285066,2395759.76964215,1926798.27775995,2324895.70533931,2053907.43566723,2120055.87998678,1725862.76458825,2091687.21317995,0.45,0.94
"Q9DBR2","Fam13c","Protein FAM13C",27623.8753643094,25450.1362413359,18787.8959559963,14711.2006205504,37211.5760919364,29431.4366814072,23957.8326980946,17715.594072493,30065.9187740401,26640.2448377186,22561.4359559928,15843.1660515136,43573.0715533857,28233.1225433623,16451.1825812665,17394.8107176518,0.64,1
"Q9DBR3","Armc8","Armadillo repeat-containing protein 8",506036.980266674,386509.001382025,430906.516629979,401812.581998706,454119.798202695,409540.357293357,369369.809683357,428989.666893493,458176.560667456,386834.436249483,384818.500085952,399173.903431103,370965.167197489,398222.723602935,371179.636786396,399821.227329345,0.85,1
"Q9DBR4","Apbb2","Amyloid beta A4 precursor protein-binding family B member 2",134158.329395274,122551.433504198,72388.4626587497,125915.53300568,109710.4275551,108425.061076491,66272.1993355987,98195.922874724,138672.828768658,130834.423881975,70357.8057493148,115527.588738527,110940.985576186,105032.26084471,50546.3333704497,92900.889592269,0.96,1
"Q9DBR7","Ppp1r12a","Protein phosphatase 1 regulatory subunit 12A",1554435.70945885,1019901.63732286,1227421.48568987,1918330.45447023,2414984.76125332,1613727.84622144,1822027.67492772,2628005.88856404,1596847.35257741,1077652.99229597,1379661.61972937,2109540.25460808,2480180.68204781,1752684.4821932,2119781.57941695,3142128.99036127,0.77,0.88
"Q9DBS1","Tmem43","Transmembrane protein 43",5847885.42277281,4024617.10687819,6655299.35861345,7140387.07663716,5261862.50949378,4307476.4568719,5281745.27201826,5253642.82330732,6453656.99307528,4703738.73068529,6894130.75820727,7697581.91824437,6139858.93709648,4599253.75221638,6112754.01109746,5717379.03916252,0.67,0.86
"Q9DBS2","Tprg1l","Tumor protein p63-regulated gene 1-like protein",74437.0378007083,60842.8913058177,93299.2096850504,110142.252821222,59597.6920977745,43926.5395073372,63437.702628771,68064.2237769881,94008.8615885564,67468.9857943157,83049.3255212266,110782.302118856,57514.4055403752,41215.9043003042,59157.2652231172,58238.9188629342,0.84,1
"Q9DBS5","Klc4","Kinesin light chain 4",824386.409812776,559086.812182117,671752.412635786,509608.694746725,970848.907633737,645126.210569401,805236.599672021,660645.480518227,893106.721823486,553749.23360982,636873.525837363,557016.087347521,919835.698652286,653486.360779353,735496.671337269,703973.054593959,0.92,1
"Q9DBS8","Poc5","Centrosomal protein POC5",18470.8383248817,20219.1315619943,25459.9846193213,16685.5677283076,18754.9782463912,31426.928893983,23489.177394455,14920.228564004,17635.2326986643,24491.6659805146,22448.4578850131,14689.7568400242,21287.4262751423,34241.4830960272,24126.6763911157,18145.6164828657,0.92,0.89
"Q9DBS9","Osbpl3","Oxysterol-binding protein-related protein 3",651843.758683344,256381.061494352,381098.245985794,255927.7875238,660735.582551168,280148.528497033,316802.306458448,303964.645247613,667873.661210712,234530.631423244,333617.597834366,219658.629901861,664871.325494762,282429.62049999,279011.076206531,262782.017824858,0.69,1
"Q9DBT3","Ccdc97","Coiled-coil domain-containing protein 97",33773.7966404084,18839.0367104233,24997.0930543934,29711.1569424182,25639.220969298,12079.1141246693,18000.7030607202,14948.098608954,33795.5082006052,20432.4188688516,25937.4865476235,29230.1796083735,26818.2341934506,11575.7323078811,23648.745163999,16387.3309522642,0.92,0.98
"Q9DBT4","Entpd4","Ectonucleoside triphosphate diphosphohydrolase 4",1219.44700692741,1520.57764512022,2461.19819859877,3697.15598698403,1075.54755900034,1824.63959587149,1379.58233189579,1177.14707494643,1468.91538764744,2715.29836062804,2571.8175247401,2386.10297753435,953.680164764209,1347.65458716042,1630.95739936446,1182.82791256501,0.66,1
"Q9DBT5","Ampd2","AMP deaminase 2",960518.078433714,1162692.81312459,1414285.49858083,658227.644768479,789456.381746603,1000897.75649896,1166257.40190906,758190.637843368,971189.306321025,1144185.9229257,1256619.95587242,664359.775973862,849110.820347467,922230.122048173,1099568.61295116,757394.188747751,0.92,1
"Q9DBU0","Tm9sf1","Transmembrane 9 superfamily member 1",662074.468843584,474533.330714304,534981.234875645,536471.998584901,627079.284794735,384202.748359778,471467.235461435,340488.339154641,767169.544272309,498266.840286908,554845.749932727,522963.989161644,634474.994649395,388007.526712741,416971.167179376,319579.719039759,0.86,1
"Q9DBU3","Riok3","Serine/threonine-protein kinase RIO3",59896.5930888849,34446.3100886135,33991.227928668,32576.1549164259,50619.7292740167,26113.0807618245,35741.9099440547,36683.9466654904,50457.3458702226,32482.1807071915,35197.8907857464,31962.4036434262,41419.2172838661,23818.7620658572,29092.5316198758,30265.5706087131,0.85,0.43
"Q9DBU5","Rnf6","E3 ubiquitin-protein ligase RNF6",70853.4154496357,52866.5366529209,57289.4709978446,75343.5813662197,33633.5399292502,46295.2534554322,47514.7047475198,35758.661173149,59281.1957837801,49436.1824876335,46956.1547276321,60977.4242932681,42152.5771772582,43149.814604735,41382.5807821429,33016.2374341037,0.24,1
"Q9DBU6","Rsrc1","Serine/Arginine-related protein 53",104376.233994353,218762.346991853,139009.751721677,153004.427235511,130326.490335581,272186.464805958,173836.402442614,149815.426628941,114496.189672822,210608.31012654,145229.037964493,138350.157718848,141037.475919996,293601.933035763,158425.351210921,145329.642451272,0.96,1
"Q9DBV3","Dhx34","Probable ATP-dependent RNA helicase DHX34",13142.8224155885,9754.64891504654,10116.2674999091,9666.09710159703,16801.5980798363,15926.6155270547,14008.4541778643,12750.6843705313,15341.2810637083,9303.94533010706,11111.725569304,11959.4977269673,21159.9940619805,13438.9770646477,14239.8996387092,15075.1365984352,0.59,1
"Q9DBV4","Mxra8","Matrix-remodeling-associated protein 8",302074.170592687,982637.4274716,1082293.59750552,735424.67679253,255064.669773962,569768.595259908,813420.709881875,392911.893705666,355226.84995988,1086513.11129475,1151237.04932827,705711.55937385,239297.706951157,608054.675135487,810168.319471407,419380.60969552,0.78,1
"Q9DBW3","Natd1","Protein NATD1",45235.4489875305,23393.1848347233,51553.599495552,24719.2927558952,35347.9629103819,41082.5898826812,50067.1403919717,26494.6582317557,44371.4691664473,44595.9322938559,59077.0877713184,29695.8661213599,40249.8393277927,36547.5056514493,47568.4541861069,19264.2758953872,0.04,1
"Q9DBX2","Pdcl","Phosducin-like protein",255806.071272503,156517.925669505,135689.832710924,149196.461424389,166549.365268782,125526.910379614,97046.3630610736,128819.528265828,239714.109813373,158350.015661517,116861.098797473,131973.985842727,156017.007643628,121839.927181554,87658.8505393786,126886.174321146,0.73,1
"Q9DBX6","Cyp2s1","Cytochrome P450 2S1",47625.4884865752,1287346.54165358,922282.986670104,3029498.48760191,41507.7481346247,954535.323131137,656707.583625945,1640848.89643362,35792.1667725025,1638711.82407979,1031992.96768912,4033198.88842078,41456.6973465607,891557.69635949,778333.470212178,1670851.65995404,0.69,1
"Q9DBY0","Foxp4","Forkhead box protein P4",42294.5987822932,72414.5826658239,46142.1315080244,51632.2264802353,55807.2495480455,61465.4729318347,33759.6715856976,35383.809068571,45640.2392387912,69093.3409440919,41948.0931778988,47491.1821756241,52092.2898038814,61346.6403785721,42624.3849961898,41771.977792969,0.9,1
"Q9DBY1","Syvn1","E3 ubiquitin-protein ligase synoviolin",294889.683120609,385486.70889938,473818.841214685,526076.793337478,198170.101816055,271531.253314713,328110.785359234,321912.954195439,306269.395543283,395382.810320527,480555.547796873,554825.19932229,215085.586450408,247463.591915254,309334.519021032,281325.684896229,0.91,1
"Q9DBY8","Nvl","Nuclear valosin-containing protein-like",816972.018741591,994261.882314582,937194.165769829,1402179.63836554,755597.792192986,971122.955820878,786334.16909189,917035.959036122,774438.839169033,960338.453701025,841050.53377777,1094363.30551786,770677.54248178,967044.602275732,736354.49661671,818048.862906437,0.55,1
"Q9DBZ1","Ikbip","Inhibitor of nuclear factor kappa-B kinase-interacting protein",4818875.23043862,6026661.51401975,5180306.76955028,8369584.00268229,3040445.71167059,2810193.79213245,2876415.32009762,3386071.11120513,5036240.389202,6196012.47686858,5799477.68392433,9224915.78551977,2990909.00303367,2568469.03244338,2822925.98307247,3476216.96705791,0.78,1
"Q9DBZ5","Eif3k","Eukaryotic translation initiation factor 3 subunit K",4125907.46546509,4252242.07015104,4388079.23875571,4915704.87030059,3518360.08251701,3362396.08437392,3445397.57392377,3630630.75564173,3799884.85083025,4371976.49706433,4034361.46908752,4497411.70991031,3305241.79549953,3434613.96666185,3238766.99948687,3272799.39044969,0.84,1
"Q9DBZ9","Syde1","Rho GTPase-activating protein SYDE1",36562.3357112377,23016.4205891032,20624.2854430871,29832.9757539114,38726.2359233492,36068.977902207,29727.5002140132,49309.0770278586,40311.0213309943,25994.604684752,22644.9827647846,38777.735585591,54283.6241360957,43018.3230160434,42915.773265714,64478.7049848031,0.35,0.03
"Q9DC04","Rgs3","Regulator of G-protein signaling 3",4198.03962613675,6853.39965993071,9401.63084861064,4285.94690920136,4497.32607198186,4040.99597572262,4442.33163514215,4352.74375638148,6834.57590504933,7348.1560992654,6345.19015590882,3360.50784318505,3486.64535994439,3600.0965346038,4744.18221704753,4824.37319969688,0.93,1
"Q9DC11","Plxdc2","Plexin domain-containing protein 2",478199.486141528,873318.086182286,297512.170777919,418677.71967877,271121.581175416,533425.092036686,239317.962923368,348682.132369953,554998.1982365,860580.07682588,507736.742520828,587521.501331119,244082.661621842,574314.112377332,316237.970079385,502367.294457551,0.02,0.57
"Q9DC16","Ergic1","Endoplasmic reticulum-Golgi intermediate compartment protein 1",5999334.41868422,6315953.79801991,5137811.80621264,6984368.76176915,6382053.33639837,6839329.7724705,5317849.08800235,6584437.46967174,5978083.99316949,6736725.85021075,5382693.03551998,6650966.21722258,6312142.29194959,6588086.39369253,5028353.92769069,6088801.41588442,0.94,1
"Q9DC22","Dcaf6","DDB1- and CUL4-associated factor 6",47874.5507189406,44680.7769269661,47932.0421289647,54162.4483130282,58483.8228895319,40134.6066744625,50560.0963409852,39649.3194481747,54351.8849962912,41141.3062657207,49020.1406630103,50134.0022598714,58050.3704369088,43451.2613080621,45354.4479886943,42135.7136755681,0.96,1
"Q9DC23","Dnajc10","DnaJ homolog subfamily C member 10",3808257.32603294,2457788.99134016,2903411.45714692,2863644.43165778,2813626.0340784,1722625.65482959,1874100.48644323,1554033.70641424,4165555.31839242,2595604.67594795,2777266.81543788,2684181.69225724,2563636.28831458,1676383.58072792,1743291.59566259,1533318.31868451,0.95,1
"Q9DC28","Csnk1d","Casein kinase I isoform delta",300091.252050394,290627.859662965,257122.984641385,238575.374597763,280781.014490937,251004.057861159,236818.467970624,212425.482609206,332047.581140112,319358.067022668,326506.625131522,265942.367511113,263884.628078852,249619.338369314,321725.328612948,229730.093096613,0.4,1
"Q9DC29","Abcb6","ATP-binding cassette sub-family B member 6, mitochondrial",183530.127303396,375577.067253094,227035.032921074,298735.820244092,234228.614664044,562776.908081183,300885.383738541,297484.859796729,203933.451159441,377646.164695193,212123.448731168,293244.958641682,234250.39184161,571031.295163058,276560.146836702,278292.264894176,0.96,1
"Q9DC33","Hmg20a","High mobility group protein 20A",184382.686483416,265284.899246423,214514.195509091,228613.302902316,226743.818168248,336845.057030567,243544.539458044,250983.689797587,207347.526335212,279848.499339222,219092.012100844,215866.330450115,238123.331653391,324873.674128687,220855.968770189,235440.0601593,0.91,1
"Q9DC40","Telo2","Telomere length regulation protein TEL2 homolog",176336.060514688,123746.856165355,155533.46291234,101750.290251688,178054.711233603,147215.24012145,150134.594401137,123628.732393883,182585.891212067,110119.793815384,140975.745880549,92625.4404173786,176393.66839529,155177.964668203,162714.477608123,107669.939014026,0.79,1
"Q9DC48","Cdc40","Pre-mRNA-processing factor 17",125508.206478892,145264.464066193,163482.297572371,225960.359896463,187941.722820955,232409.321615959,180128.533834071,189725.330997398,125601.524092885,170442.437332073,141507.407391042,232676.238123525,135652.840246197,182451.288064176,176208.205416462,149021.904806711,0.94,0.23
"Q9DC50","Crot","Peroxisomal carnitine O-octanoyltransferase",1352024.74907883,949000.707074888,1431454.22260787,1451448.5799028,1250315.02544298,892663.453198404,1107415.12489653,1298409.65413247,1687857.39026859,967803.924338885,1471088.41162308,1659474.87148776,1274696.9322453,814469.634363262,1096137.3118334,1230017.49612635,0.61,1
"Q9DC51","Gnai3","Guanine nucleotide-binding protein G(k) subunit alpha",411048.47656917,574685.016836671,663035.253861837,692941.49423622,488307.111926736,718186.438751365,955796.455367201,750693.595751807,472839.821745414,604251.911902862,642171.153031205,657482.548988832,573694.826312892,767633.582772144,846455.69041916,716545.96283776,0.92,1
"Q9DC53","Cpne8","Copine-8",278451.575784494,188093.572512497,124003.717793073,243899.307840801,240436.444190118,241582.282493386,159056.402774128,211603.31628318,267755.558728972,230937.360940405,137747.800995413,277918.567075044,274366.552279125,287304.648788218,162020.047620005,223443.638974712,0.61,0.97
"Q9DC60","Ubiad1","UbiA prenyltransferase domain-containing protein 1",3424.98877414113,3597.48030411592,3882.78747268742,3781.34614490687,2841.69414440674,4143.25897423777,2737.72806542798,2409.08675352358,3450.22980145137,4750.00824101225,3584.72778085636,3083.65028601598,4160.78657127084,3283.62217746373,2847.84376499907,3286.25068814377,0.96,0.79
"Q9DC61","Pmpca","Mitochondrial-processing peptidase subunit alpha",2777139.68404027,2428356.86099304,2439286.77944363,3787752.91202984,2991263.51848031,3055193.12695992,2597652.20245126,3806351.38905174,2630372.30115267,2561640.88645263,2393900.89055024,3447062.65709664,3036634.67952115,2851041.7730399,2258803.73978339,3393998.93170816,0.92,1
"Q9DC63","Fbxo3","F-box only protein 3",259714.432457314,103160.853510799,183420.782602666,134352.613653546,224442.748975284,119107.496528684,164237.647519921,138767.740810745,253466.311504539,102457.431644218,150545.653069424,135186.633305734,206402.705259479,118190.364719908,147123.843561152,126536.164320909,0.85,1
"Q9DC69","Ndufa9","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial",2718610.05943441,2461663.80962115,3033647.13719732,3292085.70348734,3036905.60521987,2687942.93920906,3213673.56267975,3371578.68783111,2831860.27711598,2545725.48751038,3283484.52507159,3235047.57375815,3012772.37293889,2580008.09022652,2908163.86004543,2930887.66080658,0.91,1
"Q9DC70","Ndufs7","NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial",990405.54631756,769777.995137602,971692.867032998,1096549.77575249,1139433.83411168,735984.968627457,1090404.6731348,1164159.64760813,949688.304792717,812390.874049186,1181143.0092935,1202434.01528262,1145827.98334684,785711.439965736,1198994.64772058,1206093.28316899,0.76,1
"Q9DC71","Mrps15","28S ribosomal protein S15, mitochondrial",177064.088578526,240073.847537319,164079.882994307,237898.603422801,148912.04920183,188750.672376561,144736.379607362,209777.828338952,239435.996947931,232110.506326355,207746.735225145,302627.461171259,186763.152407479,171833.565902477,170012.800620504,248960.054286095,0.15,0.85
"Q9DCA2","Mrps11","28S ribosomal protein S11, mitochondrial",451051.702813702,539531.346304421,418992.750122819,622070.016794152,471200.811827392,599294.581447647,380131.524063229,656590.388977996,495654.666810465,563774.294180661,425955.809460349,651872.696691043,441265.271458435,543963.706905854,438811.671119412,618309.822771293,0.86,1
"Q9DCA5","Brix1","Ribosome biogenesis protein BRX1 homolog",593620.672209622,589425.814892877,679985.811782453,698951.222269887,599125.087071416,492561.45890551,626904.577835235,662261.94312533,481164.027511057,463663.153308342,673501.206328114,670490.332600518,530068.03333631,451284.499393331,745531.865479293,709106.534597432,0.46,1
"Q9DCB1","Hmgn3","High mobility group nucleosome-binding domain-containing protein 3",8492.73493125657,12679.7245024861,12385.1950066867,12365.0605473473,9557.40214337759,13656.5979934636,10790.3544262058,9248.95338928874,16030.8091680283,17627.534900627,18146.7466277919,15396.1462974866,16497.4742627651,13980.1499296711,13022.4690875035,17832.6663650068,0,0
"Q9DCB8","Isca2","Iron-sulfur cluster assembly 2 homolog, mitochondrial",281813.915921427,243223.167927403,455265.236686019,439359.846785623,312060.383630462,275877.213079425,504446.682754592,455145.704079106,294550.294799486,248099.739593596,482910.048771913,423489.813128173,324215.035663019,299970.777331576,498886.673228788,408056.756746681,0.93,1
"Q9DCC4","Pycrl","Pyrroline-5-carboxylate reductase 3",1733568.93042933,1442421.71583548,1251514.61222505,648418.974539357,1543992.14200438,1490979.36431736,1184916.82603545,800218.665628028,1759303.62639076,1343948.79109262,1106995.21649081,651096.552502733,1450728.29336788,1416352.25533567,1178720.01532237,773467.19699392,0.89,1
"Q9DCC8","Tomm20","Mitochondrial import receptor subunit TOM20 homolog",81317.8609356334,131826.264495938,95376.5304374931,132782.504527633,97054.5469937962,82546.6953172264,95866.0460000554,111294.844001243,87805.9856793193,97559.7547532256,95708.565844287,103276.300095194,80619.6148562084,89381.1837879918,100125.911267244,101257.206774393,0.5,1
"Q9DCD0","Pgd","6-phosphogluconate dehydrogenase, decarboxylating",2936347.92642153,2298344.34122437,2607464.3910455,1133727.0722971,2898715.02126878,2551509.66033594,2995575.27044895,1596953.5756373,2945311.14601869,2213471.02505616,2383932.2372285,1146237.24620494,2900831.91902418,2539218.86271401,2824151.44775739,1582045.20107042,0.92,1
"Q9DCD2","Xab2","Pre-mRNA-splicing factor SYF1",1004199.76226395,1406394.15011646,1170129.16904716,1234430.62313151,1128990.52008207,1751819.88836353,1227529.74345897,1226825.44367829,981738.415010203,1362653.48675671,1198801.7666063,1208918.2578685,1124651.74792436,1786317.70487895,1268165.32104687,1198612.67728158,0.94,1
"Q9DCD5","Tjap1","Tight junction-associated protein 1",160673.877825558,142090.410793464,169145.130856427,126366.713788989,164817.241755397,169177.265802667,174843.143465247,173086.914162225,151590.691863498,147283.070726931,165735.981940653,147487.044998959,176980.856044173,182209.772901273,175731.635816773,173001.021293524,0.92,1
"Q9DCE5","Pak1ip1","p21-activated protein kinase-interacting protein 1",154686.804932159,195769.010426551,210293.15562399,230336.813494553,138215.870425744,226429.480031307,209462.884321142,170620.415184146,170080.402365986,211773.251698601,202002.892120712,182433.182692891,163775.380621422,237990.830525836,177202.19343867,171614.707174939,0.92,1
"Q9DCF9","Ssr3","Translocon-associated protein subunit gamma",18714.1529672694,10378.741987113,7653.55176299581,8517.02953018246,19846.0896274506,7516.93440585781,8134.29354782224,4195.55663482116,14755.3260265185,15241.8658220668,21869.3265967975,18334.6871420902,15073.2318803681,11023.8254356175,24762.5563998437,10169.5062421749,0,0
"Q9DCG2","Cd302","CD302 antigen",364521.735699991,253000.900866251,309302.626007536,304916.996975416,180001.769781496,115167.933764871,210174.546078521,145495.569661685,498033.011314935,262653.30543048,337006.939963759,245035.597476622,239235.240179999,125104.854383761,209717.856411741,111495.342428379,0.85,1
"Q9DCG9","Trmt112","Multifunctional methyltransferase subunit TRM112-like protein",204173.554639834,162412.596033145,215557.598626756,151307.987490272,204744.585224524,169857.358742946,221899.60747143,170090.884330095,195925.718654474,151155.270881953,214648.84090601,160897.637619768,194034.284570242,175948.268677862,266538.568968954,194893.803661278,0.94,1
"Q9DCH2","Pop7","Ribonuclease P protein subunit p20",143584.376958641,173072.468452985,217900.512900059,200955.920885517,149784.432577185,242760.004414357,213993.218922992,191146.703289851,141866.331671837,187891.949471336,203275.082163677,202711.177688751,150944.705825618,253045.275680124,215082.668476813,222633.811915341,0.96,1
"Q9DCH4","Eif3f","Eukaryotic translation initiation factor 3 subunit F",5188732.6455012,4869327.49213484,4971246.72670172,5315721.75278173,3995642.29149724,4119455.64033369,3685540.02302947,3676616.3298093,4626934.97206186,5020816.13744716,4185315.36224536,5105849.8058859,4049970.64124238,3869251.80982694,3759861.81606117,3772421.50843479,0.76,1
"Q9DCH6","Zfand6","AN1-type zinc finger protein 6",64009.9516495654,133813.139401725,72532.6419986453,60695.5460553324,29614.2547839572,62912.7438840146,43079.8369667821,25829.9576596972,57345.9138442563,129562.832729372,60459.4076986002,50070.1422950104,30933.545077324,56137.9633652971,29893.1685473534,25259.7413112085,0.43,0.86
"Q9DCI3","Stard3nl","MLN64 N-terminal domain homolog",21899.2757465574,24834.2874634844,30493.9303879118,50254.3203680117,32188.4179031194,28607.0313367271,46613.8451083014,46301.8991777492,19790.1279008992,23253.7104648518,25962.1708320392,43079.9322952262,25089.1539678038,29398.6568295201,43004.2790485134,42946.9133231757,0.49,0.97
"Q9DCI9","Mrpl32","39S ribosomal protein L32, mitochondrial",2259.85667959865,2630.5894383394,3218.13973305048,3701.30649770548,1716.57226974214,3276.72100202856,3112.47877467824,3347.88914962358,2606.87660589888,3363.39945747254,2442.32006382728,3805.56267521628,1875.12756711507,2875.72990233864,1542.58774606497,2590.3484523788,0.91,0.08
"Q9DCJ1","Mlst8","Target of rapamycin complex subunit LST8",261802.723482531,223395.640340615,251725.744878189,225924.265433798,354010.645071426,368121.038467074,301293.287428746,353559.39023621,274430.26749958,248378.66926578,232212.658663368,228068.496043554,333135.290584348,380529.501668781,286527.259607341,330574.150811903,0.93,1
"Q9DCJ5","Ndufa8","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8",1228355.77139279,1101602.59299233,1414570.06306746,1538797.17955129,1231957.04484856,965068.469889123,1432870.19686847,1379957.40565629,1276538.05237871,1192014.15789133,1530330.69422087,1558379.63480781,1251209.42628998,1070896.12232403,1274265.41192289,1380000.21269842,0.86,1
"Q9DCJ7","Aurkaip1","Aurora kinase A-interacting protein",315379.841390976,373037.82463491,309843.298532144,482393.469897569,320923.292994571,361137.645104693,281887.486337298,421297.534487282,324624.844662454,385505.418399666,330218.761749429,468005.120941275,276615.356040804,318093.359555335,256884.630506682,361567.193185815,0.92,0.76
"Q9DCJ9","Npl","N-acetylneuraminate lyase",11224.0852947121,64603.1138972247,492875.176336408,342256.718602011,3533.02611434371,71730.7294218808,418049.20964844,213261.583957707,19280.8936541762,111448.811665201,499875.747329967,313012.073918654,17173.3647266921,62919.1724392517,365134.011007483,200631.222488689,0.02,0.01
"Q9DCK3","Tspan4","Tetraspanin-4",311174.521390653,145223.242595119,135889.027851569,65918.4148029093,335096.362034752,111676.23708368,194691.563454576,36580.8274991752,288201.649388362,148267.528393462,191986.769021245,80368.2570080593,402560.860049085,137601.027812483,289876.863079442,69617.6753412213,0.48,0
"Q9DCK4","Znf414","Zinc finger protein 414",12075.6865430691,14104.3385428175,13534.8355326961,10039.6747901763,18010.2915680088,20080.1587525658,16245.8493126474,14305.6940728556,14450.3608844132,17726.8010486688,16809.0482915693,12398.6577930114,19208.532131012,21360.6744078665,17251.8195087441,12272.4481427246,0.09,1
"Q9DCL4","Mettl15","Probable methyltransferase-like protein 15",31483.3820343098,58768.6268813538,39732.7907206933,66562.7009614736,44304.4322306889,81609.494070256,41339.7371819721,71439.286220438,39851.6555980746,57809.8153228687,33016.1798016162,60835.949909576,40543.4331522342,82665.2732580814,48697.2433236561,61264.1033355692,0.94,1
"Q9DCL8","Ppp1r2","Protein phosphatase inhibitor 2",240632.433731474,164053.210581906,167077.295586873,124074.715409783,355704.838872839,212578.806735374,269936.776094489,256404.41354037,211538.399514458,126863.777960299,171052.597045583,121579.548485353,342980.053718811,289147.320031108,430015.55793658,358973.001419354,0.64,0.05
"Q9DCL9","Paics","Multifunctional protein ADE2;Phosphoribosylaminoimidazole-succinocarboxamide synthase;Phosphoribosylaminoimidazole carboxylase",3709111.39891826,2085064.44988541,2583086.70002368,2289562.0029763,3704215.67117951,2277730.78279176,2890388.19118762,2849154.69524261,3385400.78033361,1921415.25065195,2357633.98037018,2131252.64266082,3913168.41240688,2261118.62513421,2821564.35564479,2847159.77839699,0.71,1
"Q9DCM0","Ethe1","Persulfide dioxygenase ETHE1, mitochondrial",522867.839584596,448802.888469662,471570.781770261,611629.693468398,720222.014160492,571327.832732744,568782.641382005,627563.73716253,602056.813089045,461464.531186423,494397.73498078,564325.597171611,675827.997155833,564832.405981881,512448.482408511,660626.718094042,0.91,1
"Q9DCM2","Gstk1","Glutathione S-transferase kappa 1",180167.787166464,33556.7507428279,319537.462043544,646948.125185772,150947.610410991,34413.5321597709,286660.827392887,446492.055122119,212372.738110784,37040.2197032302,287847.238154244,543467.950187012,135915.20068506,30373.6624871656,268948.649515953,388840.521439562,0.96,0.89
"Q9DCM7","Nacc2","Nucleus accumbens-associated protein 2",38141.9650234319,18898.3956287704,25308.2168931154,25192.1302168023,17338.9356661055,16989.0534008326,11663.4418992825,10978.7074569446,38862.9164109343,19014.7998290469,23658.9372169391,23127.1318896583,20456.6182187441,14015.9299538049,15239.3341706286,9958.53916218377,0.91,1
"Q9DCN1","Nudt12","Peroxisomal NADH pyrophosphatase NUDT12",96195.497592813,261443.058142289,212275.621547554,191571.360592704,97914.2871318268,285531.215304854,197208.416011159,223587.435611697,121966.876644522,281366.204908458,242086.372429667,261973.225079753,102371.793908764,285488.812563429,248851.028683352,271099.902536369,0.14,0.85
"Q9DCN2","Cyb5r3","NADH-cytochrome b5 reductase 3;NADH-cytochrome b5 reductase 3 membrane-bound form;NADH-cytochrome b5 reductase 3 soluble form",3420678.17520589,5317652.21154004,3515225.10341428,4923284.70746017,3370181.34107997,5112888.96212227,3185988.18455734,3944865.51245344,3854644.3150259,5496883.45735379,3731599.22677284,4888824.17145831,3362711.22496468,4404342.07074762,2890462.70348555,3749773.80253712,0.86,1
"Q9DCN7","Rnft1","RING finger and transmembrane domain-containing protein 1",71316.0964428375,79085.0411150836,80601.9422913529,86908.2472039781,81811.8600760065,96125.3314370482,66657.5381408135,72363.1782105318,97301.142509461,90143.5069986918,87731.7443957829,85250.1057064328,90809.1945674626,91543.1917462755,66654.38583994,65210.2945147098,0.45,1
"Q9DCR2","Ap3s1","AP-3 complex subunit sigma-1",653797.93927575,529473.307362267,672558.678681254,573658.318745172,601565.231874944,482219.069923456,678291.763999125,594175.423312381,682843.805450537,555225.920109616,628680.242202444,592021.172701325,634112.68737668,479371.818338348,604371.950051393,550243.172137003,0.94,1
"Q9DCS1","Tmem176a","Transmembrane protein 176A",23705.9348628694,9585.64088364149,10323.9995751534,3136.157624776,13668.6038709542,2213.37072745842,4627.79737789479,1710.94212752508,28902.639788588,8193.31316621304,27003.6577552728,5346.45440831871,12764.4600183772,2927.34276185876,11690.6605026582,3002.53676673741,0,0
"Q9DCS2",NA,"UPF0585 protein C16orf13 homolog",75217.7521060075,54228.4940572191,76151.3537203662,37308.1389717634,75256.3415235231,69229.3144122679,89608.6298162748,52928.0023646213,89047.9034749999,68172.8730258854,77513.4000432181,46990.1270667148,98751.2198524605,68233.4005237213,105530.210527718,54959.8055665978,0.25,0.86
"Q9DCS3","Mecr","Trans-2-enoyl-CoA reductase, mitochondrial",665226.064014669,911571.611339331,766977.175347073,1020570.93184338,854227.68655735,1247389.97826851,842251.689857629,1088617.89077104,707902.733636741,963948.131811639,717562.654010223,969413.915809839,831332.777275968,1197557.40775761,798281.312027734,1051539.8477703,0.97,1
