uniprot,Mean Diff.,Discovery?,q value,Individual P Value
Q9D074,-0.3046,No,0.21,0.02
Q9D081,-0.1062,No,1.00,0.40
Q9D083,0.7835,Yes,0.00,0.00
Q9D084,0.08779,No,1.00,0.49
Q9D0A3,-0.00873,No,1.00,0.95
Q9D0B0,0.13,No,0.99,0.31
Q9D0B1,-0.4965,Yes,0.00,0.00
Q9D0B5,-0.1027,No,1.00,0.42
Q9D0B6,0.06765,No,1.00,0.59
Q9D0C4,0.08003,No,1.00,0.53
Q9D0D3,-0.07638,No,1.00,0.55
Q9D0D4,-0.2511,No,0.42,0.05
Q9D0D5,-0.3437,No,0.11,0.01
Q9D0E1,-0.3891,Yes,0.05,0.00
Q9D0E3,-0.08695,No,1.00,0.49
Q9D0F1,0.3665,No,0.07,0.00
Q9D0F3,0.0621,No,1.00,0.62
Q9D0F4,0.0199,No,1.00,0.88
Q9D0F6,0.2015,No,0.68,0.11
Q9D0F9,-0.004083,No,1.00,0.97
Q9D0G0,0.1403,No,0.95,0.27
Q9D0I4,0.08604,No,1.00,0.50
Q9D0I8,-0.09843,No,1.00,0.44
Q9D0I9,0.1157,No,1.00,0.36
Q9D0J4,-0.03333,No,1.00,0.79
Q9D0J8,0.07476,No,1.00,0.56
Q9D0K0,-0.3724,No,0.07,0.00
Q9D0K1,0.1697,No,0.85,0.18
Q9D0K2,-0.1145,No,1.00,0.37
Q9D0L1,-0.1603,No,0.88,0.21
Q9D0L4,-0.08558,No,1.00,0.50
Q9D0L7,0.02097,No,1.00,0.87
Q9D0L8,-0.01323,No,1.00,0.92
Q9D0M0,0.03807,No,1.00,0.76
Q9D0M1,0.0904,No,1.00,0.48
Q9D0M3,0.09461,No,1.00,0.46
Q9D0M5,0.1087,No,1.00,0.39
Q9D0N7,0.3825,No,0.05,0.00
Q9D0P8,-0.5528,Yes,0.00,0.00
Q9D0Q7,-0.04102,No,1.00,0.75
Q9D0R2,0.07741,No,1.00,0.54
Q9D0R4,-0.003567,No,1.00,0.98
Q9D0R8,-0.7123,Yes,0.00,0.00
Q9D0R9,-0.146,No,0.94,0.25
Q9D0S9,0.06072,No,1.00,0.63
Q9D0T1,0.001466,No,1.00,0.99
Q9D0U6,-0.04215,No,1.00,0.74
Q9D0U9,-0.2751,No,0.32,0.03
Q9D0V7,-0.08964,No,1.00,0.48
Q9D0V8,-0.1191,No,1.00,0.35
Q9D0W5,0.1508,No,0.91,0.23
Q9D0Z3,-0.2836,No,0.29,0.03
Q9D110,-0.0173,No,1.00,0.89
Q9D113,0.2444,No,0.45,0.05
Q9D115,-0.1225,No,1.00,0.33
Q9D125,0.06034,No,1.00,0.63
Q9D136,-0.01204,No,1.00,0.92
Q9D142,-0.07886,No,1.00,0.53
Q9D154,0.06705,No,1.00,0.60
Q9D162,0.09945,No,1.00,0.43
Q9D164,0.135,No,0.97,0.29
Q9D168,-0.1136,No,1.00,0.37
Q9D172,-0.2701,No,0.34,0.03
Q9D173,0.03411,No,1.00,0.79
Q9D187,0.1152,No,1.00,0.36
Q9D198,0.04431,No,1.00,0.73
Q9D1A0,0.2044,No,0.66,0.11
Q9D1A2,0.03102,No,1.00,0.81
Q9D1B9,-0.06517,No,1.00,0.61
Q9D1C1,0.439,Yes,0.02,0.00
Q9D1C2,0.1058,No,1.00,0.40
Q9D1C8,-0.05054,No,1.00,0.69
Q9D1C9,-0.1067,No,1.00,0.40
Q9D1D4,0.1287,No,1.00,0.31
Q9D1D6,0.3694,No,0.07,0.00
Q9D1E6,0.1296,No,0.99,0.31
Q9D1E8,-0.03653,No,1.00,0.77
Q9D1F4,-0.3316,No,0.14,0.01
Q9D1G1,-0.09972,No,1.00,0.43
Q9D1G2,-0.02172,No,1.00,0.86
Q9D1G5,-0.04424,No,1.00,0.73
Q9D1H6,-0.3743,No,0.06,0.00
Q9D1H7,0.1799,No,0.79,0.16
Q9D1H8,0.009132,No,1.00,0.94
Q9D1I2,-0.06314,No,1.00,0.62
Q9D1I5,0.07886,No,1.00,0.53
Q9D1I6,-0.1301,No,0.99,0.30
Q9D1J1,0.1019,No,1.00,0.42
Q9D1J3,0.0147,No,1.00,0.91
Q9D1K2,0.04155,No,1.00,0.74
Q9D1K7,0.05996,No,1.00,0.64
Q9D1L0,-0.1679,No,0.85,0.19
Q9D1L9,-0.03308,No,1.00,0.79
Q9D1M0,0.1359,No,0.97,0.28
Q9D1M4,0.0277,No,1.00,0.83
Q9D1M7,0.06312,No,1.00,0.62
Q9D1N9,-0.1312,No,0.99,0.30
Q9D1P0,-0.02011,No,1.00,0.87
Q9D1P2,-0.2843,No,0.29,0.02
Q9D1P4,0.07917,No,1.00,0.53
Q9D1Q1,0.06202,No,1.00,0.62
Q9D1Q4,0.05582,No,1.00,0.66
Q9D1Q6,0.07475,No,1.00,0.56
Q9D1R1,0.1015,No,1.00,0.42
Q9D1R2,-0.2077,No,0.65,0.10
Q9D1R9,-0.4466,Yes,0.01,0.00
Q9D1X0,-0.06405,No,1.00,0.61
Q9D1Z3,-0.04702,No,1.00,0.71
Q9D211,0.05694,No,1.00,0.65
Q9D270,0.225,No,0.55,0.08
Q9D273,0.01943,No,1.00,0.88
Q9D281,0.1872,No,0.76,0.14
Q9D287,0.07637,No,1.00,0.55
Q9D289,0.001125,No,1.00,0.99
Q9D2C2,0.01907,No,1.00,0.88
Q9D2D7,-0.09921,No,1.00,0.43
Q9D2E2,-0.1489,No,0.92,0.24
Q9D2G2,-0.02343,No,1.00,0.85
Q9D2G5,-0.08898,No,1.00,0.48
Q9D2H6,-0.3007,No,0.23,0.02
Q9D2I5,0.05311,No,1.00,0.68
Q9D2L1,-0.2036,No,0.67,0.11
Q9D2L6,0.03561,No,1.00,0.78
Q9D2L9,-0.1606,No,0.88,0.21
Q9D2M8,0.002808,No,1.00,0.98
Q9D2N4,-0.1543,No,0.90,0.22
Q9D2N9,-0.01223,No,1.00,0.92
Q9D2P4,-0.3455,No,0.11,0.01
Q9D2Q2,-0.0349,No,1.00,0.78
Q9D2Q3,0.1301,No,0.99,0.30
Q9D2R0,0.1093,No,1.00,0.39
Q9D2R6,0.1598,No,0.88,0.21
Q9D2R8,0.06089,No,1.00,0.63
Q9D2U5,0.05989,No,1.00,0.64
Q9D2U9,-0.02747,No,1.00,0.83
Q9D2V5,-0.1103,No,1.00,0.38
Q9D2V7,-0.0853,No,1.00,0.50
Q9D2V8,-0.1993,No,0.69,0.12
Q9D2X0,-0.1041,No,1.00,0.41
Q9D2X5,0.02788,No,1.00,0.83
Q9D2Y4,0.01841,No,1.00,0.88
Q9D304,-0.4217,Yes,0.02,0.00
Q9D338,-0.08124,No,1.00,0.52
Q9D358,0.1107,No,1.00,0.38
Q9D379,0.001469,No,1.00,0.99
Q9D384,0.01707,No,1.00,0.89
Q9D385,-0.613,Yes,0.00,0.00
Q9D394,0.04563,No,1.00,0.72
Q9D3A8,-0.1357,No,0.97,0.28
Q9D3B1,0.03687,No,1.00,0.77
Q9D3D0,-0.04908,No,1.00,0.70
Q9D3D9,0.09862,No,1.00,0.44
Q9D3E6,-0.06679,No,1.00,0.60
Q9D3G5,-0.09644,No,1.00,0.45
Q9D3P8,0.145,No,0.94,0.25
Q9D3S3,-0.1574,No,0.89,0.21
Q9D3U0,-0.1383,No,0.96,0.27
Q9D3W4,0.1504,No,0.91,0.24
Q9D404,-0.03673,No,1.00,0.77
Q9D479,-0.2889,No,0.27,0.02
Q9D483,-0.009582,No,1.00,0.94
Q9D486,0.2158,No,0.60,0.09
Q9D4C5,0.1194,No,1.00,0.35
Q9D4F2,-0.1544,No,0.90,0.22
Q9D4F8,-0.0101,No,1.00,0.94
Q9D4H1,-0.006123,No,1.00,0.96
Q9D4H2,-0.07308,No,1.00,0.56
Q9D4H4,-0.09388,No,1.00,0.46
Q9D4H8,0.1366,No,0.97,0.28
Q9D4H9,-0.05244,No,1.00,0.68
Q9D4J7,-0.185,No,0.77,0.14
Q9D516,0.04747,No,1.00,0.71
Q9D517,-0.1507,No,0.91,0.23
Q9D554,0.07592,No,1.00,0.55
Q9D5J6,-0.09517,No,1.00,0.45
Q9D5R2,-0.03058,No,1.00,0.81
Q9D5T0,0.09784,No,1.00,0.44
Q9D5V5,-0.03915,No,1.00,0.76
Q9D5V6,0.01263,No,1.00,0.92
Q9D600,0.242,No,0.46,0.06
Q9D620,0.1256,No,1.00,0.32
Q9D662,0.256,No,0.40,0.04
Q9D666,-0.1701,No,0.84,0.18
Q9D6G5,0.1239,No,1.00,0.33
Q9D6H5,-0.02039,No,1.00,0.87
Q9D6I7,-0.08301,No,1.00,0.51
Q9D6J3,0.1244,No,1.00,0.33
Q9D6J5,-0.002456,No,1.00,0.98
Q9D6J6,-0.02165,No,1.00,0.86
Q9D6K5,0.003576,No,1.00,0.98
Q9D6K7,-0.003216,No,1.00,0.98
Q9D6K8,0.06302,No,1.00,0.62
Q9D6K9,-0.1448,No,0.94,0.25
Q9D6L8,-0.08563,No,1.00,0.50
Q9D6M3,0.06141,No,1.00,0.63
Q9D6N1,0.211,No,0.63,0.10
Q9D6N5,-0.171,No,0.84,0.18
Q9D6R2,0.1037,No,1.00,0.41
Q9D6S7,-0.2319,No,0.51,0.07
Q9D6T0,0.009173,No,1.00,0.94
Q9D6U8,0.05383,No,1.00,0.67
Q9D6W8,-0.03423,No,1.00,0.79
Q9D6X6,-0.3109,No,0.19,0.01
Q9D6Y4,-0.003856,No,1.00,0.98
Q9D6Y7,0.128,No,1.00,0.31
Q9D6Y9,-0.1424,No,0.94,0.26
Q9D6Z0,-0.2436,No,0.46,0.05
Q9D6Z1,-0.5751,Yes,0.00,0.00
Q9D706,0.02632,No,1.00,0.84
Q9D708,0.1086,No,1.00,0.39
Q9D710,0.1055,No,1.00,0.41
Q9D711,-0.04562,No,1.00,0.72
Q9D720,-0.09497,No,1.00,0.45
Q9D727,0.08878,No,1.00,0.48
Q9D735,-0.06737,No,1.00,0.59
Q9D753,0.06907,No,1.00,0.59
Q9D771,-0.0783,No,1.00,0.54
Q9D773,0.05804,No,1.00,0.65
Q9D786,0.201,No,0.68,0.11
Q9D787,-0.001502,No,1.00,0.99
Q9D7A6,0.1491,No,0.92,0.24
Q9D7A8,0.04096,No,1.00,0.75
Q9D7B1,0.3079,No,0.20,0.02
Q9D7B6,-0.02074,No,1.00,0.87
Q9D7B7,-0.1244,No,1.00,0.33
Q9D7E3,-0.008147,No,1.00,0.95
Q9D7E4,-0.001286,No,1.00,0.99
Q9D7G0,0.04064,No,1.00,0.75
Q9D7H3,-0.06381,No,1.00,0.61
Q9D7J4,0.05939,No,1.00,0.64
Q9D7J6,-0.1671,No,0.85,0.19
Q9D7J9,-0.1482,No,0.92,0.24
Q9D7K2,-0.0196,No,1.00,0.88
Q9D7K5,-0.06381,No,1.00,0.61
Q9D7M1,0.1669,No,0.85,0.19
Q9D7M8,0.05941,No,1.00,0.64
Q9D7N3,-0.09079,No,1.00,0.47
Q9D7N6,-0.2185,No,0.59,0.08
Q9D7N9,-0.05652,No,1.00,0.66
Q9D7P6,0.006043,No,1.00,0.96
Q9D7S7,-0.05788,No,1.00,0.65
Q9D7S9,-0.1468,No,0.93,0.25
Q9D7V9,0.08729,No,1.00,0.49
Q9D7W5,0.196,No,0.71,0.12
Q9D7X3,-0.07242,No,1.00,0.57
Q9D7X8,0.02887,No,1.00,0.82
Q9D7Z3,-0.1052,No,1.00,0.41
Q9D819,0.1249,No,1.00,0.32
Q9D820,0.134,No,0.98,0.29
Q9D824,0.09559,No,1.00,0.45
Q9D832,0.02983,No,1.00,0.81
Q9D842,-0.09409,No,1.00,0.46
Q9D850,-0.1218,No,1.00,0.34
Q9D853,0.04253,No,1.00,0.74
Q9D855,0.04203,No,1.00,0.74
Q9D864,-0.3351,No,0.13,0.01
Q9D868,0.0937,No,1.00,0.46
Q9D880,0.06543,No,1.00,0.61
Q9D882,-0.4896,Yes,0.00,0.00
Q9D883,0.04856,No,1.00,0.70
Q9D892,0.06902,No,1.00,0.59
Q9D898,0.05537,No,1.00,0.66
Q9D8B3,0.04564,No,1.00,0.72
Q9D8B6,0.3314,No,0.14,0.01
Q9D8B7,-0.04914,No,1.00,0.70
Q9D8C4,-0.04835,No,1.00,0.70
Q9D8C6,0.04277,No,1.00,0.74
Q9D8E6,0.3816,No,0.06,0.00
Q9D8F3,-0.8552,Yes,0.00,0.00
Q9D8L5,-0.141,No,0.95,0.27
Q9D8M4,-0.01212,No,1.00,0.92
Q9D8M7,0.1258,No,1.00,0.32
Q9D8N0,0.1052,No,1.00,0.41
Q9D8N1,-0.01231,No,1.00,0.92
Q9D8N2,-0.0804,No,1.00,0.53
Q9D8N3,-0.1855,No,0.77,0.14
Q9D8N6,-0.103,No,1.00,0.42
Q9D8P4,0.1055,No,1.00,0.41
Q9D8S3,0.1019,No,1.00,0.42
Q9D8S4,0.01094,No,1.00,0.93
Q9D8S9,-0.05017,No,1.00,0.69
Q9D8T0,-0.0007418,No,1.00,1.00
Q9D8T2,-0.0000123,No,1.00,1.00
Q9D8T4,0.04605,No,1.00,0.72
Q9D8T7,0.01568,No,1.00,0.90
Q9D8U8,0.08466,No,1.00,0.50
Q9D8V0,0.2569,No,0.40,0.04
Q9D8V7,0.02563,No,1.00,0.84
Q9D8W5,-0.001251,No,1.00,0.99
Q9D8W7,0.05634,No,1.00,0.66
Q9D8X0,-0.4876,Yes,0.00,0.00
Q9D8X1,-0.2862,No,0.28,0.02
Q9D8X2,-0.26,No,0.39,0.04
Q9D8X5,0.007203,No,1.00,0.95
Q9D8Y0,0.0759,No,1.00,0.55
Q9D8Y1,0.2454,No,0.45,0.05
Q9D8Y8,-0.1454,No,0.94,0.25
Q9D8Z1,-0.03654,No,1.00,0.77
Q9D8Z2,-0.08004,No,1.00,0.53
Q9D8Z6,-0.03411,No,1.00,0.79
Q9D902,-0.1154,No,1.00,0.36
Q9D903,-0.1788,No,0.79,0.16
Q9D906,0.07398,No,1.00,0.56
Q9D920,-0.03299,No,1.00,0.79
Q9D924,-0.02769,No,1.00,0.83
Q9D937,0.01348,No,1.00,0.92
Q9D938,-0.01019,No,1.00,0.94
Q9D945,0.04554,No,1.00,0.72
Q9D952,-0.343,No,0.11,0.01
Q9D958,-0.1513,No,0.91,0.23
Q9D964,0.06634,No,1.00,0.60
Q9D967,-0.04952,No,1.00,0.70
Q9D968,-0.01248,No,1.00,0.92
Q9D975,0.1874,No,0.76,0.14
Q9D9F8,-0.3929,Yes,0.04,0.00
Q9D9I4,-0.02975,No,1.00,0.81
Q9D9K3,0.06493,No,1.00,0.61
Q9D9M2,-0.1018,No,1.00,0.42
Q9D9V3,-0.155,No,0.90,0.22
Q9D9Z1,0.3932,Yes,0.04,0.00
Q9D9Z5,-0.06117,No,1.00,0.63
Q9DA08,-0.03734,No,1.00,0.77
Q9DA19,0.06027,No,1.00,0.63
Q9DA69,-0.00451,No,1.00,0.97
Q9DAA6,-0.1063,No,1.00,0.40
Q9DAI2,0.01365,No,1.00,0.91
Q9DAJ4,0.08008,No,1.00,0.53
Q9DAK9,0.03133,No,1.00,0.80
Q9DAM5,-0.01683,No,1.00,0.89
Q9DAM7,0.08899,No,1.00,0.48
Q9DAR7,-0.002828,No,1.00,0.98
Q9DAS9,-0.03453,No,1.00,0.79
Q9DAT5,-0.0373,No,1.00,0.77
Q9DAU1,0.1968,No,0.70,0.12
Q9DAW6,0.09308,No,1.00,0.46
Q9DAW9,-0.07928,No,1.00,0.53
Q9DAX9,-0.02354,No,1.00,0.85
Q9DAZ9,-0.1657,No,0.86,0.19
Q9DB00,0.02342,No,1.00,0.85
Q9DB05,0.07982,No,1.00,0.53
Q9DB07,0.01198,No,1.00,0.92
Q9DB15,0.1439,No,0.94,0.26
Q9DB20,-0.05899,No,1.00,0.64
Q9DB25,-0.02012,No,1.00,0.87
Q9DB26,-0.1166,No,1.00,0.36
Q9DB27,0.04256,No,1.00,0.74
Q9DB28,0.07855,No,1.00,0.54
Q9DB29,-0.2508,No,0.42,0.05
Q9DB30,-0.1547,No,0.90,0.22
Q9DB32,-0.0793,No,1.00,0.53
Q9DB34,-0.1266,No,1.00,0.32
Q9DB40,0.1008,No,1.00,0.43
Q9DB42,-0.07825,No,1.00,0.54
Q9DB43,0.1371,No,0.97,0.28
Q9DB52,-0.05445,No,1.00,0.67
Q9DB60,-0.04433,No,1.00,0.73
Q9DB73,0.02032,No,1.00,0.87
Q9DB77,0.0002579,No,1.00,1.00
Q9DB85,-0.0007604,No,1.00,1.00
Q9DB90,-0.02541,No,1.00,0.84
Q9DB91,-0.00834,No,1.00,0.95
Q9DB94,-0.04417,No,1.00,0.73
Q9DB96,-0.04488,No,1.00,0.72
Q9DBA6,0.09911,No,1.00,0.43
Q9DBA9,-0.1283,No,1.00,0.31
Q9DBB4,-0.01855,No,1.00,0.88
Q9DBB5,0.07982,No,1.00,0.53
Q9DBC0,0.01215,No,1.00,0.92
Q9DBC3,-0.0225,No,1.00,0.86
Q9DBC7,-0.0269,No,1.00,0.83
Q9DBD5,0.005626,No,1.00,0.96
Q9DBE0,-0.09723,No,1.00,0.44
Q9DBE8,-0.1724,No,0.83,0.17
Q9DBE9,-0.1584,No,0.88,0.21
Q9DBF1,-0.06569,No,1.00,0.60
Q9DBF7,-0.3378,No,0.12,0.01
Q9DBG3,0.07967,No,1.00,0.53
Q9DBG5,0.1364,No,0.97,0.28
Q9DBG6,-0.007431,No,1.00,0.95
Q9DBG7,-0.08587,No,1.00,0.50
Q9DBG9,-0.05007,No,1.00,0.69
Q9DBH0,-0.1126,No,1.00,0.37
Q9DBH5,0.01445,No,1.00,0.91
Q9DBJ1,-0.1178,No,1.00,0.35
Q9DBJ3,0.1708,No,0.84,0.18
Q9DBL1,0.04137,No,1.00,0.74
Q9DBL2,0.03559,No,1.00,0.78
Q9DBL7,-0.05989,No,1.00,0.64
Q9DBM1,0.02643,No,1.00,0.83
Q9DBM2,0.06234,No,1.00,0.62
Q9DBN5,0.1376,No,0.96,0.28
Q9DBN9,-0.08239,No,1.00,0.52
Q9DBP5,0.1057,No,1.00,0.40
Q9DBQ7,-0.02599,No,1.00,0.84
Q9DBR0,0.08448,No,1.00,0.50
Q9DBR1,-0.1424,No,0.94,0.26
Q9DBR2,0.1002,No,1.00,0.43
Q9DBR3,0.1067,No,1.00,0.40
Q9DBR4,0.1251,No,1.00,0.32
Q9DBR7,-0.1584,No,0.88,0.21
Q9DBS1,-0.1625,No,0.86,0.20
Q9DBS2,0.1172,No,1.00,0.35
Q9DBS5,0.02459,No,1.00,0.85
Q9DBS8,-0.1569,No,0.89,0.22
Q9DBS9,0.09315,No,1.00,0.46
Q9DBT3,-0.1324,No,0.98,0.30
Q9DBT4,0.09056,No,1.00,0.47
Q9DBT5,0.02487,No,1.00,0.84
Q9DBU0,0.05938,No,1.00,0.64
Q9DBU3,0.2491,No,0.43,0.05
Q9DBU5,0.02256,No,1.00,0.86
Q9DBU6,-0.01136,No,1.00,0.93
Q9DBV3,-0.08824,No,1.00,0.49
Q9DBV4,-0.02251,No,1.00,0.86
Q9DBW3,0.1288,No,1.00,0.31
Q9DBX2,0.07646,No,1.00,0.55
Q9DBX6,-0.04276,No,1.00,0.74
Q9DBY0,-0.1184,No,1.00,0.35
Q9DBY1,0.07379,No,1.00,0.56
Q9DBY8,0.05927,No,1.00,0.64
Q9DBZ1,0.03566,No,1.00,0.78
Q9DBZ5,0.0746,No,1.00,0.56
Q9DBZ9,-0.4145,Yes,0.03,0.00
Q9DC04,0.07266,No,1.00,0.57
Q9DC11,-0.221,No,0.57,0.08
Q9DC16,0.06589,No,1.00,0.60
Q9DC22,-0.008703,No,1.00,0.95
Q9DC23,0.07431,No,1.00,0.56
Q9DC28,-0.1144,No,1.00,0.37
Q9DC29,0.04917,No,1.00,0.70
Q9DC33,0.05372,No,1.00,0.67
Q9DC40,0.005209,No,1.00,0.97
Q9DC48,0.2999,No,0.23,0.02
Q9DC50,0.04931,No,1.00,0.70
Q9DC51,-0.02153,No,1.00,0.87
Q9DC53,-0.1364,No,0.97,0.28
Q9DC60,-0.1799,No,0.79,0.16
Q9DC61,0.1113,No,1.00,0.38
Q9DC63,0.106,No,1.00,0.40
Q9DC69,0.1042,No,1.00,0.41
Q9DC70,-0.0726,No,1.00,0.57
Q9DC71,-0.1676,No,0.85,0.19
Q9DCA2,0.0285,No,1.00,0.82
Q9DCA5,-0.01142,No,1.00,0.93
Q9DCB1,-0.5099,Yes,0.00,0.00
Q9DCB8,-0.0005933,No,1.00,1.00
Q9DCC4,0.05515,No,1.00,0.66
Q9DCC8,0.05664,No,1.00,0.65
Q9DCD0,0.02612,No,1.00,0.84
Q9DCD2,-0.009,No,1.00,0.94
Q9DCD5,-0.0541,No,1.00,0.67
Q9DCE5,-0.02093,No,1.00,0.87
Q9DCF9,-0.7597,Yes,0.00,0.00
Q9DCG2,-0.03567,No,1.00,0.78
Q9DCG9,-0.1085,No,1.00,0.39
Q9DCH2,-0.07458,No,1.00,0.56
Q9DCH4,0.00125,No,1.00,0.99
Q9DCH6,0.1652,No,0.86,0.19
Q9DCI3,0.1362,No,0.97,0.28
Q9DCI9,0.3609,No,0.08,0.00
Q9DCJ1,0.05233,No,1.00,0.68
Q9DCJ5,-0.0008223,No,1.00,0.99
Q9DCJ7,0.188,No,0.76,0.14
Q9DCJ9,-0.4522,Yes,0.01,0.00
Q9DCK3,-0.5171,Yes,0.00,0.00
Q9DCK4,-0.01191,No,1.00,0.93
Q9DCL4,0.0237,No,1.00,0.85
Q9DCL8,-0.3871,Yes,0.05,0.00
Q9DCL9,-0.008208,No,1.00,0.95
Q9DCM0,0.04617,No,1.00,0.72
Q9DCM2,0.1557,No,0.89,0.22
Q9DCM7,-0.05153,No,1.00,0.68
Q9DCN1,-0.1694,No,0.85,0.18
Q9DCN2,0.108,No,1.00,0.39
Q9DCN7,0.01754,No,1.00,0.89
Q9DCR2,0.05245,No,1.00,0.68
Q9DCS1,-0.6132,Yes,0.00,0.00
Q9DCS2,-0.1653,No,0.86,0.19
Q9DCS3,0.05634,No,1.00,0.66
Q9DCS9,-0.1755,No,0.81,0.17
Q9DCT1,-0.007207,No,1.00,0.95
Q9DCT2,0.07688,No,1.00,0.54
Q9DCT5,0.0499,No,1.00,0.69
Q9DCT6,0.249,No,0.43,0.05
Q9DCT8,-0.01425,No,1.00,0.91
Q9DCU6,0.007548,No,1.00,0.95
Q9DCV4,-0.09935,No,1.00,0.43
Q9DCW2,-0.3902,Yes,0.05,0.00
Q9DCW4,0.05257,No,1.00,0.68
Q9DCX1,0.02391,No,1.00,0.85
Q9DCX2,0.1963,No,0.71,0.12
Q9DCZ1,0.04329,No,1.00,0.73
Q9DCZ4,0.1342,No,0.98,0.29
Q9DD03,0.2261,No,0.54,0.07
Q9DD18,-0.1786,No,0.79,0.16
Q9DD24,0.02296,No,1.00,0.86
Q9EP52,-0.07555,No,1.00,0.55
Q9EP53,-0.06833,No,1.00,0.59
Q9EP69,-0.1352,No,0.97,0.29
Q9EP71,-0.05461,No,1.00,0.67
Q9EP72,0.06164,No,1.00,0.63
Q9EP82,-0.06628,No,1.00,0.60
Q9EP89,0.1093,No,1.00,0.39
Q9EP97,-0.0438,No,1.00,0.73
Q9EPA7,-0.03267,No,1.00,0.80
Q9EPB5,0.0211,No,1.00,0.87
Q9EPC1,-0.1098,No,1.00,0.39
Q9EPE9,0.007807,No,1.00,0.95
Q9EPJ9,0.1002,No,1.00,0.43
Q9EPK2,0.06584,No,1.00,0.60
Q9EPK5,-0.01598,No,1.00,0.90
Q9EPK6,0.1242,No,1.00,0.33
Q9EPK7,0.02524,No,1.00,0.84
Q9EPL0,0.1093,No,1.00,0.39
Q9EPL2,-0.2682,No,0.35,0.03
Q9EPL4,0.0477,No,1.00,0.71
Q9EPL8,0.07721,No,1.00,0.54
Q9EPL9,0.1139,No,1.00,0.37
Q9EPM5,-0.1575,No,0.88,0.21
Q9EPN1,-0.1572,No,0.89,0.21
Q9EPQ7,0.3022,No,0.22,0.02
Q9EPQ8,-0.1333,No,0.98,0.29
Q9EPR2,0.05724,No,1.00,0.65
Q9EPR4,-0.1352,No,0.97,0.29
Q9EPR5,0.2144,No,0.61,0.09
Q9EPS3,-0.001644,No,1.00,0.99
Q9EPT5,0.08327,No,1.00,0.51
Q9EPU0,0.1267,No,1.00,0.32
Q9EPU4,-0.03661,No,1.00,0.77
Q9EPV8,0.06145,No,1.00,0.63
Q9EPW0,-0.1302,No,0.99,0.30
Q9EPZ6,-0.1178,No,1.00,0.35
Q9EQ06,-0.06602,No,1.00,0.60
Q9EQ09,0.2974,No,0.24,0.02
Q9EQ20,-0.04972,No,1.00,0.69
Q9EQ28,0.4904,Yes,0.00,0.00
Q9EQ61,-0.1748,No,0.82,0.17
Q9EQ80,-0.1107,No,1.00,0.38
Q9EQC1,-0.032,No,1.00,0.80
Q9EQC5,-0.006365,No,1.00,0.96
Q9EQD0,-0.2046,No,0.66,0.11
Q9EQF6,-0.1506,No,0.91,0.23
Q9EQG3,-0.1718,No,0.84,0.18
Q9EQG7,-0.175,No,0.82,0.17
Q9EQG9,0.1362,No,0.97,0.28
Q9EQH2,-0.04764,No,1.00,0.71
Q9EQH3,-0.04372,No,1.00,0.73
Q9EQI8,0.06003,No,1.00,0.64
Q9EQJ0,0.12,No,1.00,0.34
Q9EQJ9,-0.299,No,0.23,0.02
Q9EQK5,0.01899,No,1.00,0.88
Q9EQK7,0.02088,No,1.00,0.87
Q9EQM6,-0.1011,No,1.00,0.42
Q9EQN3,-0.04108,No,1.00,0.75
Q9EQN9,0.06661,No,1.00,0.60
Q9EQP2,0.03195,No,1.00,0.80
Q9EQQ0,-0.1561,No,0.89,0.22
Q9EQQ2,0.01654,No,1.00,0.90
Q9EQQ9,0.07972,No,1.00,0.53
Q9EQS3,0.04998,No,1.00,0.69
Q9EQS9,-0.1293,No,0.99,0.31
Q9EQU5,0.06066,No,1.00,0.63
Q9EQW7,-0.1143,No,1.00,0.37
Q9EQX4,-0.2993,No,0.23,0.02
Q9EQY0,-0.4345,Yes,0.02,0.00
Q9ER00,-0.1172,No,1.00,0.35
Q9ER38,-0.06194,No,1.00,0.63
Q9ER39,-0.1443,No,0.94,0.25
Q9ER41,0.03187,No,1.00,0.80
Q9ER62,0.0149,No,1.00,0.91
Q9ER63,0.008902,No,1.00,0.94
Q9ER64,-0.02505,No,1.00,0.84
Q9ER69,0.08519,No,1.00,0.50
Q9ER72,0.07956,No,1.00,0.53
Q9ER73,0.09725,No,1.00,0.44
Q9ER80,-0.2201,No,0.58,0.08
Q9ER81,0.0472,No,1.00,0.71
Q9ER88,0.09096,No,1.00,0.47
Q9ERA0,-0.08219,No,1.00,0.52
Q9ERA6,-0.01962,No,1.00,0.88
Q9ERB0,0.05688,No,1.00,0.65
Q9ERD6,0.1795,No,0.79,0.16
Q9ERD7,0.4829,Yes,0.00,0.00
Q9ERE7,0.02354,No,1.00,0.85
Q9ERE8,-0.06554,No,1.00,0.61
Q9ERF3,0.01863,No,1.00,0.88
Q9ERG0,-0.1216,No,1.00,0.34
Q9ERG2,-0.008438,No,1.00,0.95
Q9ERH4,0.4235,Yes,0.02,0.00
Q9ERH7,-0.6485,Yes,0.00,0.00
Q9ERI2,0.516,Yes,0.00,0.00
Q9ERI5,0.1968,No,0.70,0.12
Q9ERI6,-0.09646,No,1.00,0.45
Q9ERK4,0.06019,No,1.00,0.63
Q9ERN0,0.09706,No,1.00,0.44
Q9ERR1,0.01055,No,1.00,0.93
Q9ERR7,0.08312,No,1.00,0.51
Q9ERS2,0.06239,No,1.00,0.62
Q9ERS5,-0.09257,No,1.00,0.47
Q9ERU3,-0.0448,No,1.00,0.72
