uniprot,Mean Diff.,Discovery?,q value,Individual P Value
Q99K28,0.1139,No,1.00,0.37
Q99K30,-0.04357,No,1.00,0.73
Q99K41,-0.04307,No,1.00,0.73
Q99K43,0.2664,No,0.36,0.04
Q99K46,-0.3579,No,0.09,0.00
Q99K48,-0.01851,No,1.00,0.88
Q99K51,-0.02924,No,1.00,0.82
Q99K67,0.001983,No,1.00,0.99
Q99K70,0.04722,No,1.00,0.71
Q99K74,0.07346,No,1.00,0.56
Q99K85,0.1427,No,0.94,0.26
Q99K90,-0.2878,No,0.28,0.02
Q99K95,-0.1692,No,0.85,0.18
Q99KB8,-0.05673,No,1.00,0.65
Q99KC8,-0.1188,No,1.00,0.35
Q99KD5,0.05043,No,1.00,0.69
Q99KE1,0.06774,No,1.00,0.59
Q99KF1,0.07435,No,1.00,0.56
Q99KG3,0.03108,No,1.00,0.81
Q99KH8,-0.05365,No,1.00,0.67
Q99KI0,-0.04972,No,1.00,0.69
Q99KI3,-0.06673,No,1.00,0.60
Q99KJ8,0.04642,No,1.00,0.71
Q99KK1,-0.163,No,0.86,0.20
Q99KK2,-0.2596,No,0.39,0.04
Q99KK7,0.005486,No,1.00,0.97
Q99KK9,0.05241,No,1.00,0.68
Q99KL7,-0.2752,No,0.32,0.03
Q99KN1,-0.1297,No,0.99,0.31
Q99KN2,-0.07083,No,1.00,0.58
Q99KN9,0.1192,No,1.00,0.35
Q99KP6,0.07932,No,1.00,0.53
Q99KQ4,-0.07434,No,1.00,0.56
Q99KR3,-0.03825,No,1.00,0.76
Q99KR7,-0.0326,No,1.00,0.80
Q99KR8,0.1598,No,0.88,0.21
Q99KS2,0.0749,No,1.00,0.55
Q99KU0,-0.04266,No,1.00,0.74
Q99KU6,-0.1322,No,0.98,0.30
Q99KV1,0.2048,No,0.66,0.11
Q99KW3,-0.05524,No,1.00,0.66
Q99KW9,-0.1326,No,0.98,0.30
Q99KX1,-0.02074,No,1.00,0.87
Q99KY4,-0.01969,No,1.00,0.88
Q99KZ6,0.0005376,No,1.00,1.00
Q99L02,-0.2099,No,0.64,0.10
Q99L04,-0.1662,No,0.85,0.19
Q99L13,0.02409,No,1.00,0.85
Q99L20,0.04174,No,1.00,0.74
Q99L27,0.1365,No,0.97,0.28
Q99L28,0.005626,No,1.00,0.96
Q99L43,-0.25,No,0.42,0.05
Q99L45,-0.08025,No,1.00,0.53
Q99L47,0.09205,No,1.00,0.47
Q99L48,-0.0454,No,1.00,0.72
Q99L85,-0.03148,No,1.00,0.80
Q99L90,-0.3092,No,0.20,0.01
Q99LB0,-0.2089,No,0.64,0.10
Q99LB2,0.1139,No,1.00,0.37
Q99LB6,0.1145,No,1.00,0.37
Q99LB7,-0.06105,No,1.00,0.63
Q99LC2,0.05419,No,1.00,0.67
Q99LC3,-0.002263,No,1.00,0.99
Q99LC5,0.1004,No,1.00,0.43
Q99LC8,0.3368,No,0.13,0.01
Q99LC9,0.01149,No,1.00,0.93
Q99LD4,0.03314,No,1.00,0.79
Q99LD8,-0.2263,No,0.54,0.07
Q99LD9,0.1019,No,1.00,0.42
Q99LE6,-0.1426,No,0.94,0.26
Q99LF4,0.07973,No,1.00,0.53
Q99LG0,-0.2539,No,0.41,0.05
Q99LG2,-0.04395,No,1.00,0.73
Q99LG4,0.005832,No,1.00,0.96
Q99LH1,-0.1848,No,0.77,0.14
Q99LH9,0.04239,No,1.00,0.74
Q99LI2,-0.008802,No,1.00,0.94
Q99LI5,-0.3047,No,0.21,0.02
Q99LI7,0.02599,No,1.00,0.84
Q99LI8,-0.02832,No,1.00,0.82
Q99LI9,-0.04103,No,1.00,0.75
Q99LJ0,0.07749,No,1.00,0.54
Q99LJ1,0.07192,No,1.00,0.57
Q99LJ5,-0.104,No,1.00,0.41
Q99LJ6,-0.2356,No,0.49,0.06
Q99LJ7,0.1219,No,1.00,0.34
Q99LL3,0.03013,No,1.00,0.81
Q99LL5,0.02309,No,1.00,0.86
Q99LM2,0.06148,No,1.00,0.63
Q99LM9,-0.251,No,0.42,0.05
Q99LN9,-0.06796,No,1.00,0.59
Q99LP6,0.1817,No,0.78,0.15
Q99LQ1,0.08468,No,1.00,0.50
Q99LR1,-0.08048,No,1.00,0.53
Q99LS1,0.1393,No,0.96,0.27
Q99LS3,-0.06289,No,1.00,0.62
Q99LT0,0.008495,No,1.00,0.95
Q99LV7,0.01349,No,1.00,0.92
Q99LX0,-0.07306,No,1.00,0.56
Q99LX5,-0.01307,No,1.00,0.92
Q99LY9,0.03787,No,1.00,0.77
Q99M01,0.1178,No,1.00,0.35
Q99M03,-0.2143,No,0.61,0.09
Q99M04,-0.06509,No,1.00,0.61
Q99M07,-0.2767,No,0.31,0.03
Q99M08,0.1133,No,1.00,0.37
Q99M31,0.05687,No,1.00,0.65
Q99M51,-0.02923,No,1.00,0.82
Q99M71,-0.2844,No,0.29,0.02
Q99M87,0.03202,No,1.00,0.80
Q99MB2,0.05585,No,1.00,0.66
Q99MB7,0.0488,No,1.00,0.70
Q99MD6,-0.2356,No,0.49,0.06
Q99MD9,0.1568,No,0.89,0.22
Q99ME2,0.001322,No,1.00,0.99
Q99ME9,-0.3081,No,0.20,0.02
Q99MI1,-0.0426,No,1.00,0.74
Q99MJ9,-0.08561,No,1.00,0.50
Q99MK8,0.01626,No,1.00,0.90
Q99MK9,-0.09607,No,1.00,0.45
Q99ML1,0.08594,No,1.00,0.50
Q99ML4,-0.0216,No,1.00,0.86
Q99MN1,0.1097,No,1.00,0.39
Q99MN9,0.0084,No,1.00,0.95
Q99MP8,0.02429,No,1.00,0.85
Q99MQ1,0.06595,No,1.00,0.60
Q99MR1,-0.1114,No,1.00,0.38
Q99MR3,-0.138,No,0.96,0.28
Q99MR6,0.05621,No,1.00,0.66
Q99MR8,-0.03349,No,1.00,0.79
Q99MS7,-0.01399,No,1.00,0.91
Q99MS8,-0.07365,No,1.00,0.56
Q99MU1,0.008636,No,1.00,0.95
Q99MU3,-0.1196,No,1.00,0.35
Q99MV1,-0.176,No,0.81,0.16
Q99MZ7,0.005588,No,1.00,0.96
Q99N57,-0.1749,No,0.82,0.17
Q99N84,-0.04998,No,1.00,0.69
Q99N85,-0.1327,No,0.98,0.29
Q99N87,0.03444,No,1.00,0.79
Q99N89,0.09306,No,1.00,0.46
Q99N91,-0.5655,Yes,0.00,0.00
Q99N92,-0.03221,No,1.00,0.80
Q99N93,-0.0149,No,1.00,0.91
Q99N94,-0.07342,No,1.00,0.56
Q99N95,0.02645,No,1.00,0.83
Q99N96,0.04409,No,1.00,0.73
Q99NA9,0.01207,No,1.00,0.92
Q99NB8,0.04887,No,1.00,0.70
Q99NB9,0.1017,No,1.00,0.42
Q99NF3,-0.00122,No,1.00,0.99
Q99NG0,0.05703,No,1.00,0.65
Q99NH0,0.05585,No,1.00,0.66
Q99NH2,-0.3743,No,0.06,0.00
Q99P30,0.08946,No,1.00,0.48
Q99P31,0.171,No,0.84,0.18
Q99P58,-0.04149,No,1.00,0.74
Q99P65,0.03519,No,1.00,0.78
Q99P69,0.6832,Yes,0.00,0.00
Q99P72,0.003003,No,1.00,0.98
Q99P88,-0.03593,No,1.00,0.78
Q99P91,-1.053,Yes,0.00,0.00
Q99PG2,-0.006279,No,1.00,0.96
Q99PJ2,-0.03119,No,1.00,0.81
Q99PL5,-0.3372,No,0.13,0.01
Q99PL6,-0.1062,No,1.00,0.40
Q99PM3,-0.1025,No,1.00,0.42
Q99PM9,-0.03113,No,1.00,0.81
Q99PN3,-0.01468,No,1.00,0.91
Q99PP2,-0.08101,No,1.00,0.52
Q99PP7,0.1884,No,0.76,0.14
Q99PP9,-0.03347,No,1.00,0.79
Q99PT1,-0.03674,No,1.00,0.77
Q99PT3,0.07657,No,1.00,0.55
Q99PU7,-0.04397,No,1.00,0.73
Q99PU8,-0.1778,No,0.80,0.16
Q99PV0,-0.04753,No,1.00,0.71
Q9BCZ4,0.09366,No,1.00,0.46
Q9CPN8,-0.4288,Yes,0.02,0.00
Q9CPP0,0.09531,No,1.00,0.45
Q9CPP6,0.03364,No,1.00,0.79
Q9CPQ1,0.06008,No,1.00,0.64
Q9CPQ3,0.08253,No,1.00,0.51
Q9CPQ8,0.1058,No,1.00,0.40
Q9CPR1,-0.00258,No,1.00,0.98
Q9CPR4,-0.1687,No,0.85,0.18
Q9CPR5,0.03533,No,1.00,0.78
Q9CPR7,-0.07656,No,1.00,0.55
Q9CPR8,-0.05446,No,1.00,0.67
Q9CPS6,0.1087,No,1.00,0.39
Q9CPS7,0.05893,No,1.00,0.64
Q9CPT3,0.003675,No,1.00,0.98
Q9CPT4,0.1052,No,1.00,0.41
Q9CPT5,0.08834,No,1.00,0.49
Q9CPU0,-0.06097,No,1.00,0.63
Q9CPU4,0.3367,No,0.13,0.01
Q9CPV2,-0.008865,No,1.00,0.94
Q9CPV3,0.0642,No,1.00,0.61
Q9CPV4,-0.01105,No,1.00,0.93
Q9CPV5,0.1426,No,0.94,0.26
Q9CPV7,-0.3512,No,0.10,0.01
Q9CPW2,-0.01829,No,1.00,0.89
Q9CPW4,0.0546,No,1.00,0.67
Q9CPW7,0.1147,No,1.00,0.37
Q9CPW9,-0.1022,No,1.00,0.42
Q9CPX6,-0.02681,No,1.00,0.83
Q9CPX7,-0.008439,No,1.00,0.95
Q9CPY0,-0.0874,No,1.00,0.49
Q9CPY7,0.001661,No,1.00,0.99
Q9CPZ6,0.3675,No,0.07,0.00
Q9CPZ8,0.2313,No,0.51,0.07
Q9CQ00,0.168,No,0.85,0.19
Q9CQ02,0.02564,No,1.00,0.84
Q9CQ06,0.01456,No,1.00,0.91
Q9CQ10,-0.1135,No,1.00,0.37
Q9CQ13,0.01506,No,1.00,0.91
Q9CQ18,0.2405,No,0.47,0.06
Q9CQ19,0.02626,No,1.00,0.84
Q9CQ20,-0.3058,No,0.21,0.02
Q9CQ21,-0.3749,No,0.06,0.00
Q9CQ22,0.01619,No,1.00,0.90
Q9CQ25,0.07515,No,1.00,0.55
Q9CQ26,-0.03166,No,1.00,0.80
Q9CQ28,0.06399,No,1.00,0.61
Q9CQ33,-0.06635,No,1.00,0.60
Q9CQ39,-0.0484,No,1.00,0.70
Q9CQ40,0.1241,No,1.00,0.33
Q9CQ45,0.2699,No,0.34,0.03
Q9CQ48,0.2186,No,0.59,0.08
Q9CQ49,-0.09255,No,1.00,0.47
Q9CQ54,0.08088,No,1.00,0.52
Q9CQ56,-0.1797,No,0.79,0.16
Q9CQ60,-0.03462,No,1.00,0.78
Q9CQ62,0.06612,No,1.00,0.60
Q9CQ65,-0.06015,No,1.00,0.64
Q9CQ69,-0.02667,No,1.00,0.83
Q9CQ71,0.2406,No,0.47,0.06
Q9CQ74,0.1337,No,0.98,0.29
Q9CQ75,0.06318,No,1.00,0.62
Q9CQ79,-0.09924,No,1.00,0.43
Q9CQ80,-0.1724,No,0.83,0.17
Q9CQ88,0.04716,No,1.00,0.71
Q9CQ89,-0.02518,No,1.00,0.84
Q9CQ91,-0.2103,No,0.63,0.10
Q9CQ92,0.04464,No,1.00,0.72
Q9CQA1,0.07897,No,1.00,0.53
Q9CQA3,0.04294,No,1.00,0.73
Q9CQA5,0.009256,No,1.00,0.94
Q9CQA6,0.04907,No,1.00,0.70
Q9CQA9,-0.07475,No,1.00,0.56
Q9CQB2,-0.09575,No,1.00,0.45
Q9CQB5,-0.1682,No,0.85,0.18
Q9CQC5,0.0621,No,1.00,0.62
Q9CQC6,0.05354,No,1.00,0.67
Q9CQC7,0.03113,No,1.00,0.81
Q9CQC8,0.0934,No,1.00,0.46
Q9CQC9,0.2435,No,0.46,0.05
Q9CQD1,0.004462,No,1.00,0.97
Q9CQD4,-0.5828,Yes,0.00,0.00
Q9CQE1,-0.261,No,0.38,0.04
Q9CQE2,0.04407,No,1.00,0.73
Q9CQE3,-0.01646,No,1.00,0.90
Q9CQE5,0.1723,No,0.83,0.17
Q9CQE7,0.03244,No,1.00,0.80
Q9CQE8,0.0306,No,1.00,0.81
Q9CQF0,0.02058,No,1.00,0.87
Q9CQF3,0.05851,No,1.00,0.64
Q9CQF4,-0.6384,Yes,0.00,0.00
Q9CQF8,-0.2062,No,0.66,0.10
Q9CQF9,0.06881,No,1.00,0.59
Q9CQG1,-0.00471,No,1.00,0.97
Q9CQG2,-0.06594,No,1.00,0.60
Q9CQG6,-0.07306,No,1.00,0.56
Q9CQH3,0.116,No,1.00,0.36
Q9CQH7,-0.1562,No,0.89,0.22
Q9CQI3,-0.01923,No,1.00,0.88
Q9CQI6,0.1636,No,0.86,0.20
Q9CQI7,-0.06763,No,1.00,0.59
Q9CQI9,0.05794,No,1.00,0.65
Q9CQJ2,0.1062,No,1.00,0.40
Q9CQJ4,0.1005,No,1.00,0.43
Q9CQJ6,-0.2884,No,0.28,0.02
Q9CQJ8,0.0747,No,1.00,0.56
Q9CQK1,-0.09112,No,1.00,0.47
Q9CQK7,0.2156,No,0.60,0.09
Q9CQL0,0.2487,No,0.43,0.05
Q9CQL5,0.009983,No,1.00,0.94
Q9CQL6,-0.03676,No,1.00,0.77
Q9CQL7,0.02244,No,1.00,0.86
Q9CQM5,-0.08926,No,1.00,0.48
Q9CQM9,0.1457,No,0.94,0.25
Q9CQN1,0.01784,No,1.00,0.89
Q9CQN3,-0.01912,No,1.00,0.88
Q9CQN6,0.1667,No,0.85,0.19
Q9CQN7,-0.02556,No,1.00,0.84
Q9CQP2,-0.09992,No,1.00,0.43
Q9CQP3,0.06082,No,1.00,0.63
Q9CQQ4,0.2073,No,0.65,0.10
Q9CQQ7,0.02629,No,1.00,0.84
Q9CQQ8,-0.007482,No,1.00,0.95
Q9CQR2,0.02247,No,1.00,0.86
Q9CQR4,0.04738,No,1.00,0.71
Q9CQR6,-0.07719,No,1.00,0.54
Q9CQS2,0.013,No,1.00,0.92
Q9CQS4,-0.07682,No,1.00,0.54
Q9CQS5,-0.07966,No,1.00,0.53
Q9CQS8,-0.1241,No,1.00,0.33
Q9CQT1,-0.04619,No,1.00,0.72
Q9CQT2,0.2065,No,0.65,0.10
Q9CQT5,0.1785,No,0.79,0.16
Q9CQT7,0.08513,No,1.00,0.50
Q9CQU0,0.09723,No,1.00,0.44
Q9CQU3,0.1118,No,1.00,0.38
Q9CQU5,-0.02146,No,1.00,0.87
Q9CQU8,-0.07606,No,1.00,0.55
Q9CQV1,-0.01239,No,1.00,0.92
Q9CQV4,-0.1687,No,0.85,0.18
Q9CQV5,0.05566,No,1.00,0.66
Q9CQV6,0.2071,No,0.65,0.10
Q9CQV7,0.1183,No,1.00,0.35
Q9CQV8,0.1875,No,0.76,0.14
Q9CQW1,0.09192,No,1.00,0.47
Q9CQW2,0.0945,No,1.00,0.46
Q9CQW9,-0.1459,No,0.94,0.25
Q9CQX2,0.1599,No,0.88,0.21
Q9CQX4,0.05191,No,1.00,0.68
Q9CQX5,-0.02204,No,1.00,0.86
Q9CQX8,-0.0004844,No,1.00,1.00
Q9CQY1,-0.01858,No,1.00,0.88
Q9CQY2,-0.08021,No,1.00,0.53
Q9CQY5,-0.06032,No,1.00,0.63
Q9CQY6,0.1924,No,0.73,0.13
Q9CQZ0,-0.1212,No,1.00,0.34
Q9CQZ1,-0.103,No,1.00,0.42
Q9CQZ5,-0.04801,No,1.00,0.70
Q9CQZ6,0.1414,No,0.95,0.26
Q9CR00,0.03227,No,1.00,0.80
Q9CR08,-0.06884,No,1.00,0.59
Q9CR09,0.1868,No,0.76,0.14
Q9CR10,-0.1209,No,1.00,0.34
Q9CR11,-0.08913,No,1.00,0.48
Q9CR13,-0.1278,No,1.00,0.31
Q9CR16,0.1312,No,0.99,0.30
Q9CR20,0.1091,No,1.00,0.39
Q9CR21,0.08036,No,1.00,0.53
Q9CR23,-0.4376,Yes,0.02,0.00
Q9CR24,-0.03749,No,1.00,0.77
Q9CR25,-0.3976,Yes,0.04,0.00
Q9CR26,0.0657,No,1.00,0.60
Q9CR29,-0.1178,No,1.00,0.35
Q9CR37,-0.1726,No,0.83,0.17
Q9CR39,0.3685,No,0.07,0.00
Q9CR47,-0.1466,No,0.93,0.25
Q9CR48,-0.04032,No,1.00,0.75
Q9CR50,-0.09882,No,1.00,0.44
Q9CR51,0.02338,No,1.00,0.85
Q9CR56,0.03269,No,1.00,0.80
Q9CR57,-0.0187,No,1.00,0.88
Q9CR58,-0.06146,No,1.00,0.63
Q9CR59,0.03582,No,1.00,0.78
Q9CR60,0.03639,No,1.00,0.77
Q9CR61,0.1061,No,1.00,0.40
Q9CR62,-0.05372,No,1.00,0.67
Q9CR63,-0.01015,No,1.00,0.94
Q9CR64,0.02224,No,1.00,0.86
Q9CR67,0.04568,No,1.00,0.72
Q9CR68,-0.1222,No,1.00,0.33
Q9CR70,-0.1217,No,1.00,0.34
Q9CR80,-0.1778,No,0.80,0.16
Q9CR86,-1.317,Yes,0.00,0.00
Q9CR88,0.1796,No,0.79,0.16
Q9CR89,-0.01153,No,1.00,0.93
Q9CR95,-0.1041,No,1.00,0.41
Q9CR98,0.07024,No,1.00,0.58
Q9CRA5,0.1083,No,1.00,0.39
Q9CRA7,-0.00412,No,1.00,0.97
Q9CRA8,-0.06299,No,1.00,0.62
Q9CRA9,-0.04588,No,1.00,0.72
Q9CRB2,-0.2251,No,0.55,0.08
Q9CRB9,0.003446,No,1.00,0.98
Q9CRC0,0.06987,No,1.00,0.58
Q9CRC3,-0.1035,No,1.00,0.41
Q9CRC6,0.001356,No,1.00,0.99
Q9CRC8,0.09481,No,1.00,0.45
Q9CRC9,-0.2178,No,0.59,0.09
Q9CRD0,0.0647,No,1.00,0.61
Q9CRD2,-0.04703,No,1.00,0.71
Q9CRG1,0.2586,No,0.39,0.04
Q9CRT8,0.06025,No,1.00,0.63
Q9CRW3,-0.04096,No,1.00,0.75
Q9CRY7,0.007603,No,1.00,0.95
Q9CS00,0.01918,No,1.00,0.88
Q9CS42,0.07164,No,1.00,0.57
Q9CS74,-0.1448,No,0.94,0.25
Q9CSB4,-0.3104,No,0.19,0.01
Q9CSH3,-0.2388,No,0.47,0.06
Q9CSN1,-0.08985,No,1.00,0.48
Q9CSP9,-0.3075,No,0.20,0.02
Q9CSU0,0.03499,No,1.00,0.78
Q9CSV6,-0.09493,No,1.00,0.45
Q9CT10,0.1116,No,1.00,0.38
Q9CTH6,-0.3496,No,0.10,0.01
Q9CTN5,0.06039,No,1.00,0.63
Q9CTY5,-0.02921,No,1.00,0.82
Q9CU62,-0.2162,No,0.60,0.09
Q9CU65,0.1166,No,1.00,0.36
Q9CUB6,-0.1391,No,0.96,0.27
Q9CUS9,-0.02018,No,1.00,0.87
Q9CUX1,-0.09459,No,1.00,0.46
Q9CV28,-0.08611,No,1.00,0.50
Q9CVB6,0.1224,No,1.00,0.33
Q9CVD2,0.01061,No,1.00,0.93
Q9CVI2,0.06224,No,1.00,0.62
Q9CW03,-0.09563,No,1.00,0.45
Q9CW46,0.07358,No,1.00,0.56
Q9CW79,0.07672,No,1.00,0.54
Q9CWD8,0.1229,No,1.00,0.33
Q9CWE0,0.0471,No,1.00,0.71
Q9CWF2,0.2583,No,0.39,0.04
Q9CWG8,0.1196,No,1.00,0.35
Q9CWG9,0.01136,No,1.00,0.93
Q9CWI3,-0.1656,No,0.86,0.19
Q9CWJ3,0.02266,No,1.00,0.86
Q9CWJ9,0.04947,No,1.00,0.70
Q9CWK3,0.09856,No,1.00,0.44
Q9CWK8,-0.01221,No,1.00,0.92
Q9CWL2,-0.0505,No,1.00,0.69
Q9CWL8,0.1534,No,0.90,0.23
Q9CWM4,0.197,No,0.70,0.12
Q9CWN7,-0.09111,No,1.00,0.47
Q9CWP6,-0.00397,No,1.00,0.98
Q9CWQ0,0.185,No,0.77,0.14
Q9CWR0,-0.08126,No,1.00,0.52
Q9CWR1,-0.0528,No,1.00,0.68
Q9CWR7,0.1079,No,1.00,0.39
Q9CWS0,-0.05588,No,1.00,0.66
Q9CWS1,0.1296,No,0.99,0.31
Q9CWS4,0.01619,No,1.00,0.90
Q9CWT3,0.02392,No,1.00,0.85
Q9CWT6,0.1036,No,1.00,0.41
Q9CWU2,-0.01465,No,1.00,0.91
Q9CWU4,0.2349,No,0.49,0.06
Q9CWU6,-0.05753,No,1.00,0.65
Q9CWU9,0.03116,No,1.00,0.81
Q9CWV0,0.02388,No,1.00,0.85
Q9CWV6,0.07803,No,1.00,0.54
Q9CWW6,0.03783,No,1.00,0.77
Q9CWW7,-0.09104,No,1.00,0.47
Q9CWX2,0.07971,No,1.00,0.53
Q9CWX9,-0.6241,Yes,0.00,0.00
Q9CWY3,0.2242,No,0.55,0.08
Q9CWY4,0.02683,No,1.00,0.83
Q9CWY8,0.1116,No,1.00,0.38
Q9CWY9,0.0122,No,1.00,0.92
Q9CWZ3,0.08482,No,1.00,0.50
Q9CWZ7,-0.009864,No,1.00,0.94
Q9CX00,0.0283,No,1.00,0.82
Q9CX13,-0.0278,No,1.00,0.83
Q9CX30,0.08749,No,1.00,0.49
Q9CX34,0.1312,No,0.99,0.30
Q9CX53,0.05214,No,1.00,0.68
Q9CX56,0.06739,No,1.00,0.59
Q9CX60,-0.06937,No,1.00,0.58
Q9CX80,0.08994,No,1.00,0.48
Q9CX83,-0.1217,No,1.00,0.34
Q9CX86,-0.0796,No,1.00,0.53
Q9CX97,0.009333,No,1.00,0.94
Q9CXA2,-0.07578,No,1.00,0.55
Q9CXC3,0.02738,No,1.00,0.83
Q9CXD6,-0.04217,No,1.00,0.74
Q9CXE7,0.0599,No,1.00,0.64
Q9CXF4,0.06072,No,1.00,0.63
Q9CXF7,-0.05483,No,1.00,0.67
Q9CXG3,-0.0696,No,1.00,0.58
Q9CXI0,-0.01397,No,1.00,0.91
Q9CXI5,0.207,No,0.65,0.10
Q9CXJ1,0.05651,No,1.00,0.66
Q9CXJ4,0.004454,No,1.00,0.97
Q9CXK8,0.1671,No,0.85,0.19
Q9CXK9,-0.06022,No,1.00,0.63
Q9CXL1,0.226,No,0.54,0.07
Q9CXL3,-0.2356,No,0.49,0.06
Q9CXP8,0.3209,No,0.16,0.01
Q9CXR1,-0.05994,No,1.00,0.64
Q9CXS4,-0.2784,No,0.31,0.03
Q9CXT8,0.02197,No,1.00,0.86
Q9CXU1,0.01079,No,1.00,0.93
Q9CXV9,-0.0235,No,1.00,0.85
Q9CXW2,0.1751,No,0.82,0.17
Q9CXW3,0.1835,No,0.78,0.15
Q9CXW4,-0.01144,No,1.00,0.93
Q9CXY6,0.06754,No,1.00,0.59
Q9CXY9,-0.03608,No,1.00,0.78
Q9CXZ1,0.1678,No,0.85,0.19
Q9CY00,-0.06519,No,1.00,0.61
Q9CY16,0.07899,No,1.00,0.53
Q9CY18,0.2086,No,0.64,0.10
Q9CY21,-0.2512,No,0.42,0.05
Q9CY27,0.03796,No,1.00,0.76
Q9CY28,0.1157,No,1.00,0.36
Q9CY34,0.03745,No,1.00,0.77
Q9CY45,-0.07471,No,1.00,0.56
Q9CY50,0.04845,No,1.00,0.70
Q9CY57,-0.08903,No,1.00,0.48
Q9CY58,-0.4308,Yes,0.02,0.00
Q9CY62,0.2311,No,0.51,0.07
Q9CY64,0.02844,No,1.00,0.82
Q9CY66,-0.1467,No,0.93,0.25
Q9CY73,-0.0735,No,1.00,0.56
Q9CY94,0.1266,No,1.00,0.32
Q9CY97,-0.01782,No,1.00,0.89
Q9CYA0,0.2843,No,0.29,0.02
Q9CYA6,-0.1704,No,0.84,0.18
Q9CYC3,-0.1819,No,0.78,0.15
Q9CYC6,0.002342,No,1.00,0.99
Q9CYD3,0.1527,No,0.90,0.23
Q9CYF5,-0.03241,No,1.00,0.80
Q9CYG7,0.02428,No,1.00,0.85
Q9CYH2,-0.1898,No,0.75,0.13
Q9CYH6,-0.1807,No,0.79,0.15
Q9CYI0,0.03035,No,1.00,0.81
Q9CYI4,-0.009128,No,1.00,0.94
Q9CYK1,-0.06813,No,1.00,0.59
Q9CYL5,-0.2119,No,0.62,0.09
Q9CYN2,-0.05879,No,1.00,0.64
Q9CYN9,-0.1554,No,0.90,0.22
Q9CYR0,0.04857,No,1.00,0.70
Q9CYR6,0.02254,No,1.00,0.86
Q9CYT6,0.13,No,0.99,0.30
Q9CYU6,0.1305,No,0.99,0.30
Q9CYV5,-0.07245,No,1.00,0.57
Q9CYW4,0.09665,No,1.00,0.45
Q9CYX7,-0.1172,No,1.00,0.36
Q9CYZ2,-0.09077,No,1.00,0.47
Q9CYZ6,0.4465,Yes,0.01,0.00
Q9CYZ8,-1.114,Yes,0.00,0.00
Q9CZ04,0.06406,No,1.00,0.61
Q9CZ09,-0.02121,No,1.00,0.87
Q9CZ13,0.02606,No,1.00,0.84
Q9CZ15,0.3246,No,0.15,0.01
Q9CZ28,0.05112,No,1.00,0.69
Q9CZ30,-0.03534,No,1.00,0.78
Q9CZ42,-0.06338,No,1.00,0.62
Q9CZ52,-0.0652,No,1.00,0.61
Q9CZ57,0.006921,No,1.00,0.96
Q9CZ62,-0.1022,No,1.00,0.42
Q9CZ69,0.02121,No,1.00,0.87
Q9CZ82,0.0796,No,1.00,0.53
Q9CZ83,-0.9817,Yes,0.00,0.00
Q9CZ91,-0.2129,No,0.62,0.09
Q9CZ92,0.1424,No,0.94,0.26
Q9CZ96,-0.237,No,0.48,0.06
Q9CZA6,-0.0482,No,1.00,0.70
Q9CZB0,0.2354,No,0.49,0.06
Q9CZB3,-0.2017,No,0.68,0.11
Q9CZB6,-0.0706,No,1.00,0.58
Q9CZC8,-0.1,No,1.00,0.43
Q9CZD3,0.02899,No,1.00,0.82
Q9CZD5,-0.04459,No,1.00,0.72
Q9CZE3,0.1797,No,0.79,0.16
Q9CZG3,0.08107,No,1.00,0.52
Q9CZG9,-0.05409,No,1.00,0.67
Q9CZH3,0.0666,No,1.00,0.60
Q9CZH7,-0.008755,No,1.00,0.94
Q9CZI9,0.06592,No,1.00,0.60
Q9CZJ1,-0.4492,Yes,0.01,0.00
Q9CZJ2,-0.1602,No,0.88,0.21
Q9CZK6,-0.1243,No,1.00,0.33
Q9CZL2,-0.1983,No,0.70,0.12
Q9CZL5,-0.08985,No,1.00,0.48
Q9CZM2,0.2211,No,0.57,0.08
Q9CZN7,0.125,No,1.00,0.32
Q9CZN8,0.07179,No,1.00,0.57
Q9CZP5,0.07091,No,1.00,0.58
Q9CZP7,-0.09016,No,1.00,0.48
Q9CZQ6,-0.07569,No,1.00,0.55
Q9CZR2,0.2117,No,0.62,0.09
Q9CZR3,0.04814,No,1.00,0.70
Q9CZR8,-0.0005504,No,1.00,1.00
Q9CZS1,-0.08003,No,1.00,0.53
Q9CZT4,-0.02005,No,1.00,0.87
Q9CZT5,-0.01013,No,1.00,0.94
Q9CZT6,0.1681,No,0.85,0.18
Q9CZT8,-0.01615,No,1.00,0.90
Q9CZU3,0.05258,No,1.00,0.68
Q9CZU6,0.1309,No,0.99,0.30
Q9CZV5,-0.02574,No,1.00,0.84
Q9CZV8,-0.1916,No,0.74,0.13
Q9CZW4,-0.055,No,1.00,0.66
Q9CZW5,-0.02638,No,1.00,0.84
Q9CZX0,0.01316,No,1.00,0.92
Q9CZX5,0.1036,No,1.00,0.41
Q9CZX7,0.02761,No,1.00,0.83
Q9CZX8,-0.06425,No,1.00,0.61
Q9CZX9,0.1807,No,0.79,0.15
Q9CZY2,-0.2878,No,0.28,0.02
Q9CZY3,0.008133,No,1.00,0.95
Q9D009,0.02285,No,1.00,0.86
Q9D020,0.05299,No,1.00,0.68
Q9D023,0.22,No,0.58,0.08
Q9D024,0.007853,No,1.00,0.95
Q9D032,-0.03894,No,1.00,0.76
Q9D051,0.05677,No,1.00,0.65
Q9D061,0.05768,No,1.00,0.65
Q9D067,-0.1551,No,0.90,0.22
Q9D071,-0.00938,No,1.00,0.94
