uniprot,Mean Diff.,Discovery?,q value,Individual P Value
O89113,0.2072,No,0.35,0.07
O89116,0.08897,No,0.82,0.44
P00158,-0.1034,No,0.78,0.37
P00375,0.09221,No,0.81,0.42
P00397,-0.1858,No,0.44,0.11
P00405,-0.09645,No,0.80,0.40
P00416,-0.1066,No,0.76,0.35
P00493,0.1009,No,0.78,0.38
P00520,-0.1739,No,0.49,0.13
P01027,-0.499,Yes,0.00,0.00
P01029,-0.8424,Yes,0.00,0.00
P01132,0.07186,No,0.86,0.53
P01139,-0.804,Yes,0.00,0.00
P01831,0.03336,No,0.92,0.77
P01887,-0.2251,No,0.28,0.05
P01899,-0.2524,No,0.19,0.03
P01901,-0.03457,No,0.92,0.76
P02340,-0.3891,Yes,0.01,0.00
P02463,0.0675,No,0.88,0.56
P02468,-0.07132,No,0.86,0.54
P02469,0.004866,No,0.96,0.97
P02802,-0.3681,Yes,0.02,0.00
P03888,-0.1648,No,0.53,0.15
P03899,-0.1967,No,0.39,0.09
P03911,-0.1442,No,0.62,0.21
P03921,0.1362,No,0.65,0.24
P03930,0.0205,No,0.94,0.86
P03958,-0.07151,No,0.86,0.53
P03995,0.6721,Yes,0.00,0.00
P04117,0.3285,No,0.05,0.00
P04202,-0.1194,No,0.72,0.30
P04627,0.005377,No,0.96,0.96
P04918,-0.004074,No,0.96,0.97
P04925,-0.2276,No,0.27,0.05
P05017,-0.06504,No,0.88,0.57
P05063,-0.5184,Yes,0.00,0.00
P05064,0.03966,No,0.92,0.73
P05132,-0.0001496,No,0.97,1.00
P05201,-0.0001985,No,0.97,1.00
P05202,0.05515,No,0.90,0.63
P05213,0.137,No,0.65,0.23
P05480,0.000156,No,0.97,1.00
P05622,-0.2141,No,0.32,0.06
P05627,0.04807,No,0.91,0.68
P06151,0.08969,No,0.82,0.44
P06339,-0.4333,Yes,0.00,0.00
P06537,-0.1369,No,0.65,0.23
P06745,0.06548,No,0.88,0.57
P06795,0.1143,No,0.74,0.32
P06797,-0.2449,No,0.21,0.03
P06798,-0.1427,No,0.62,0.22
P06801,0.09922,No,0.79,0.39
P06802,0.02146,No,0.94,0.85
P06869,-0.2125,No,0.33,0.07
P06909,-0.3684,Yes,0.02,0.00
P07091,0.2249,No,0.28,0.05
P07141,-0.03646,No,0.92,0.75
P07214,-0.1193,No,0.72,0.30
P07356,0.01204,No,0.95,0.92
P07607,0.3527,Yes,0.03,0.00
P07742,0.1269,No,0.69,0.27
P07901,0.1986,No,0.38,0.08
P07903,0.2672,No,0.15,0.02
P08003,-0.08461,No,0.83,0.46
P08030,0.1669,No,0.52,0.15
P08032,0.1135,No,0.74,0.32
P08071,0.1588,No,0.55,0.17
P08074,0.03715,No,0.92,0.75
P08113,0.01653,No,0.94,0.89
P08121,0.02056,No,0.94,0.86
P08122,-0.09019,No,0.81,0.43
P08207,-0.0496,No,0.91,0.67
P08226,-0.3258,No,0.05,0.00
P08228,0.00736,No,0.96,0.95
P08249,0.03497,No,0.92,0.76
P08556,-0.06469,No,0.88,0.57
P08752,-0.1134,No,0.74,0.32
P08775,-0.02311,No,0.94,0.84
P09021,-0.1244,No,0.70,0.28
P09024,-0.6706,Yes,0.00,0.00
P09055,0.003798,No,0.96,0.97
P09103,0.08969,No,0.82,0.44
P09242,-0.3147,No,0.07,0.01
P09405,0.1407,No,0.63,0.22
P09411,0.08505,No,0.83,0.46
P09450,0.08532,No,0.83,0.46
P09528,-0.186,No,0.43,0.11
P09535,-0.2686,No,0.15,0.02
P09542,0.2675,No,0.15,0.02
P09602,-0.8309,Yes,0.00,0.00
P09671,0.008869,No,0.96,0.94
P09803,-0.05731,No,0.89,0.62
P09925,-0.1141,No,0.74,0.32
P09926,0.05545,No,0.90,0.63
P0C090,0.03893,No,0.92,0.74
P0C0A3,-0.07785,No,0.85,0.50
Q3THW5,-0.2364,No,0.24,0.04
P0C605,-0.127,No,0.69,0.27
P0C7T6,-0.167,No,0.52,0.15
P0C872,-0.02054,No,0.94,0.86
P0C8B4,-0.1103,No,0.75,0.34
P0CB42,0.1771,No,0.47,0.12
P0CG14,0.1316,No,0.67,0.25
P0DN34,0.213,No,0.32,0.06
P0DN91,-0.1512,No,0.59,0.19
P0DOV1,-0.07273,No,0.86,0.53
P0DOV2,-0.1645,No,0.53,0.15
P0DP28,0.01486,No,0.95,0.90
P0DPE0,0.4454,Yes,0.00,0.00
P10107,-0.001994,No,0.96,0.99
P10126,0.06483,No,0.88,0.57
P10148,-0.02589,No,0.94,0.82
P10284,-0.2693,No,0.15,0.02
P10287,0.08097,No,0.84,0.48
P10404,0.02626,No,0.94,0.82
P10493,-0.176,No,0.48,0.13
P10518,-0.123,No,0.71,0.29
P10605,-0.2304,No,0.26,0.05
P10630,-0.14,No,0.63,0.22
P10639,0.1421,No,0.63,0.22
P10649,-0.06861,No,0.87,0.55
P10711,0.1092,No,0.76,0.34
P10810,-0.3245,No,0.05,0.00
P10833,-0.1144,No,0.74,0.32
Q8CGP1,-0.1253,No,0.70,0.28
P10922,-0.3761,Yes,0.02,0.00
P11031,0.01055,No,0.95,0.93
P11087,0.1942,No,0.40,0.09
P11103,-0.5451,Yes,0.00,0.00
P11152,-0.4029,Yes,0.01,0.00
P11157,1.202,Yes,0.00,0.00
P11214,-0.1672,No,0.52,0.15
P11276,-0.2835,No,0.12,0.01
P11352,-0.1004,No,0.78,0.38
P11438,-0.1488,No,0.60,0.20
P11440,0.4462,Yes,0.00,0.00
P11499,0.2744,No,0.14,0.02
P11531,-0.189,No,0.42,0.10
P11609,-0.2066,No,0.35,0.07
P11688,0.0924,No,0.81,0.42
P11881,-0.1757,No,0.48,0.13
P11928,-0.3566,Yes,0.03,0.00
P11930,0.0376,No,0.92,0.74
P11983,0.1466,No,0.61,0.20
P12023,-0.1521,No,0.59,0.19
P12032,0.3203,No,0.06,0.01
P12265,-0.1511,No,0.59,0.19
P12367,0.1379,No,0.64,0.23
P12382,0.0005184,No,0.96,1.00
P12399,-0.2369,No,0.24,0.04
P12787,0.03703,No,0.92,0.75
P12815,0.02512,No,0.94,0.83
P12970,0.5701,Yes,0.00,0.00
P13020,-0.0767,No,0.85,0.51
P13405,-0.3511,Yes,0.03,0.00
P13439,0.1604,No,0.55,0.16
P13504,-0.09155,No,0.81,0.43
P13516,-0.1803,No,0.46,0.12
P13595,0.205,No,0.36,0.08
P13597,-0.1784,No,0.47,0.12
P13705,-0.1714,No,0.50,0.14
P13808,-0.06697,No,0.88,0.56
P13864,-1.409,Yes,0.00,0.00
P14069,-0.05951,No,0.89,0.61
P14094,-0.1122,No,0.75,0.33
P14115,0.1582,No,0.56,0.17
P14131,0.05587,No,0.90,0.63
P14148,0.5991,Yes,0.00,0.00
P14152,-0.03168,No,0.92,0.78
P14206,0.1333,No,0.67,0.25
P14211,0.1276,No,0.69,0.27
P14404,-0.4862,Yes,0.00,0.00
P14576,-0.01017,No,0.95,0.93
P14602,-0.03863,No,0.92,0.74
P14685,-0.02642,No,0.94,0.82
P14733,-0.001349,No,0.96,0.99
P14824,-0.01789,No,0.94,0.88
P14869,0.03996,No,0.92,0.73
P14873,-0.184,No,0.44,0.11
P14901,-0.131,No,0.67,0.26
P15066,-0.2792,No,0.13,0.02
P15105,0.2111,No,0.33,0.07
P15116,0.05458,No,0.90,0.64
P15208,-0.2122,No,0.33,0.07
P15261,-0.03799,No,0.92,0.74
P15306,-0.09431,No,0.80,0.41
P15307,0.1183,No,0.72,0.30
P15379,0.175,No,0.48,0.13
P15532,0.2605,No,0.17,0.02
P15626,-0.008844,No,0.96,0.94
P15655,-0.1332,No,0.67,0.25
P15806,0.2241,No,0.28,0.05
P15864,0.07044,No,0.86,0.54
P15920,0.02987,No,0.93,0.80
P15975,-0.123,No,0.71,0.29
P16045,-0.08175,No,0.84,0.48
P16054,-0.2414,No,0.23,0.04
P16056,-0.04883,No,0.91,0.67
P16092,-0.149,No,0.60,0.20
P16110,0.3972,Yes,0.01,0.00
P16125,-0.1018,No,0.78,0.38
P16254,0.003108,No,0.96,0.98
P16330,-0.1417,No,0.63,0.22
P16332,-0.02944,No,0.93,0.80
P16460,0.04681,No,0.91,0.68
P16546,0.003257,No,0.96,0.98
P16627,-1.439,Yes,0.00,0.00
P16675,-0.2488,No,0.20,0.03
P16858,0.06177,No,0.89,0.59
P16879,-0.4629,Yes,0.00,0.00
P16882,-0.2719,No,0.14,0.02
P17012,-0.06772,No,0.87,0.56
P17047,-0.1988,No,0.38,0.08
P17095,-0.2147,No,0.32,0.06
P17125,-0.255,No,0.18,0.03
P17141,-1.84,Yes,0.00,0.00
P17156,-0.09986,No,0.79,0.39
P17182,0.1848,No,0.44,0.11
P17183,-0.3174,No,0.06,0.01
P17225,-0.04606,No,0.91,0.69
P17426,-0.06115,No,0.89,0.60
P17427,0.009205,No,0.95,0.94
P17439,-0.07671,No,0.85,0.51
Q63836,-0.1769,No,0.47,0.12
P17665,-0.03518,No,0.92,0.76
P17710,-0.0819,No,0.84,0.48
P17742,0.1285,No,0.68,0.26
P17751,0.03662,No,0.92,0.75
P17809,0.1059,No,0.77,0.36
P17879,-0.05872,No,0.89,0.61
P17918,0.3751,Yes,0.02,0.00
P18052,-0.1661,No,0.52,0.15
P18155,0.3636,Yes,0.02,0.00
P18242,-0.1306,No,0.67,0.26
P18406,-0.08301,No,0.84,0.47
P18572,-0.1845,No,0.44,0.11
P18581,-0.2751,No,0.14,0.02
P18653,-0.05508,No,0.90,0.63
P18654,-0.08976,No,0.82,0.44
P18760,0.1617,No,0.54,0.16
P18826,0.1136,No,0.74,0.32
P18828,0.1284,No,0.68,0.26
P18872,-0.1041,No,0.77,0.37
P18911,-0.263,No,0.16,0.02
P19096,0.0613,No,0.89,0.59
P19157,0.01283,No,0.95,0.91
P19182,0.1331,No,0.67,0.25
P19253,0.1531,No,0.58,0.18
P19258,-0.1324,No,0.67,0.25
P19324,0.05675,No,0.89,0.62
P19426,-0.06561,No,0.88,0.57
P19536,0.06086,No,0.89,0.60
P19783,0.000006525,No,0.97,>0.9999
P19788,-0.3356,Yes,0.04,0.00
P19973,-0.1943,No,0.40,0.09
P20029,0.1142,No,0.74,0.32
P20033,-0.1031,No,0.78,0.37
P20060,-0.2403,No,0.23,0.04
P20065,-0.2433,No,0.22,0.03
P20067,0.2009,No,0.37,0.08
P20108,-0.05639,No,0.90,0.62
P20152,0.0602,No,0.89,0.60
P20352,0.1274,No,0.69,0.27
P20357,-0.2237,No,0.28,0.05
P20444,0.1517,No,0.59,0.19
P20664,0.2468,No,0.21,0.03
P20826,-0.352,Yes,0.03,0.00
P21107,0.08172,No,0.84,0.48
P21126,0.174,No,0.49,0.13
P21237,-0.02929,No,0.93,0.80
P21271,-0.04562,No,0.91,0.69
P21275,-0.3273,No,0.05,0.00
P21278,-0.0671,No,0.88,0.56
P21279,-0.06303,No,0.89,0.58
P21300,-0.0676,No,0.87,0.56
P21460,-0.2096,No,0.34,0.07
P21550,0.08851,No,0.82,0.44
P21619,-0.0418,No,0.92,0.72
P21956,-0.3268,No,0.05,0.00
P21958,-0.3062,No,0.08,0.01
P21981,-0.2522,No,0.19,0.03
P21995,-0.3268,No,0.05,0.00
P22315,-0.1391,No,0.64,0.23
P22366,0.09419,No,0.80,0.41
P22437,-0.08997,No,0.82,0.43
P22561,-0.2777,No,0.13,0.02
P22682,0.1611,No,0.54,0.16
P22725,-0.09378,No,0.80,0.42
P22777,0.4173,Yes,0.01,0.00
P22892,-0.03296,No,0.92,0.77
P22907,0.1059,No,0.77,0.36
P23116,0.1237,No,0.70,0.28
P23188,-0.05464,No,0.90,0.64
P23198,0.1712,No,0.50,0.14
P23242,0.1149,No,0.74,0.32
P23249,-0.4623,Yes,0.00,0.00
P23336,0.03735,No,0.92,0.75
P23475,-0.1659,No,0.52,0.15
P23492,-0.1832,No,0.45,0.11
P23506,-0.04491,No,0.91,0.70
P23591,0.1163,No,0.73,0.31
P23780,-0.2817,No,0.12,0.01
P23927,0.1211,No,0.71,0.29
P23949,0.2705,No,0.15,0.02
P23950,0.05549,No,0.90,0.63
P24270,0.07142,No,0.86,0.54
P24288,0.3992,Yes,0.01,0.00
P24369,-0.005478,No,0.96,0.96
P24452,-0.0648,No,0.88,0.57
P24457,-0.3009,No,0.09,0.01
P24472,0.06887,No,0.87,0.55
P24527,-0.01951,No,0.94,0.87
P24547,0.3585,Yes,0.03,0.00
P24549,-0.09097,No,0.81,0.43
P24638,-0.1153,No,0.73,0.32
P24668,0.1242,No,0.70,0.28
P24788,0.1217,No,0.71,0.29
P25118,-0.02121,No,0.94,0.85
P25119,0.02985,No,0.93,0.80
P25206,0.2155,No,0.31,0.06
P25233,-0.2685,No,0.15,0.02
P25322,0.368,Yes,0.02,0.00
P25425,-0.002574,No,0.96,0.98
P25444,-0.02916,No,0.93,0.80
P25446,-0.09037,No,0.81,0.43
P25785,-0.2358,No,0.24,0.04
P25799,0.08385,No,0.84,0.47
P25911,0.06051,No,0.89,0.60
P25916,-0.09343,No,0.80,0.42
P25976,0.05437,No,0.90,0.64
P26039,0.1408,No,0.63,0.22
P26040,0.05547,No,0.90,0.63
P26041,0.07373,No,0.86,0.52
P26043,-0.02507,No,0.94,0.83
P26049,-0.5217,Yes,0.00,0.00
P26187,0.04018,No,0.92,0.73
P26231,-0.0731,No,0.86,0.53
P26350,-0.1345,No,0.66,0.24
P26369,-0.1039,No,0.77,0.37
P26443,0.1091,No,0.76,0.34
P26450,-0.0123,No,0.95,0.92
P26516,-0.1422,No,0.63,0.22
P26618,-0.4539,Yes,0.00,0.00
P26638,0.02779,No,0.93,0.81
P26645,0.1983,No,0.38,0.09
P26883,0.05526,No,0.90,0.63
P27046,-0.1039,No,0.77,0.37
P27048,-0.00275,No,0.96,0.98
P27090,-0.1801,No,0.46,0.12
P27546,0.3241,No,0.05,0.00
P27600,-0.1307,No,0.67,0.26
P27601,-0.03858,No,0.92,0.74
P27612,0.0242,No,0.94,0.83
P27641,0.003493,No,0.96,0.98
P27659,0.2092,No,0.34,0.07
P27661,-0.08989,No,0.82,0.43
P27773,0.0218,No,0.94,0.85
P27790,-0.03805,No,0.92,0.74
P27808,-0.02164,No,0.94,0.85
P28028,-0.2585,No,0.17,0.02
P28033,-0.2609,No,0.17,0.02
P28063,-0.1302,No,0.68,0.26
P28271,-0.0006632,No,0.96,1.00
P28301,-0.01336,No,0.95,0.91
P28352,0.01331,No,0.95,0.91
P28474,0.009802,No,0.95,0.93
P28481,0.01642,No,0.94,0.89
P28571,-0.0466,No,0.91,0.69
P28653,-0.02699,No,0.93,0.81
P28654,-0.5347,Yes,0.00,0.00
P28656,0.1915,No,0.41,0.10
P28658,0.1077,No,0.76,0.35
P28659,0.02401,No,0.94,0.83
P28660,-0.07686,No,0.85,0.50
P28661,-0.3839,Yes,0.01,0.00
P28667,0.03758,No,0.92,0.74
P28700,-0.1084,No,0.76,0.35
P28704,-0.0543,No,0.90,0.64
P28740,-0.2682,No,0.15,0.02
P28741,-0.04974,No,0.91,0.67
P28798,-0.2938,No,0.10,0.01
P28828,-0.08594,No,0.83,0.46
P28862,-0.2008,No,0.37,0.08
P28867,-0.02508,No,0.94,0.83
P29037,-0.1366,No,0.65,0.24
P29268,-0.09271,No,0.81,0.42
P29341,0.0737,No,0.86,0.52
P29387,-0.04739,No,0.91,0.68
P29391,-0.1909,No,0.41,0.10
P29416,-0.3003,No,0.09,0.01
P29533,0.1373,No,0.65,0.23
P29594,0.228,No,0.27,0.05
P29595,0.03124,No,0.93,0.79
P29758,-0.06955,No,0.87,0.55
P30051,-0.3708,Yes,0.02,0.00
P30115,-0.06006,No,0.89,0.60
P30280,0.2754,No,0.14,0.02
P30282,0.1613,No,0.54,0.16
P30285,0.218,No,0.30,0.06
P30412,-0.08897,No,0.82,0.44
P30415,-0.07157,No,0.86,0.53
P30416,0.182,No,0.45,0.11
P30558,-0.06155,No,0.89,0.59
P30561,-0.03453,No,0.92,0.76
P30681,-0.05798,No,0.89,0.61
P31230,0.04798,No,0.91,0.68
P31266,-0.06155,No,0.89,0.59
P31324,0.07281,No,0.86,0.53
P31428,-0.3473,Yes,0.03,0.00
P31650,0.1003,No,0.78,0.38
P31750,0.06595,No,0.88,0.57
P31786,-0.1268,No,0.69,0.27
P31938,0.05085,No,0.90,0.66
P32020,-0.072,No,0.86,0.53
P32067,-0.1111,No,0.75,0.33
P32233,0.07363,No,0.86,0.52
P32261,-0.1777,No,0.47,0.12
P32507,-0.06504,No,0.88,0.57
P32883,-0.01753,No,0.94,0.88
P32921,0.07418,No,0.86,0.52
P33174,-0.2149,No,0.32,0.06
P33215,0.0702,No,0.86,0.54
P33434,-0.12,No,0.72,0.30
P33609,0.2377,No,0.24,0.04
P33610,0.3606,Yes,0.03,0.00
P33611,0.4449,Yes,0.00,0.00
P34022,0.2611,No,0.17,0.02
P34152,0.04088,No,0.92,0.72
P34884,-0.03492,No,0.92,0.76
P34914,-0.08266,No,0.84,0.47
P35123,0.05335,No,0.90,0.64
P35235,0.05916,No,0.89,0.61
P35276,-0.01313,No,0.95,0.91
P35278,-0.0003547,No,0.96,1.00
P35279,0.02319,No,0.94,0.84
P35282,0.0177,No,0.94,0.88
P35283,-0.1019,No,0.78,0.38
P35285,-0.08967,No,0.82,0.44
P35288,0.02266,No,0.94,0.84
P35290,0.04509,No,0.91,0.70
P35293,0.05487,No,0.90,0.63
P35295,-0.04791,No,0.91,0.68
P35441,-0.09251,No,0.81,0.42
P35456,0.1705,No,0.50,0.14
P35486,-0.05609,No,0.90,0.63
P35505,-0.1245,No,0.70,0.28
P35550,-0.007063,No,0.96,0.95
P35564,-0.04581,No,0.91,0.69
P35569,0.1393,No,0.64,0.23
P35583,0.2501,No,0.20,0.03
P35585,-0.02404,No,0.94,0.83
P35601,-0.1869,No,0.43,0.10
P35689,0.1396,No,0.64,0.23
P35700,0.08339,No,0.84,0.47
P35710,0.0242,No,0.94,0.83
P35762,-0.234,No,0.25,0.04
P35802,-0.6811,Yes,0.00,0.00
P35821,-0.02483,No,0.94,0.83
P35822,-0.1171,No,0.73,0.31
P35831,0.02748,No,0.93,0.81
P35846,0.1997,No,0.38,0.08
P35917,0.06659,No,0.88,0.56
P35922,-0.0609,No,0.89,0.60
P35951,0.1046,No,0.77,0.36
P35979,0.03806,No,0.92,0.74
P35980,-0.03389,No,0.92,0.77
P36371,-0.3506,Yes,0.03,0.00
P36536,0.07242,No,0.86,0.53
P36552,0.00874,No,0.96,0.94
P36895,-0.04218,No,0.91,0.71
P36916,-0.09189,No,0.81,0.42
P36993,0.07704,No,0.85,0.50
P37040,-0.02622,No,0.94,0.82
P37172,0.08134,No,0.84,0.48
P37804,0.2642,No,0.16,0.02
P37889,-0.3041,No,0.08,0.01
P37913,0.3288,No,0.05,0.00
P38060,-0.04449,No,0.91,0.70
P38532,0.01625,No,0.94,0.89
P38585,0.129,No,0.68,0.26
P38647,0.1051,No,0.77,0.36
P39053,-0.01417,No,0.95,0.90
P39054,-0.1166,No,0.73,0.31
P39061,-0.3519,Yes,0.03,0.00
P39098,-0.08319,No,0.84,0.47
P39429,-0.147,No,0.60,0.20
P39447,0.009053,No,0.95,0.94
P39688,0.1913,No,0.41,0.10
P39689,0.01927,No,0.94,0.87
P39749,0.004313,No,0.96,0.97
P39876,-0.05186,No,0.90,0.65
P40124,0.1218,No,0.71,0.29
P40142,0.05227,No,0.90,0.65
P40201,0.0516,No,0.90,0.65
P40224,-0.1694,No,0.51,0.14
P40237,-0.07973,No,0.85,0.49
P40240,-0.2181,No,0.30,0.06
P40336,-0.1076,No,0.76,0.35
P40338,-0.02257,No,0.94,0.84
P40630,-0.00992,No,0.95,0.93
P40694,-0.8967,Yes,0.00,0.00
P41105,0.05527,No,0.90,0.63
P41133,0.1905,No,0.42,0.10
P41216,-0.01199,No,0.95,0.92
P41230,-0.03302,No,0.92,0.77
P41233,-0.3197,No,0.06,0.01
P41234,-0.1122,No,0.75,0.33
P41241,-0.02055,No,0.94,0.86
P41438,0.05964,No,0.89,0.60
P41731,-0.06218,No,0.89,0.59
P41778,-0.1806,No,0.46,0.12
P42125,-0.1057,No,0.77,0.36
P42128,0.0118,No,0.95,0.92
P42208,0.02337,No,0.94,0.84
P42225,-0.204,No,0.36,0.08
P42227,0.00174,No,0.96,0.99
P42230,-0.05742,No,0.89,0.62
P42232,0.05878,No,0.89,0.61
P42337,-0.02905,No,0.93,0.80
P42567,-0.01084,No,0.95,0.93
P42669,-0.1247,No,0.70,0.28
P42703,-0.05461,No,0.90,0.64
P42859,0.0512,No,0.90,0.66
P42867,-0.2963,No,0.10,0.01
P42932,0.189,No,0.42,0.10
P43024,-0.05715,No,0.89,0.62
P43136,-0.05784,No,0.89,0.62
P43247,0.1101,No,0.75,0.34
P43274,-0.1735,No,0.49,0.13
P43275,-0.1394,No,0.64,0.23
P43276,-0.09244,No,0.81,0.42
P43406,-0.001289,No,0.96,0.99
P43883,0.6084,Yes,0.00,0.00
P45376,0.02011,No,0.94,0.86
P45377,-0.08321,No,0.84,0.47
P45481,-0.2687,No,0.15,0.02
P45591,-0.0258,No,0.94,0.82
P45700,-0.08219,No,0.84,0.48
P45878,-0.04665,No,0.91,0.69
P45952,-0.1011,No,0.78,0.38
P46061,0.1739,No,0.49,0.13
P46062,-0.01946,No,0.94,0.87
P46414,-0.06162,No,0.89,0.59
P46460,0.0589,No,0.89,0.61
P46467,0.08063,No,0.84,0.48
P46471,0.0489,No,0.91,0.67
P46638,0.0222,No,0.94,0.85
P46656,0.1091,No,0.76,0.34
P46662,-0.226,No,0.28,0.05
P46664,0.1296,No,0.68,0.26
P46735,0.0247,No,0.94,0.83
P46737,-0.009112,No,0.95,0.94
P46935,-0.01881,No,0.94,0.87
P46938,0.03457,No,0.92,0.76
P46978,-0.09809,No,0.79,0.39
P47199,-0.1224,No,0.71,0.29
P47226,0.09214,No,0.81,0.42
P47713,0.08435,No,0.83,0.46
P47738,0.0004234,No,0.96,1.00
P47739,-0.3689,Yes,0.02,0.00
P47740,-0.2043,No,0.36,0.08
P47753,0.08136,No,0.84,0.48
P47754,0.0506,No,0.91,0.66
P47757,0.04842,No,0.91,0.67
P47758,0.03749,No,0.92,0.74
P47791,0.03284,No,0.92,0.78
P47802,0.03675,No,0.92,0.75
P47809,0.09863,No,0.79,0.39
P47811,0.1244,No,0.70,0.28
P47856,0.1556,No,0.57,0.18
P47857,-0.03651,No,0.92,0.75
P47878,-0.3788,Yes,0.02,0.00
P47879,-0.04946,No,0.91,0.67
P47880,0.09487,No,0.80,0.41
P47911,0.3964,Yes,0.01,0.00
P47915,0.2123,No,0.33,0.07
P47930,-0.01174,No,0.95,0.92
P47931,-0.1383,No,0.64,0.23
P47934,-0.2895,No,0.11,0.01
P47941,0.05466,No,0.90,0.64
P47955,0.09949,No,0.79,0.39
P47962,-0.1069,No,0.76,0.35
P47963,0.3032,No,0.08,0.01
P47964,0.1407,No,0.63,0.22
P47968,0.1132,No,0.74,0.33
P48024,0.2089,No,0.34,0.07
P48036,-0.01037,No,0.95,0.93
P48193,-0.1498,No,0.59,0.19
P48301,0.05534,No,0.90,0.63
P48377,-0.1582,No,0.56,0.17
P48410,-0.1432,No,0.62,0.21
P48428,0.2618,No,0.17,0.02
P48441,-0.3728,Yes,0.02,0.00
P48453,0.09364,No,0.80,0.42
P48455,0.1193,No,0.72,0.30
P48678,0.0002666,No,0.97,1.00
P48722,0.05802,No,0.89,0.61
P48725,-0.01943,No,0.94,0.87
P48758,0.05562,No,0.90,0.63
P48759,0.2888,No,0.11,0.01
P48760,0.2401,No,0.23,0.04
P48771,-0.06682,No,0.88,0.56
P48774,-0.06836,No,0.87,0.55
P48962,0.05121,No,0.90,0.66
P48985,0.7081,Yes,0.00,0.00
P48997,0.1078,No,0.76,0.35
P49025,0.1377,No,0.64,0.23
P49070,-0.02711,No,0.93,0.81
P49117,-0.07903,No,0.85,0.49
P49135,-0.2754,No,0.14,0.02
P49138,0.04286,No,0.91,0.71
P49282,0.2232,No,0.28,0.05
P49312,0.03124,No,0.93,0.79
P49442,-0.04429,No,0.91,0.70
P49443,-0.01726,No,0.94,0.88
P49452,-1.154,Yes,0.00,0.00
P49586,0.07803,No,0.85,0.50
P49615,-0.004945,No,0.96,0.97
P49717,0.2904,No,0.11,0.01
P49718,0.1598,No,0.55,0.17
P49722,0.1322,No,0.67,0.25
P49769,0.0924,No,0.81,0.42
P49817,-0.09937,No,0.79,0.39
P49935,-0.03162,No,0.92,0.78
P49962,0.06448,No,0.88,0.58
P50096,0.3451,Yes,0.04,0.00
P50136,-0.09525,No,0.80,0.41
P50171,-0.2887,No,0.11,0.01
P50247,-0.00403,No,0.96,0.97
P50285,-0.3929,Yes,0.01,0.00
P50295,-0.01736,No,0.94,0.88
P50396,-0.01882,No,0.94,0.87
P50427,-0.1891,No,0.42,0.10
P50428,-0.2571,No,0.18,0.03
P50429,-0.2436,No,0.22,0.03
P50431,0.175,No,0.48,0.13
P50516,-0.1358,No,0.65,0.24
P50518,-0.08542,No,0.83,0.46
P50543,-0.06672,No,0.88,0.56
P50544,-0.01109,No,0.95,0.92
P50580,0.1111,No,0.75,0.33
P50608,-0.2702,No,0.15,0.02
P50636,-0.03522,No,0.92,0.76
P51125,-0.02659,No,0.93,0.82
P51141,0.02116,No,0.94,0.85
P51150,0.01141,No,0.95,0.92
P51174,-0.0908,No,0.81,0.43
P51175,-0.1179,No,0.73,0.31
P51410,-0.1622,No,0.54,0.16
P51432,-0.1333,No,0.67,0.25
P51480,-0.0509,No,0.90,0.66
P51569,-0.2775,No,0.13,0.02
P51612,-1.384,Yes,0.00,0.00
P51642,-0.1329,No,0.67,0.25
P51655,-0.1565,No,0.57,0.17
P51660,0.03716,No,0.92,0.75
P51791,0.009875,No,0.95,0.93
P51807,0.2156,No,0.31,0.06
P51829,0.03636,No,0.92,0.75
P51830,-0.1525,No,0.59,0.19
P51855,0.05209,No,0.90,0.65
P51859,-0.1162,No,0.73,0.31
P51863,-0.09115,No,0.81,0.43
P51881,0.09872,No,0.79,0.39
P51885,-0.495,Yes,0.00,0.00
P51912,0.06716,No,0.88,0.56
P51949,0.1362,No,0.65,0.24
P51954,0.007587,No,0.96,0.95
P52019,-0.2104,No,0.33,0.07
P52196,-0.1682,No,0.51,0.14
P52293,0.7144,Yes,0.00,0.00
P52332,-0.09755,No,0.79,0.40
P52431,0.2834,No,0.12,0.01
P52432,0.1717,No,0.50,0.14
P52479,0.1507,No,0.59,0.19
P52480,0.08266,No,0.84,0.47
P52482,0.212,No,0.33,0.07
P52483,0.1295,No,0.68,0.26
P52503,-0.02813,No,0.93,0.81
P52592,0.2832,No,0.12,0.01
P52623,0.09431,No,0.80,0.41
P52633,0.01342,No,0.95,0.91
P52734,0.0333,No,0.92,0.77
P52760,-0.1293,No,0.68,0.26
P52787,-0.2332,No,0.25,0.04
P52795,0.09493,No,0.80,0.41
P52800,0.3376,Yes,0.04,0.00
P52825,-0.03642,No,0.92,0.75
P52850,-0.07765,No,0.85,0.50
P52875,0.01265,No,0.95,0.91
P52912,0.0256,No,0.94,0.82
P52927,-0.2493,No,0.20,0.03
P52963,0.01061,No,0.95,0.93
P53026,-0.4127,Yes,0.01,0.00
P53349,-0.05267,No,0.90,0.65
P53351,-0.07411,No,0.86,0.52
P53395,0.000258,No,0.97,1.00
P53569,-0.03341,No,0.92,0.77
P53612,-0.07849,No,0.85,0.50
P53690,-0.247,No,0.21,0.03
P53702,0.05317,No,0.90,0.64
P53762,0.01453,No,0.95,0.90
P53798,-0.1861,No,0.43,0.11
P53810,0.07314,No,0.86,0.53
P53811,0.2192,No,0.30,0.06
P53986,-0.06039,No,0.89,0.60
P53994,0.05742,No,0.89,0.62
