"uniprot","main_gene","protein_name","V3_1","V3_2","V3_3","V3_4","V9_1","V9_2","V9_3","V9_4","V15_1","V15_2","V15_3","V15_4","V21_1","V21_2","V21_3","V21_4","I3_1","I3_2","I3_3","I3_4","I9_1","I9_2","I9_3","I9_4","I15_1","I15_2","I15_3","I15_4","I21_1","I21_2","I21_3","I21_4"
"A2A8U2","Tmem201","Transmembrane protein 201",83487.37542506,113807.258992841,98207.0363965854,121873.99415366,99568.490024691,110091.813211822,107367.411527365,117444.362031241,106194.585715336,107796.339995908,117965.122122617,131483.277617791,114487.127143598,120632.381598621,192391.830724623,105482.081761988,100326.393085857,103565.780778224,113123.747617162,110539.509960647,90935.0850305663,91140.9016652908,105973.186275995,115295.987358203,101109.66714177,97840.7217427692,98796.5117333839,98409.1888354477,126146.31032766,108464.775275481,103589.937742459,97708.677574614
"A2A8Z1","Osbpl9","Oxysterol-binding protein-related protein 9",75770.8237030356,95842.4129684855,89830.5364507294,85928.1087370703,93579.7300434022,76353.415863382,87867.7032553538,97506.3149439295,94854.9495362299,84527.5036412817,95252.1515132408,90710.8438727035,84181.4557751748,85685.0919467958,95530.1276714369,98922.596230225,82032.4045579975,66624.3784053274,75583.9898022159,73074.3735233843,68300.6364750162,75788.7980310239,70005.6366402099,82154.5525794104,79175.2619492694,74090.8767561075,73862.5027520932,70445.7388952669,64194.1137000409,74212.952964589,69121.1594554071,77399.5658725102
"A2A9T0","Tbkbp1","TANK-binding kinase 1-binding protein 1",3850.67821657336,4935.99755174814,5980.39558853442,3991.05199760733,8055.12092871966,5412.95781515519,6468.39068573034,4845.11905764518,5654.99389242963,4466.70417414647,5072.33815231461,5217.52907646664,4486.87008958312,4820.18846356967,7311.93111280911,6080.07621368557,2371.09864037701,2803.63660778603,1903.2718881431,2658.94048481016,3316.11954736026,3551.52292525309,2648.3369248504,1730.26717627299,2941.06818786994,3774.26360182092,3499.35744449344,2338.57427852776,3412.02808776836,3944.3189353197,2318.97923580979,2703.36788187818
"A2AAE1","Kiaa1109","Uncharacterized protein KIAA1109",103440.622257047,125422.030561357,117392.980074948,123490.706269222,125268.871679591,112067.587888987,108362.7519291,119348.668139952,129734.917660426,119236.719616319,122206.116977108,118284.439141646,114423.098050308,119146.347064757,125491.434331455,119192.036130269,137657.464094877,124691.362425549,87387.0000596971,130142.384825915,133090.713591051,118039.281370249,120098.437296849,59787.0890144984,119159.772968355,105257.557287076,113422.71417633,109429.194641801,108486.976272137,117673.97114924,111502.284874908,72202.525589438
"A2AAX3","Klhl15","",2373.97714421015,3594.76937733293,2108.45550621604,2835.19986487818,2908.73184352823,2407.90231745367,2635.68304585061,2349.81889253341,2479.87297503277,2219.82541633874,2344.11815212678,1997.81240488467,2661.21439301802,2510.90370364037,1731.25555677196,1920.92992340578,4230.99536999599,3476.30817773871,1968.05110961407,4198.75164466855,4520.28284548576,2217.76242429643,3847.30318548392,659.855017808152,3262.36333740424,3857.67202662131,3388.18256576291,3711.0471011701,4247.34147288885,2760.72558904828,3001.58999094173,1611.31604643685
"A2AAY5","Sh3pxd2b","SH3 and PX domain-containing protein 2B",31845.8598517532,39783.5483578751,42144.109092769,69185.3377244313,38212.7571639519,48469.0872018133,39627.7941735235,36396.2330767084,37444.9993496611,39890.925105992,40586.8431024559,42016.4962442477,34411.6044180971,38116.7441461585,40769.4078467397,34865.2743383119,33290.7164137146,38259.1258004515,38597.9151829211,35745.4635984163,27355.5833654556,34620.4049766604,30423.5278366363,26455.684335117,30304.5656743017,30135.1999504638,32740.6904334869,32259.9953946788,33748.4446713619,33060.0564149577,37056.757474017,26286.951436763
"A2ADY9","Ddi2","Protein DDI1 homolog 2",200871.045673143,204404.745315507,199744.523500652,229787.512523396,204472.040364896,211872.177693835,193328.793323533,201920.592513555,200767.733249924,189760.972193579,208766.14664612,198938.688778523,206757.677413337,209906.832975451,191640.291225516,208707.52544497,220091.080986397,213371.967037238,221591.735350461,208306.760724665,213290.071315551,183605.718398482,208554.446467762,209349.998193457,210537.190782019,207741.210354865,200449.088530756,190648.148947737,197130.624259175,208558.910806146,206034.946874902,198595.671897716
"A2AF47","Dock11","Dedicator of cytokinesis protein 11",105911.467770436,179445.016987328,150370.530222161,171341.753795815,136359.850957454,112900.718458249,172459.286280587,174173.669624213,154164.281996209,155435.14512274,154000.208313193,187486.471896671,123636.585063749,144005.574543687,188886.167339697,160184.474523593,130954.853000443,132774.385116651,304164.403902118,136018.30462009,121823.119632044,154748.745022178,147393.863426617,160917.746746323,164929.448601124,133538.559970703,199166.279964204,173726.999585087,169524.771022612,167731.338099142,187014.056674541,154126.207107027
"A2AFR3","Frmpd4","FERM and PDZ domain-containing protein 4",23925.9380494948,33243.198233883,27562.8940492334,28993.1944839589,33002.4439090643,26439.9118975519,25118.9482497514,27048.1282463934,31615.7874819058,27512.7600986828,33995.6004705702,30934.7454853566,30630.6088312548,33232.757801684,28845.1871244413,27629.8673781859,28324.2541224051,28877.3060865847,19694.9926123135,28093.4480329704,36149.2700730809,27570.1377624101,31981.0855692713,19730.5489546472,27781.6360208961,26408.3001393312,29623.8760185193,26304.889466441,25610.0450551618,23125.5186325195,30766.4188813237,24085.9303456992
"A2AFS3","Kiaa1324","UPF0577 protein KIAA1324",13529.790463254,14900.917583102,16624.0658495741,13626.4407124709,15083.8325525242,16063.4868618389,12324.9206276752,14481.6233910929,16025.1787912156,14732.0819242682,17231.1374094477,13771.7016976658,14780.111842161,14059.7953696315,9120.19051602671,15419.5086958339,15274.7787066822,12647.0183325276,11675.7175234011,14196.3788900354,14973.2904055607,11790.8443165478,12201.3266353281,13861.1892724125,14125.3939131471,11957.8400220578,13672.5046529687,13996.1040385285,12209.7326513289,13645.2570291591,13492.0630001233,15817.3423270222
"A2AG50","Map7d2","MAP7 domain-containing protein 2",207624.498015645,267896.874247175,262792.107031908,254460.554088077,276492.541439335,268872.484965545,285350.161849459,273122.892540046,313229.125117142,287928.463018321,266916.642016442,303901.535106222,288080.202249351,272657.148029704,311504.407521865,313470.437484383,279456.191979966,308900.945387296,357388.720235617,285017.470146406,265644.153402436,331075.852173679,278247.479646255,260229.514393158,284569.197868645,302698.098748913,324924.014638439,286303.992055071,276946.305403819,315225.318320529,302281.383104571,238146.122892534
"A2AGL3","Ryr3","Ryanodine receptor 3",25983.3713028159,35968.0737616566,35458.7203050239,34098.7838414608,38052.6412858953,29412.4029367053,33175.9849338014,35412.236814485,34805.665580089,35379.3637181158,27889.065015291,32458.6953988464,30644.3194523246,32457.3812181935,22317.026050401,32971.5129239314,39498.5816981791,39880.4908256695,12778.1890368539,31017.6037922153,40945.6816602364,36457.090978678,29475.2961311983,16853.2082353204,41224.5827037569,36572.7735694373,23264.8228826629,23194.944460409,28464.6299224205,22887.1237845606,24796.7406638152,14271.5925631542
"A2AGT5","Ckap5","Cytoskeleton-associated protein 5",1221552.63004382,1411865.30545137,1336967.64252784,1391384.11846133,1480528.91296945,1378385.77922157,1373836.19838565,1375770.26882397,1365939.79254915,1431669.40478411,1404147.2029333,1389724.1413565,1363938.67701428,1436617.5093344,1460455.68173387,1346474.95122032,1412718.88839489,1424120.73217242,1328932.30121307,1488391.72515097,1426461.96875656,1375443.09571551,1448029.90943365,1392101.20230764,1384865.10605261,1453852.05435022,1429970.82133511,1431348.79427593,1408075.74724411,1427705.81069311,1376495.36596934,1397206.48685779
"A2AHC3","Camsap1","Calmodulin-regulated spectrin-associated protein 1",446408.228313724,516492.851766506,508764.825834266,476817.517750114,551099.814130329,488801.492178975,456381.359029967,505379.078110404,533401.675863,491255.44770016,514406.971630887,503820.145164597,472561.378838269,494483.538609108,397955.501815883,505816.816609552,517067.126722293,497120.351190008,351816.127397219,502632.161139076,493441.088848505,491046.319244187,474489.302768197,334783.920683739,483893.518905933,468480.947322801,439763.537023869,454127.55716764,463996.142126534,454332.129763768,469896.508685138,377685.960709912
"A2AHG0","Lzts3","Leucine zipper putative tumor suppressor 3",111612.131528727,130948.532323375,118610.135700591,115781.789231649,120901.361210916,112049.706053897,89586.2088699092,103560.146775676,124380.110086674,106915.064710448,124020.090446945,107108.185753901,125651.889700646,112147.212806899,63690.2220340578,100628.847317374,111167.186173978,96167.4461992119,66127.3756255676,103994.744654043,121519.10425167,88674.0742362066,118717.524334014,115126.113546683,97429.3987090589,92631.84001475,91987.0367342051,102166.116206447,80982.6146178638,94515.4138387345,96800.2811586224,121161.394692048
"A2AHL1","Ano3","Anoctamin-3",20031.9112546941,34034.2109665684,27411.6375159296,26338.0238715494,29473.3329326157,23186.4237987921,22673.3738860419,27782.5789935311,33894.2483545776,24676.2529494689,24940.7685058743,33881.3459971116,24424.0686972301,27360.2797563838,19550.8076128403,28880.721729274,32407.212157398,34130.5103624557,24039.9361895295,33178.5215577922,35318.4060838155,29044.1640696773,28797.1387311237,26775.4948678719,27384.0463360408,27616.6297612411,30082.5888647068,37214.4485580851,26363.2908103369,30010.7453668462,35366.32525544,31755.1423024134
"A2AI08","Tprn","Taperin",3632.03134207706,4542.4993262845,3005.67604950856,3568.94434642754,4184.67789520505,3574.54165501101,3701.71954648915,3376.21848938196,3895.29742483031,3520.84946160127,3080.32735053342,3887.01398309979,4244.25794525459,3103.47177559034,7262.70064783428,3646.21935034987,2540.31731523485,3576.93211899978,4700.42938889307,2607.5984979181,2830.03789120678,2199.76270873631,2558.80691492992,954.432146469198,3700.99406775278,3659.62086457099,2874.43653324984,1945.05937836969,4537.51832615587,3529.0138450926,3086.76990211969,3320.40871861312
"A2AIG8","Accs","1-aminocyclopropane-1-carboxylate synthase-like protein 1",4329.93143560024,6156.66828768361,5731.98304619773,4543.97042418287,5909.3745260632,5459.88641569503,4939.77007776639,5890.16222736679,4489.19396758463,5393.26203103762,5607.92911237658,5323.49713780535,4315.78399853955,5625.83694917018,7535.09746660931,5114.69323486681,7954.69789250741,6437.21883542802,4602.03487050507,7042.6744174209,6627.62199229193,7545.3157492668,5311.84408222607,1183.81699673669,6772.77169648482,7508.54617326784,6216.47598971506,6381.5541750992,5110.3280118488,5968.43622550423,6924.32009739328,1452.0630175629
"A2AIV2","Kiaa1429","Protein virilizer homolog",3204.375240992,3139.45133876025,4277.31398099436,3092.35096614878,2702.73364504349,2356.80711869845,2792.78118845962,3796.72597874679,3477.20958598157,2953.90840822073,4200.21567297179,3781.08926511762,3735.63685215324,3346.424645373,4306.07821357081,3286.23346993165,3401.40248203127,3639.37991343593,3173.83434814602,2928.92064215541,3021.32841449805,3770.96015507902,4723.53024572162,3116.57331239812,3189.7559518486,3837.16943467437,3898.59707750385,3628.00884594702,5145.56412565259,3993.35662081633,2385.15224035407,4078.43428853576
"A2AJ15","Man1b1","Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase",37716.5949279769,46516.4430645563,45661.424316544,45015.5408524171,53672.6152791729,46089.5453678866,43233.2301821439,45968.7883731273,53844.1801659298,54713.7210054723,45445.1265178701,42917.1820425516,46944.1204217264,42756.8106462419,41174.1467449517,45232.778360294,45571.1493794337,46110.659196795,49053.0701531872,44526.1933519935,49623.8519074822,46930.0708918988,40893.6716738425,41382.114149116,43147.3482283624,44432.2429465627,51403.4149199232,51003.2709360202,43169.2498457877,44114.0618156842,45761.9683069616,42132.6064481706
"A2AJ88","Pnpla7","Patatin-like phospholipase domain-containing protein 7",2516.39061006883,3619.4564607643,2836.90677021376,2637.48346753521,2186.48440290438,2521.56499460006,3725.67672981727,3233.42741252085,3874.44633583464,3613.7460291403,2557.94479022538,2936.16970551154,3657.37037975708,2785.35587584788,2735.36530592384,2677.73086835267,4265.2192798601,3251.239413393,3587.42055559619,3098.09908496746,3774.81621058692,3651.75430659061,3985.41950064438,3981.87467965614,4195.98807054594,3303.32268659956,3587.10219658862,3655.38539051946,3498.20696851421,4271.55107053871,4827.33912755876,2511.24008508491
"A2AJA9","Gm996","Uncharacterized protein C9orf172 homolog",508634.906939415,496024.854883547,517806.090083907,489814.623227198,529169.545800795,523316.121985638,408801.088992297,465551.837536209,502952.526681492,459459.619381002,494749.181131971,451142.380492285,493166.078565075,458886.317895251,430386.804515132,449715.780009554,469401.876162316,443534.857528518,316288.260051734,474062.137369143,511055.649816086,428567.851103965,471770.369454156,284192.891101982,423222.730685908,442525.550835148,430504.354881194,416516.206847409,457426.229441282,442791.166039849,464324.161609468,367316.345923309
"A2AJI0","Map7d1","MAP7 domain-containing protein 1",102378.855296437,119917.662096508,121844.616702937,122831.230019603,124860.880385966,128192.588722533,127313.867599505,114534.024563409,133958.708487423,130998.791482182,112662.287898416,131711.430079733,121417.786772606,114941.732889652,99948.939725624,126247.560821591,115072.84289824,115866.438330474,117614.005512787,109894.141367407,100523.913641462,117653.380516305,101384.91576929,112360.032020626,104545.172971649,110045.932180042,107431.957487828,101402.868163395,98302.1752130094,111736.052175631,93137.93818704,101559.132246525
"A2AJL3","Fggy","FGGY carbohydrate kinase domain-containing protein",6958.39651118953,9206.80379390528,8068.04745925078,8999.26570245482,9643.11178845109,6470.51377205592,7118.0182284861,8017.65262160926,10184.622661873,8485.03206498048,10803.075324693,10490.1947532612,8266.16460517845,8767.27903522968,9009.40439659564,9216.36086642642,8995.97560796179,8873.11805230325,7195.82840693068,8851.50321938305,6879.34724636035,10077.2705185801,7995.63250228171,9592.3331270996,8584.27051508712,9951.70078169283,9200.33795859713,5273.10136626432,8747.4553328648,8851.00624804541,11560.5373775354,8574.32704024317
"A2AJT4","Pnisr","Arginine/serine-rich protein PNISR",9729.88161749475,12368.9329003774,12646.1308988588,13798.4960923346,13761.4993377059,12444.4287664269,10856.1740139159,12598.6167813297,11439.4663821988,12030.2526305864,15519.2657083735,13664.9167492921,12865.2165446374,12691.2234605552,13382.5709603322,11816.2873537312,11120.4496008924,11299.7805550852,9138.11455820828,12291.5173650356,11340.281627425,11239.8202346073,12521.1365840805,7239.22530121759,9723.58615983397,10978.8349629142,11262.6205187367,12229.2871047721,12097.2475937224,11801.083821324,10603.7837542027,9558.33789050168
"A2AKG8","Focad","Focadhesin",8984.32679540228,11000.6829882417,13756.7704431381,10988.9493271843,11853.0856907352,11813.3721679996,11282.1608074957,9730.62764041819,12046.0720824873,12456.0326767279,10342.7616020223,10735.8494825413,11120.9744526534,10560.6176109109,12442.9858405492,12391.9127009091,11943.7219099301,10043.6559127261,8268.87989131037,10040.1852113896,10582.7092030152,10778.534113252,10600.2213098549,6252.58533424235,10800.2332121322,9419.24198241998,9013.31644976883,9257.31411345287,10767.3175774567,9724.95218955206,9942.08074682921,6936.24854408342
"A2ALI5","Ajap1","Adherens junction-associated protein 1",126029.465264336,145995.49688114,140858.411374857,134839.660177061,139621.896340846,151406.690721282,114882.838835021,153274.824594092,141367.96929371,159687.411147863,137922.183683186,130491.074359772,128470.855921831,134892.854666393,123223.75324092,155528.954880571,125782.064788977,146431.803886629,104407.948962874,122089.051087743,137933.234691698,126733.454329757,135794.978650537,150166.844183992,133468.556518119,127363.102853968,118944.293247508,143781.738992719,97693.6174100699,126375.410740209,127490.812477579,149914.390254645
"A2ALK8","Ptpn3","Tyrosine-protein phosphatase non-receptor type 3",58083.1953571301,60689.8489927701,59946.9887650751,56900.9103240818,67233.2884816392,58665.6514800316,40183.8715851259,50343.3528387259,59928.7150823232,48048.5958215655,61272.9637950047,60119.5825118401,64211.287642003,70575.5504500721,42036.7467506567,58794.0462145047,60635.5788283519,59324.2111611579,38609.4226843793,62207.7821794256,71135.1624340633,49646.3199598164,64464.2504083049,54819.1196019128,54201.3902898623,51719.9154595232,53934.0336767242,51161.7118543873,40329.1219775889,62610.2754146638,65665.7878366484,61009.1137146651
"A2ALS5","Rap1gap","Rap1 GTPase-activating protein 1",812530.489703536,1091403.04687765,974814.17403618,937500.906620643,950528.04702105,898716.039036574,913664.163474041,949803.857109125,1010894.84950632,943219.912212809,924328.510762198,922216.380432941,927560.577873784,1013647.24070213,729699.062027705,997592.538129209,1021684.90722004,1088145.58396178,845939.229397387,958502.901461491,984668.661753945,999823.996751009,959574.949355463,991291.70634092,984080.775413554,992262.719597236,859660.661301587,1048614.71312459,994956.066904044,929586.202615678,882285.135642425,1028269.16168148
"A2ALU4","Shroom2","Protein Shroom2",298935.263485888,316184.001291088,336080.498480023,315132.097924142,309035.000513755,330939.248565592,321167.040042332,310116.316140987,322824.268647622,308393.614941311,337769.221042785,299262.497601277,329650.393614501,305930.24953628,231780.885405046,287623.017494994,312472.21726623,275344.632967652,266171.21590499,299833.950976253,298354.842443956,275668.063266168,281129.988549362,241772.44557859,281359.944641719,277406.677907555,272894.463218168,297595.893187537,281455.129482,282208.981341424,279545.247420195,253541.635689831
"A2AN08","Ubr4","E3 ubiquitin-protein ligase UBR4",540528.325876892,582708.088173703,580329.495999658,593954.777982178,600868.831180234,585315.300478625,573830.230183445,587422.596291611,588912.824433866,556283.709797997,589690.462564222,582926.160735652,578520.350047427,579173.721082011,563333.889188554,594722.39405217,548613.672724001,570280.357537425,520095.340018072,526982.846235254,543667.243254335,560215.276580435,539680.319695551,508443.266017502,532528.826199035,510211.840674029,548913.658025307,558510.447238297,522899.912745865,547974.133578721,543220.678080859,563669.158837635
"A2ANU3","Syndig1","Synapse differentiation-inducing gene protein 1",14456.8900148357,16943.812327079,14120.2008284651,12972.6256300959,14151.0027279343,14417.8666416376,10649.2291547533,14640.1740997756,16462.5912046719,12315.4506965001,13762.7012827052,15410.934093821,16216.4392337592,16219.9981369388,22334.1065066108,13904.8169068972,12595.233681881,12520.7955658083,17014.9000827282,13705.0909188776,17093.4604796121,11659.1660047822,16066.0308187685,17430.0907948426,14414.5360894384,10288.8432715194,14775.2441466246,14941.9760292103,14601.2819568886,13662.3022626957,17618.028023372,13333.9961464798
"A2AP18","Plch2","1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-2",174277.966516841,182684.897321397,191863.451002304,204529.141917563,194048.078603065,187510.363722098,192790.269189111,210051.262857388,175336.265080588,208522.574526069,206482.64744741,181993.868688747,167520.130634595,176927.306555317,147298.348614098,171182.759193547,227355.664274675,142137.400143343,103965.053568379,242234.008928731,149721.850597687,139567.410401852,172922.790606748,148030.692498095,281761.934512508,142079.100541643,222780.884447462,180097.721950201,174229.791274942,161768.392521612,96829.2830634507,136407.779785912
"A2APT9","Klhdc7a","Kelch domain-containing protein 7A",22253.261550175,24281.3830291685,23916.707213747,26334.8691115333,25620.3676562046,25699.2405579965,25771.4901291851,25229.4061170833,27120.1949425972,20389.2925172581,26992.2651268641,24608.1160501326,26457.765678796,26407.7053252714,30000.0697703022,29329.5346946706,22792.9219675067,29483.891072376,35926.6243682576,23942.1019543029,23796.8275491265,25986.5652822887,24612.145376444,24036.5570993695,30683.7099722785,28254.5207762174,27104.0854905868,27659.9293644122,24504.3521793725,30015.8142896334,22072.210272601,24990.5489562578
"A2APV2","Fmnl2","Formin-like protein 2",652152.900871857,741370.812382841,754611.621251399,735552.117314809,796521.238595407,790612.043985474,760680.044550282,748061.188886514,777106.296419812,735280.472264223,708838.013188386,725902.09823355,770932.584778469,743348.241928235,882479.112383934,740453.788396252,777867.41231351,817604.712388053,1084828.46883454,821127.024415995,793208.716726882,791284.940247315,800742.213805885,714294.056013426,831182.622402699,748252.506908561,815262.422686953,795964.136884687,749730.677123421,774593.944235766,818484.49977394,710325.90383099
"A2APX8","Scn1a","Sodium channel protein",199808.173706373,217416.181239892,207793.200252137,186805.201796506,209180.468032306,221374.618471924,174315.740619237,180915.546984504,240884.680976748,173289.011071536,198159.794072519,225976.721955241,247600.090621719,202451.83253737,241907.07958091,227288.457036956,186331.666593513,222920.114440295,271089.906167164,198549.296747989,197494.38504804,159780.127643928,212580.272014194,249344.400562513,173230.134365078,176979.01506884,240378.002760539,196819.402529118,193787.198586491,236039.645613445,234544.300296478,217608.119288975
"A2APY7","Ndufaf5","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 5",47259.0032628127,60513.5171328052,50291.7456971311,54803.2330429269,58468.3416203477,46439.2175360273,52076.2003397914,57812.3588642045,54233.0689563721,56238.4627369975,56272.1426382254,55552.6732430804,56113.6164152629,53442.8484734049,55688.2835232149,56189.1884148662,53031.4146900221,63030.4583730916,55997.1356329744,54303.4098006841,66471.6784639338,66028.5997282988,54395.0255915749,61138.2779711743,55313.3034493178,51635.2155082073,57333.2750925475,57826.4186877093,60570.9122972775,53655.4444123791,57724.6517267502,59060.0107630856
"A2AQ19","Rtf1","RNA polymerase-associated protein RTF1 homolog",79341.8777033159,81777.6690938641,77257.388818785,81153.9912130908,82465.0591609573,78683.0839133607,77824.7492897711,81504.6158482009,81440.737981999,77119.5001616615,90981.110928265,79446.2846786513,78374.7946327336,81144.1904982542,85313.4663181731,76356.3157150794,74642.4002034144,77019.261182196,61101.598500061,74749.4825628889,68031.5896508857,73051.7399680596,78509.2379968749,73344.0569534423,70459.2422266096,62893.0452530029,66976.2309188657,74214.8416218955,78208.4976757949,78074.7664100581,72203.799853176,80020.1262999029
"A2AQ25","Skt","Sickle tail protein",473776.669656892,505436.718736842,524026.263809589,482118.819604573,551451.990616354,487624.666899081,403786.352087201,471395.042231083,484746.147985419,482944.73414038,483018.589967971,472484.154571551,517527.687262585,532278.952427813,320693.320312072,509016.050648335,489857.71905492,466222.028423626,364333.618475893,526342.419764525,524699.535477593,452625.218074009,541476.766926196,513212.299117912,453528.581007334,450595.616478399,495331.456961107,481689.972144945,425932.999444868,496947.503712336,502878.630553471,520763.293905525
"A2AR02","Ppig","Peptidyl-prolyl cis-trans isomerase G",132517.899816637,153065.080542575,151853.725491523,155399.018997294,165164.563164895,143914.015468299,154278.794715776,161122.463575445,148628.675593451,147361.025245015,159428.001912779,153897.031568844,152320.757366515,147182.663425795,169810.621685279,137162.662375541,156998.357828599,141063.548667029,134228.501415747,174048.128629748,137148.434465134,140533.353564608,165530.613833174,155749.10436338,152205.050174731,145873.247987905,160988.591980166,147257.00941556,149943.516907984,145998.150387196,155596.897780187,156610.402215746
"A2AR50","Ralgps1","Ras-specific guanine nucleotide-releasing factor RalGPS1",54253.8489859709,61614.5885772698,55232.6769447846,56645.8143747212,66269.8219625469,62744.7292889497,52036.9614471248,57211.9440557117,68003.5291662149,63254.7646605177,61312.4197193097,53868.1909626375,56188.194770061,61383.1479372049,45073.4338640335,49311.1295620171,58100.826961439,50674.1291163158,45944.9529516129,58265.1704279236,61067.9550094341,58252.3486705066,60233.2591759871,61833.5687934346,59028.0557707879,59347.7313875277,53398.8307431031,53685.6233946267,57383.5205018248,54234.1105122001,50979.2278412005,56417.1462457946
"A2ARP1","Ppip5k1","Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1",97357.9647922955,106405.047386254,103323.403475142,105179.000726506,109233.210404929,104619.5403821,101519.327017037,101790.758428611,108265.920337173,106877.029423277,115570.001704123,106449.42355415,107307.248151719,104071.213217093,96722.9907359158,110316.19374145,105634.778692258,112516.648487957,118942.72437489,113565.619803475,112061.582036228,95642.2060440447,114337.213855999,122815.574315853,106576.778751825,106246.725061591,112817.249573855,106226.765969412,94383.7120734661,101484.994643501,107539.001276386,110011.299599617
"A2ARS0","Ankrd63","Ankyrin repeat domain-containing protein 63",66955.0621655481,157336.788134425,153579.475293752,135431.179045809,117056.747283813,96408.8655987929,114732.588993099,152910.16744357,153488.474771501,138784.185374843,108316.892799926,106804.926653547,109106.128279422,99683.6222337136,18529.0130751247,73017.3450812681,169124.811859931,153308.221105153,63441.3000793257,103400.893962814,114690.47547392,119294.160174007,117042.387783564,173718.460200458,175564.390108582,112996.639985548,54186.7646655053,146793.14207144,97884.3001996017,79120.719811028,47148.3725506837,165987.648736277
"A2AS55","Ankrd16","Ankyrin repeat domain-containing protein 16",2391.38867650348,2511.51776469748,2646.74363257893,3095.58776601888,2632.41698835842,2148.65451945028,1769.71601962888,2505.91171185467,3198.21816799842,2523.03641341303,2786.01791226428,2099.99477189828,2857.50664441182,3063.2089512202,2223.10655335294,2604.35016548089,2453.39233749213,3127.2296650013,2949.83423969178,4769.15836160652,2617.45525408334,2552.00326721199,2121.74284369039,970.163318656286,2653.84652824452,3730.70518080505,2246.48808019808,2735.27702598281,1948.39472069246,2221.3242242869,2458.07899029392,1440.49585473469
"A2ASI5","Scn3a","Sodium channel protein",6528.82447317879,8480.64550749171,6783.53198251598,8756.74229378659,8916.54034457002,6789.70955673222,9453.45520456658,10622.089620126,10131.1319270314,10170.5862055922,7728.87143973379,9702.3420188452,6495.10820266683,7546.74054182546,6608.3662821385,13210.2515689703,7813.32324734259,6832.31613385696,1793.16291702459,7971.88389303888,7976.84010018085,10863.1645192179,5763.25739428081,1147.85983447467,7291.7231176046,6690.50931122464,3788.2064817749,6630.36735373879,4717.38708088731,6584.12314457593,5304.6827323351,2610.88769029121
"A2ASQ1","Agrn","Agrin;Agrin N-terminal 110 kDa subunit;Agrin C-terminal 110 kDa subunit;Agrin C-terminal 90 kDa fragment;Agrin C-terminal 22 kDa fragment",411306.286692861,483828.258736099,460084.263670503,465436.648165509,475257.897655395,476699.863276303,447531.414502602,449652.266248546,476922.577292501,467769.97162922,472098.813330749,489599.740520052,477845.724728167,483975.504075308,514226.45267189,489993.567119814,457157.306531234,469097.580689339,491476.541903266,501093.498452609,451987.144431254,437131.254957909,475743.040563282,408710.081729561,442477.01970916,447929.397050985,494486.955010729,465772.815350764,483821.546095345,434922.657451426,482725.46076806,422320.074683515
"A2ASZ8","Slc25a25","Calcium-binding mitochondrial carrier protein SCaMC-2",186498.53939543,229730.864985946,213342.033659027,233302.025344914,241227.91487507,202834.768260762,232426.750946897,234020.718928346,236021.514234435,250014.023165585,217368.406180029,218609.633301597,231166.305182967,208313.165240935,342730.534281743,228728.587721573,232309.811679871,247105.661577875,443795.905938553,217987.204012569,201633.566491437,274826.286568837,230004.907478547,275299.340625373,231527.764738004,249088.793318053,254790.663198834,257472.637095006,259327.521199774,253719.006321547,241411.680967952,249623.853183057
"A2AT37","Upf2","",222306.98140833,263882.789039761,237102.707977947,254950.795652293,225180.057119393,254551.617481293,240424.540779974,269188.048387105,243549.739190634,259785.433137977,245471.346327107,233685.302754661,238819.822142409,233123.402715136,234188.060345754,246789.570427324,245805.831493458,264435.912664929,250612.685691721,242589.502625179,243153.88838277,249123.834906138,258494.248075336,290856.407384744,261376.516050865,252122.136350824,252709.547268146,254834.698985582,250141.326263135,259685.47006543,239431.088521834,259933.065413905
"A2AWA9","Rabgap1","Rab GTPase-activating protein 1",717862.178889835,822300.618126135,826783.518720625,853874.698938453,851753.674922995,828551.903300446,794420.291667421,785974.581272068,801341.308686327,838265.928204271,833279.180522637,773254.669885564,795999.626891535,830530.485292374,698368.970441554,798535.545226348,765810.510918558,772549.130770577,648178.639155601,752843.410613192,811582.358658323,784819.366609722,747008.861287029,651523.19952398,782243.539785404,720301.855723603,743616.235211246,754572.53818718,692450.285718948,763865.617464813,753488.87780883,763289.154722257
"A2AWP8","Arhgef10l","Rho guanine nucleotide exchange factor 10-like protein",50759.2512972294,65195.2436282092,53451.9253144688,63427.7270153158,54705.1253453403,51663.3155951282,64923.3463781745,56833.1604399347,57459.3958673084,55306.2183897763,63240.3607135646,57774.8264167811,57740.5104395313,55742.1432199369,62623.8500059906,54917.8660591666,54776.6498581118,59811.3226666681,51301.5338728165,66379.1623382232,63186.5774659954,59478.9756387685,63156.8520030866,38354.3779128863,56929.7471267098,54682.9610951661,56899.643710009,57681.9301879206,63287.4435531541,54148.8686015763,57696.8608088469,45935.3894786268
