Experiment ID,22141.0,
Experiment name,Liver digitonin prot log2,
Job,9e336919-5e29-48b2-a126-7133a830f7db,
Submitted,2022-08-22T16:31:46.852642503,Finished,2022-08-22T16:31:52.364037939,
Method,MFourFit,
Params,amp&baseline dtr min-48.0 p(23.0-25.0),


Summary statistics,
Phase/Amplitude method,by fit,

Group Label,N,,Period,Period Std,,Circ. Phase To Zero,Circ. Phase To Window,Circ. Phase Std,Abs Phase To Zero,Abs Phase To Window,Abs Phase Std,,Amplitude,Amplitude Std,,GOF,ERR,
Q3U0J8,1,,23.1,0.0,,3.82,3.82,0.0,3.68,3.68,0.0,,0.12,0.0,,1.0,1.0,
Q3U0S6,1,,23.1,0.0,,14.51,14.51,0.0,13.97,13.97,0.0,,0.09,0.0,,1.0,1.0,
Q3U0V1,1,,23.1,0.0,,6.36,6.36,0.0,6.12,6.12,0.0,,0.01,0.0,,1.0,1.0,
Q3U0V2,1,,23.1,0.0,,20.21,20.21,0.0,19.45,19.45,0.0,,0.02,0.0,,1.0,1.0,
Q3U186,1,,23.1,0.0,,0.51,0.51,0.0,0.49,0.49,0.0,,0.08,0.0,,1.0,1.0,
Q3U1J4,1,,23.1,0.0,,22.3,22.3,0.0,21.46,21.46,0.0,,0.03,0.0,,1.0,1.0,
Q3U1V6,1,,23.1,0.0,,18.23,18.23,0.0,17.55,17.55,0.0,,0.15,0.0,,1.0,1.0,
Q3U213,1,,23.1,0.0,,22.85,22.85,0.0,21.99,21.99,0.0,,0.06,0.0,,1.0,1.0,
Q3U2A8,1,,23.1,0.0,,15.3,15.3,0.0,14.73,14.73,0.0,,0.03,0.0,,1.0,1.0,
Q3U2C5,1,,23.1,0.0,,17.19,17.19,0.0,16.55,16.55,0.0,,0.05,0.0,,1.0,1.0,
Q3U2P1,1,,23.1,0.0,,1.64,1.64,0.0,1.58,1.58,0.0,,0.05,0.0,,1.0,1.0,
Q3U308,1,,23.1,0.0,,8.08,8.08,0.0,7.78,7.78,0.0,,0.03,0.0,,1.0,1.0,
Q3U319,1,,23.1,0.0,,7.6,7.61,0.0,7.31,7.31,0.0,,0.13,0.0,,1.0,1.0,
Q3U3Q1,1,,23.1,0.0,,16.37,16.37,0.0,15.76,15.76,0.0,,0.07,0.0,,1.0,1.0,
Q3U3R4,1,,23.1,0.0,,0.46,0.46,0.0,0.44,0.44,0.0,,0.07,0.0,,1.0,1.0,
Q3U3W5,1,,23.1,0.0,,3.62,3.62,0.0,3.48,3.48,0.0,,0.03,0.0,,1.0,1.0,
Q3U487,1,,23.1,0.0,,9.78,9.78,0.0,9.41,9.41,0.0,,0.05,0.0,,1.0,1.0,
Q3U4I7,1,,23.1,0.0,,12.49,12.49,0.0,12.02,12.02,0.0,,0.12,0.0,,1.0,1.0,
Q3U5F4,1,,23.1,0.0,,12.31,12.31,0.0,11.85,11.85,0.0,,0.03,0.0,,1.0,1.0,
Q3U5Q7,1,,23.1,0.0,,8.52,8.52,0.0,8.2,8.2,0.0,,0.04,0.0,,1.0,1.0,
Q3U6U5,1,,23.1,0.0,,13.45,13.45,0.0,12.95,12.95,0.0,,0.04,0.0,,1.0,1.0,
Q3U7R1,1,,23.1,0.0,,8.83,8.83,0.0,8.5,8.5,0.0,,0.05,0.0,,1.0,1.0,
Q3U7U3,1,,23.1,0.0,,23.51,23.51,0.0,22.63,22.63,0.0,,0.07,0.0,,1.0,1.0,
Q3U821,1,,23.1,0.0,,11.32,11.32,0.0,10.9,10.9,0.0,,0.09,0.0,,1.0,1.0,
Q3U9G9,1,,23.1,0.0,,9.92,9.92,0.0,9.55,9.55,0.0,,0.06,0.0,,1.0,1.0,
Q3U9N9,1,,23.1,0.0,,13.59,13.59,0.0,13.08,13.08,0.0,,0.07,0.0,,1.0,1.0,
Q3UBG2,1,,23.1,0.0,,4.2,4.2,0.0,4.04,4.04,0.0,,0.12,0.0,,1.0,1.0,
Q3UBX0,1,,23.1,0.0,,17.16,17.16,0.0,16.52,16.52,0.0,,0.24,0.0,,1.0,1.0,
Q3UBZ5,1,,23.1,0.0,,4.03,4.03,0.0,3.88,3.88,0.0,,0.05,0.0,,1.0,1.0,
Q3UCV8,1,,23.1,0.0,,8.0,8.0,0.0,7.7,7.7,0.0,,0.01,0.0,,1.0,1.0,
Q3UD01,1,,23.1,0.0,,1.56,1.56,0.0,1.5,1.5,0.0,,0.07,0.0,,1.0,1.0,
Q3UDE2,1,,23.1,0.0,,18.1,18.1,0.0,17.42,17.42,0.0,,0.03,0.0,,1.0,1.0,
Q3UDK1,1,,23.1,0.0,,22.16,22.16,0.0,21.33,21.33,0.0,,0.05,0.0,,1.0,1.0,
Q3UDP0,1,,23.1,0.0,,1.9,1.9,0.0,1.83,1.83,0.0,,0.04,0.0,,1.0,1.0,
Q3UDR8,1,,23.1,0.0,,0.34,0.34,0.0,0.33,0.33,0.0,,0.07,0.0,,1.0,1.0,
Q3UDW8,1,,23.1,0.0,,1.81,1.81,0.0,1.74,1.74,0.0,,0.09,0.0,,1.0,1.0,
Q3UE37,1,,23.1,0.0,,11.55,11.55,0.0,11.12,11.12,0.0,,0.05,0.0,,1.0,1.0,
Q3UEB3,1,,23.1,0.0,,11.64,11.64,0.0,11.2,11.2,0.0,,0.07,0.0,,1.0,1.0,
Q3UEG6,1,,23.1,0.0,,18.47,18.47,0.0,17.78,17.78,0.0,,0.04,0.0,,1.0,1.0,
Q3UFF7,1,,23.1,0.0,,21.57,21.57,0.0,20.76,20.76,0.0,,0.08,0.0,,1.0,1.0,
Q3UFK8,1,,23.1,0.0,,1.78,1.78,0.0,1.71,1.71,0.0,,0.07,0.0,,1.0,1.0,
Q3UFS0,1,,23.1,0.0,,13.14,13.14,0.0,12.65,12.65,0.0,,0.05,0.0,,1.0,1.0,
Q3UFT3,1,,23.1,0.0,,13.1,13.1,0.0,12.61,12.61,0.0,,0.1,0.0,,1.0,1.0,
Q3UFY8,1,,23.1,0.0,,9.33,9.33,0.0,8.98,8.98,0.0,,0.02,0.0,,1.0,1.0,
Q3UG98,1,,23.1,0.0,,22.07,22.07,0.0,21.24,21.24,0.0,,0.08,0.0,,1.0,1.0,
Q3UGC7,1,,23.1,0.0,,5.6,5.6,0.0,5.39,5.39,0.0,,0.03,0.0,,1.0,1.0,
Q3UGP8,1,,23.1,0.0,,15.61,15.61,0.0,15.02,15.02,0.0,,0.07,0.0,,1.0,1.0,
Q3UGR5,1,,23.1,0.0,,17.09,17.09,0.0,16.45,16.45,0.0,,0.04,0.0,,1.0,1.0,
Q3UGS4,1,,23.1,0.0,,16.81,16.81,0.0,16.18,16.18,0.0,,0.0,0.0,,1.0,1.0,
Q3UH60,1,,23.1,0.0,,6.56,6.56,0.0,6.31,6.31,0.0,,0.01,0.0,,1.0,1.0,
Q3UH93,1,,23.1,0.0,,8.94,8.94,0.0,8.6,8.6,0.0,,0.06,0.0,,1.0,1.0,
Q3UHA3,1,,23.1,0.0,,12.34,12.34,0.0,11.88,11.88,0.0,,0.04,0.0,,1.0,1.0,
Q3UHB1,1,,23.1,0.0,,5.0,5.0,0.0,4.81,4.81,0.0,,0.02,0.0,,1.0,1.0,
Q3UHD6,1,,23.1,0.0,,3.06,3.06,0.0,2.94,2.94,0.0,,0.06,0.0,,1.0,1.0,
Q3UHH1,1,,23.1,0.0,,11.43,11.43,0.0,11.0,11.0,0.0,,0.09,0.0,,1.0,1.0,
Q3UHH2,1,,23.1,0.0,,18.13,18.13,0.0,17.45,17.45,0.0,,0.1,0.0,,1.0,1.0,
Q3UHH8,1,,23.1,0.0,,23.62,23.62,0.0,22.73,22.73,0.0,,0.04,0.0,,1.0,1.0,
Q3UHJ0,1,,23.1,0.0,,6.8,6.81,0.0,6.54,6.54,0.0,,0.07,0.0,,1.0,1.0,
Q3UHN9,1,,23.1,0.0,,23.25,23.25,0.0,22.38,22.38,0.0,,0.02,0.0,,1.0,1.0,
Q3UHQ6,1,,23.1,0.0,,14.16,14.16,0.0,13.63,13.63,0.0,,0.05,0.0,,1.0,1.0,
Q3UHX0,1,,23.1,0.0,,18.2,18.2,0.0,17.52,17.52,0.0,,0.04,0.0,,1.0,1.0,
Q3UHX2,1,,23.1,0.0,,1.25,1.25,0.0,1.2,1.2,0.0,,0.07,0.0,,1.0,1.0,
Q3UHX9,1,,23.1,0.0,,23.55,23.55,0.0,22.67,22.67,0.0,,0.11,0.0,,1.0,1.0,
Q3UI43,1,,23.1,0.0,,18.61,18.61,0.0,17.91,17.91,0.0,,0.01,0.0,,1.0,1.0,
Q3UIA2,1,,23.1,0.0,,10.05,10.05,0.0,9.67,9.67,0.0,,0.03,0.0,,1.0,1.0,
Q3UIL6,1,,23.1,0.0,,12.08,12.08,0.0,11.63,11.63,0.0,,0.09,0.0,,1.0,1.0,
Q3UIR3,1,,23.1,0.0,,23.38,23.38,0.0,22.5,22.5,0.0,,0.02,0.0,,1.0,1.0,
Q3UIU2,1,,23.1,0.0,,13.38,13.38,0.0,12.88,12.88,0.0,,0.06,0.0,,1.0,1.0,
Q3UJB9,1,,23.1,0.0,,7.76,7.76,0.0,7.47,7.47,0.0,,0.04,0.0,,1.0,1.0,
Q3UJD6,1,,23.1,0.0,,8.58,8.58,0.0,8.26,8.26,0.0,,0.03,0.0,,1.0,1.0,
Q3UJU9,1,,23.1,0.0,,23.63,23.63,0.0,22.74,22.74,0.0,,0.03,0.0,,1.0,1.0,
Q3UKJ7,1,,23.1,0.0,,14.94,14.94,0.0,14.38,14.38,0.0,,0.05,0.0,,1.0,1.0,
Q3ULD5,1,,23.1,0.0,,5.17,5.17,0.0,4.98,4.98,0.0,,0.02,0.0,,1.0,1.0,
Q3ULF4,1,,23.1,0.0,,3.09,3.09,0.0,2.97,2.97,0.0,,0.02,0.0,,1.0,1.0,
Q3ULJ0,1,,23.1,0.0,,16.86,16.86,0.0,16.23,16.23,0.0,,0.02,0.0,,1.0,1.0,
Q3ULW8,1,,23.1,0.0,,10.35,10.35,0.0,9.96,9.96,0.0,,0.08,0.0,,1.0,1.0,
Q3UM18,1,,23.1,0.0,,22.99,22.99,0.0,22.13,22.13,0.0,,0.05,0.0,,1.0,1.0,
Q3UM29,1,,23.1,0.0,,9.29,9.29,0.0,8.94,8.94,0.0,,0.09,0.0,,1.0,1.0,
Q3UM45,1,,23.1,0.0,,13.48,13.48,0.0,12.97,12.97,0.0,,0.05,0.0,,1.0,1.0,
Q3UMB5,1,,23.1,0.0,,22.43,22.43,0.0,21.59,21.59,0.0,,0.06,0.0,,1.0,1.0,
Q3UMB9,1,,23.1,0.0,,15.84,15.84,0.0,15.25,15.25,0.0,,0.04,0.0,,1.0,1.0,
Q3UMC0,1,,23.1,0.0,,2.83,2.83,0.0,2.72,2.72,0.0,,0.04,0.0,,1.0,1.0,
Q3UMF0,1,,23.1,0.0,,21.7,21.7,0.0,20.89,20.89,0.0,,0.04,0.0,,1.0,1.0,
Q3UMR5,1,,23.1,0.0,,15.77,15.77,0.0,15.18,15.18,0.0,,0.06,0.0,,1.0,1.0,
Q3UMU9,1,,23.1,0.0,,15.01,15.01,0.0,14.45,14.45,0.0,,0.25,0.0,,1.0,1.0,
Q3UMW8,1,,23.1,0.0,,12.01,12.01,0.0,11.56,11.56,0.0,,0.06,0.0,,1.0,1.0,
Q3UMY5,1,,23.1,0.0,,8.48,8.48,0.0,8.16,8.16,0.0,,0.07,0.0,,1.0,1.0,
Q3UN02,1,,23.1,0.0,,12.81,12.81,0.0,12.33,12.33,0.0,,0.06,0.0,,1.0,1.0,
Q3UND0,1,,23.1,0.0,,8.04,8.04,0.0,7.74,7.74,0.0,,0.04,0.0,,1.0,1.0,
Q3UNX5,1,,23.1,0.0,,19.27,19.27,0.0,18.55,18.55,0.0,,0.05,0.0,,1.0,1.0,
Q3UP75,1,,23.1,0.0,,23.2,23.2,0.0,22.33,22.33,0.0,,0.12,0.0,,1.0,1.0,
Q3UPF5,1,,23.1,0.0,,0.32,0.32,0.0,0.31,0.31,0.0,,0.01,0.0,,1.0,1.0,
Q3UPH1,1,,23.1,0.0,,3.73,3.73,0.0,3.59,3.59,0.0,,0.01,0.0,,1.0,1.0,
Q3UPL0,1,,23.1,0.0,,1.36,1.36,0.0,1.31,1.31,0.0,,0.08,0.0,,1.0,1.0,
Q3UPR7,1,,23.1,0.0,,8.85,8.85,0.0,8.52,8.52,0.0,,0.04,0.0,,1.0,1.0,
Q3UQ44,1,,23.1,0.0,,16.12,16.12,0.0,15.52,15.52,0.0,,0.04,0.0,,1.0,1.0,
Q3UQ84,1,,23.1,0.0,,3.95,3.95,0.0,3.8,3.8,0.0,,0.03,0.0,,1.0,1.0,
Q3UQN2,1,,23.1,0.0,,2.02,2.02,0.0,1.94,1.94,0.0,,0.04,0.0,,1.0,1.0,
Q3UR70,1,,23.1,0.0,,22.57,22.57,0.0,21.72,21.72,0.0,,0.05,0.0,,1.0,1.0,
Q3UR97,1,,23.1,0.0,,13.71,13.71,0.0,13.2,13.2,0.0,,0.03,0.0,,1.0,1.0,
Q3URD3,1,,23.1,0.0,,1.22,1.22,0.0,1.17,1.17,0.0,,0.01,0.0,,1.0,1.0,
Q3URE1,1,,23.1,0.0,,15.34,15.34,0.0,14.76,14.76,0.0,,0.0,0.0,,1.0,1.0,
Q3URF8,1,,23.1,0.0,,10.33,10.33,0.0,9.94,9.94,0.0,,0.11,0.0,,1.0,1.0,
Q3URS9,1,,23.1,0.0,,5.05,5.05,0.0,4.86,4.86,0.0,,0.02,0.0,,1.0,1.0,
Q3USH5,1,,23.1,0.0,,20.77,20.77,0.0,19.99,19.99,0.0,,0.13,0.0,,1.0,1.0,
Q3USJ8,1,,23.1,0.0,,19.51,19.51,0.0,18.78,18.78,0.0,,0.05,0.0,,1.0,1.0,
Q3UTJ2,1,,23.1,0.0,,2.03,2.03,0.0,1.95,1.95,0.0,,0.03,0.0,,1.0,1.0,
Q3UUG6,1,,23.1,0.0,,13.37,13.37,0.0,12.87,12.87,0.0,,0.05,0.0,,1.0,1.0,
Q3UUI3,1,,23.1,0.0,,15.82,15.82,0.0,15.23,15.23,0.0,,0.02,0.0,,1.0,1.0,
Q3UUQ7,1,,23.1,0.0,,15.81,15.81,0.0,15.22,15.22,0.0,,0.03,0.0,,1.0,1.0,
Q3UV17,1,,23.1,0.0,,21.65,21.65,0.0,20.84,20.84,0.0,,0.45,0.0,,1.0,1.0,
Q3UVG3,1,,23.1,0.0,,12.38,12.38,0.0,11.92,11.92,0.0,,0.02,0.0,,1.0,1.0,
Q3UVK0,1,,23.1,0.0,,12.55,12.55,0.0,12.08,12.08,0.0,,0.05,0.0,,1.0,1.0,
Q3UVL4,1,,23.1,0.0,,18.13,18.13,0.0,17.45,17.45,0.0,,0.03,0.0,,1.0,1.0,
Q3UVU3,1,,23.1,0.0,,17.23,17.23,0.0,16.58,16.58,0.0,,0.08,0.0,,1.0,1.0,
Q3UW53,1,,23.1,0.0,,7.93,7.93,0.0,7.63,7.63,0.0,,0.07,0.0,,1.0,1.0,
Q3UY96,1,,23.1,0.0,,22.76,22.76,0.0,21.91,21.91,0.0,,0.11,0.0,,1.0,1.0,
Q3UYI5,1,,23.1,0.0,,23.08,23.08,0.0,22.21,22.21,0.0,,0.06,0.0,,1.0,1.0,
Q3UYV9,1,,23.1,0.0,,16.83,16.83,0.0,16.2,16.2,0.0,,0.03,0.0,,1.0,1.0,
Q3UZ09,1,,23.1,0.0,,8.98,8.98,0.0,8.64,8.64,0.0,,0.13,0.0,,1.0,1.0,
Q3UZ39,1,,23.1,0.0,,9.5,9.5,0.0,9.14,9.14,0.0,,0.07,0.0,,1.0,1.0,
Q3UZA1,1,,23.1,0.0,,9.62,9.62,0.0,9.26,9.26,0.0,,0.35,0.0,,1.0,1.0,
Q3UZZ6,1,,23.1,0.0,,20.5,20.5,0.0,19.73,19.73,0.0,,0.03,0.0,,1.0,1.0,
Q3V009,1,,23.1,0.0,,23.27,23.27,0.0,22.4,22.4,0.0,,0.04,0.0,,1.0,1.0,
Q3V1L4,1,,23.1,0.0,,9.97,9.97,0.0,9.6,9.6,0.0,,0.06,0.0,,1.0,1.0,
Q3V1V3,1,,23.1,0.0,,4.01,4.01,0.0,3.86,3.86,0.0,,0.06,0.0,,1.0,1.0,
Q3V384,1,,23.1,0.0,,9.24,9.24,0.0,8.89,8.89,0.0,,0.04,0.0,,1.0,1.0,
Q3V3R1,1,,23.1,0.0,,11.32,11.32,0.0,10.9,10.9,0.0,,0.23,0.0,,1.0,1.0,
Q3V3R4,1,,23.1,0.0,,18.75,18.75,0.0,18.05,18.05,0.0,,0.02,0.0,,1.0,1.0,
Q3V4B5,1,,23.1,0.0,,11.06,11.06,0.0,10.65,10.65,0.0,,0.05,0.0,,1.0,1.0,
Q3ZK22,1,,23.1,0.0,,4.27,4.27,0.0,4.11,4.11,0.0,,0.16,0.0,,1.0,1.0,
Q497J1,1,,23.1,0.0,,7.55,7.55,0.0,7.27,7.27,0.0,,0.04,0.0,,1.0,1.0,
Q497V5,1,,23.1,0.0,,9.69,9.69,0.0,9.33,9.33,0.0,,0.18,0.0,,1.0,1.0,
Q499X9,1,,23.1,0.0,,16.16,16.16,0.0,15.55,15.55,0.0,,0.08,0.0,,1.0,1.0,
Q4ACU6,1,,23.1,0.0,,12.34,12.34,0.0,11.88,11.88,0.0,,0.14,0.0,,1.0,1.0,
Q4FK66,1,,23.1,0.0,,7.89,7.89,0.0,7.59,7.59,0.0,,0.05,0.0,,1.0,1.0,
Q4KL35,1,,23.1,0.0,,14.88,14.88,0.0,14.32,14.32,0.0,,0.04,0.0,,1.0,1.0,
Q4KML4,1,,23.1,0.0,,11.78,11.78,0.0,11.34,11.34,0.0,,0.09,0.0,,1.0,1.0,
Q4KMM3,1,,23.1,0.0,,22.5,22.5,0.0,21.66,21.66,0.0,,0.03,0.0,,1.0,1.0,
Q4LDD4,1,,23.1,0.0,,20.06,20.06,0.0,19.31,19.31,0.0,,0.01,0.0,,1.0,1.0,
Q4LDG0,1,,23.1,0.0,,23.0,23.0,0.0,22.14,22.14,0.0,,0.02,0.0,,1.0,1.0,
Q4PJX1,1,,23.1,0.0,,16.91,16.91,0.0,16.28,16.28,0.0,,0.02,0.0,,1.0,1.0,
Q4PZA2,1,,23.1,0.0,,20.92,20.92,0.0,20.14,20.14,0.0,,0.06,0.0,,1.0,1.0,
Q4QQM4,1,,23.1,0.0,,2.56,2.56,0.0,2.46,2.46,0.0,,0.08,0.0,,1.0,1.0,
Q4U2R1,1,,23.1,0.0,,6.59,6.59,0.0,6.34,6.34,0.0,,0.05,0.0,,1.0,1.0,
Q4VA53,1,,23.1,0.0,,16.44,16.44,0.0,15.82,15.82,0.0,,0.03,0.0,,1.0,1.0,
Q4VAA2,1,,23.1,0.0,,21.7,21.7,0.0,20.89,20.89,0.0,,0.02,0.0,,1.0,1.0,
Q4VAA7,1,,23.1,0.0,,13.53,13.53,0.0,13.02,13.02,0.0,,0.03,0.0,,1.0,1.0,
Q4VAC9,1,,23.1,0.0,,16.5,16.5,0.0,15.88,15.88,0.0,,0.09,0.0,,1.0,1.0,
Q4VBD2,1,,23.1,0.0,,3.21,3.21,0.0,3.09,3.09,0.0,,0.07,0.0,,1.0,1.0,
Q4VBD9,1,,23.1,0.0,,18.23,18.23,0.0,17.55,17.55,0.0,,0.1,0.0,,1.0,1.0,
Q4VBE8,1,,23.1,0.0,,13.8,13.8,0.0,13.28,13.28,0.0,,0.18,0.0,,1.0,1.0,
Q4VC33,1,,23.1,0.0,,19.81,19.81,0.0,19.07,19.07,0.0,,0.02,0.0,,1.0,1.0,
Q501J6,1,,23.1,0.0,,7.47,7.47,0.0,7.19,7.19,0.0,,0.06,0.0,,1.0,1.0,
Q501J7,1,,23.1,0.0,,22.42,22.42,0.0,21.58,21.58,0.0,,0.09,0.0,,1.0,1.0,
Q505B7,1,,23.1,0.0,,12.98,12.98,0.0,12.49,12.49,0.0,,0.13,0.0,,1.0,1.0,
Q505D1,1,,23.1,0.0,,21.88,21.88,0.0,21.06,21.06,0.0,,0.02,0.0,,1.0,1.0,
Q505D7,1,,23.1,0.0,,2.68,2.68,0.0,2.58,2.58,0.0,,0.13,0.0,,1.0,1.0,
Q505F5,1,,23.1,0.0,,8.51,8.51,0.0,8.19,8.19,0.0,,0.03,0.0,,1.0,1.0,
Q52KI8,1,,23.1,0.0,,12.87,12.87,0.0,12.39,12.39,0.0,,0.12,0.0,,1.0,1.0,
Q566J8,1,,23.1,0.0,,8.8,8.8,0.0,8.47,8.47,0.0,,0.04,0.0,,1.0,1.0,
Q569Z5,1,,23.1,0.0,,17.46,17.46,0.0,16.81,16.81,0.0,,0.02,0.0,,1.0,1.0,
Q569Z6,1,,23.1,0.0,,2.36,2.36,0.0,2.27,2.27,0.0,,0.08,0.0,,1.0,1.0,
Q570Y9,1,,23.1,0.0,,11.19,11.19,0.0,10.77,10.77,0.0,,0.04,0.0,,1.0,1.0,
Q571E4,1,,23.1,0.0,,14.06,14.06,0.0,13.53,13.53,0.0,,0.06,0.0,,1.0,1.0,
Q571F8,1,,23.1,0.0,,14.02,14.02,0.0,13.49,13.49,0.0,,0.06,0.0,,1.0,1.0,
Q571H0,1,,23.1,0.0,,23.58,23.58,0.0,22.7,22.7,0.0,,0.07,0.0,,1.0,1.0,
Q571I9,1,,23.1,0.0,,8.01,8.01,0.0,7.71,7.71,0.0,,0.04,0.0,,1.0,1.0,
Q58A65,1,,23.1,0.0,,5.85,5.85,0.0,5.63,5.63,0.0,,0.01,0.0,,1.0,1.0,
Q59J78,1,,23.1,0.0,,5.93,5.93,0.0,5.71,5.71,0.0,,0.06,0.0,,1.0,1.0,
Q5BL07,1,,23.1,0.0,,1.58,1.58,0.0,1.52,1.52,0.0,,0.04,0.0,,1.0,1.0,
Q5BLK4,1,,23.1,0.0,,11.16,11.16,0.0,10.74,10.74,0.0,,0.06,0.0,,1.0,1.0,
Q5DTM8,1,,23.1,0.0,,21.6,21.6,0.0,20.79,20.79,0.0,,0.01,0.0,,1.0,1.0,
Q5DU37,1,,23.1,0.0,,10.4,10.4,0.0,10.01,10.01,0.0,,0.63,0.0,,1.0,1.0,
Q5EBG6,1,,23.1,0.0,,9.1,9.1,0.0,8.76,8.76,0.0,,0.42,0.0,,1.0,1.0,
Q5EG47,1,,23.1,0.0,,9.0,9.0,0.0,8.66,8.66,0.0,,0.04,0.0,,1.0,1.0,
Q5F2E7,1,,23.1,0.0,,22.62,22.62,0.0,21.77,21.77,0.0,,0.17,0.0,,1.0,1.0,
Q5F2E8,1,,23.1,0.0,,5.84,5.84,0.0,5.62,5.62,0.0,,0.05,0.0,,1.0,1.0,
Q5F2F2,1,,23.1,0.0,,18.47,18.47,0.0,17.78,17.78,0.0,,0.02,0.0,,1.0,1.0,
Q5FW57,1,,23.1,0.0,,17.9,17.9,0.0,17.23,17.23,0.0,,0.03,0.0,,1.0,1.0,
Q5FW60,1,,23.1,0.0,,1.66,1.66,0.0,1.6,1.6,0.0,,0.18,0.0,,1.0,1.0,
Q5FWI3,1,,23.1,0.0,,13.52,13.52,0.0,13.01,13.01,0.0,,0.03,0.0,,1.0,1.0,
Q5FWK3,1,,23.1,0.0,,8.73,8.73,0.0,8.4,8.4,0.0,,0.09,0.0,,1.0,1.0,
Q5H8C4,1,,23.1,0.0,,10.54,10.54,0.0,10.14,10.14,0.0,,0.04,0.0,,1.0,1.0,
Q5HZH2,1,,23.1,0.0,,10.95,10.95,0.0,10.54,10.54,0.0,,0.24,0.0,,1.0,1.0,
Q5HZI1,1,,23.1,0.0,,21.93,21.93,0.0,21.11,21.11,0.0,,0.03,0.0,,1.0,1.0,
Q5I012,1,,23.1,0.0,,2.32,2.32,0.0,2.23,2.23,0.0,,0.19,0.0,,1.0,1.0,
Q5I2A0,1,,23.1,0.0,,6.11,6.11,0.0,5.88,5.88,0.0,,0.12,0.0,,1.0,1.0,
Q5IRJ6,1,,23.1,0.0,,12.72,12.72,0.0,12.24,12.24,0.0,,0.06,0.0,,1.0,1.0,
Q5KU39,1,,23.1,0.0,,5.18,5.18,0.0,4.99,4.99,0.0,,0.05,0.0,,1.0,1.0,
Q5M8N4,1,,23.1,0.0,,5.23,5.23,0.0,5.03,5.03,0.0,,0.07,0.0,,1.0,1.0,
Q5MJS3,1,,23.1,0.0,,6.52,6.52,0.0,6.28,6.28,0.0,,0.16,0.0,,1.0,1.0,
Q5NBX1,1,,23.1,0.0,,1.74,1.74,0.0,1.67,1.67,0.0,,0.08,0.0,,1.0,1.0,
Q5NCF2,1,,23.1,0.0,,16.99,16.99,0.0,16.35,16.35,0.0,,0.08,0.0,,1.0,1.0,
Q5ND28,1,,23.1,0.0,,3.97,3.97,0.0,3.82,3.82,0.0,,0.14,0.0,,1.0,1.0,
Q5ND29,1,,23.1,0.0,,23.06,23.06,0.0,22.2,22.2,0.0,,0.07,0.0,,1.0,1.0,
Q5ND34,1,,23.1,0.0,,10.29,10.29,0.0,9.9,9.9,0.0,,0.09,0.0,,1.0,1.0,
Q5PRF0,1,,23.1,0.0,,20.37,20.37,0.0,19.61,19.61,0.0,,0.03,0.0,,1.0,1.0,
Q5PT54,1,,23.1,0.0,,23.21,23.21,0.0,22.34,22.34,0.0,,0.1,0.0,,1.0,1.0,
Q5RKZ7,1,,23.1,0.0,,21.15,21.15,0.0,20.36,20.36,0.0,,0.01,0.0,,1.0,1.0,
Q5RL79,1,,23.1,0.0,,9.29,9.29,0.0,8.94,8.94,0.0,,0.04,0.0,,1.0,1.0,
Q5SFM8,1,,23.1,0.0,,22.29,22.29,0.0,21.45,21.45,0.0,,0.04,0.0,,1.0,1.0,
Q5SPW0,1,,23.1,0.0,,16.64,16.64,0.0,16.02,16.02,0.0,,0.11,0.0,,1.0,1.0,
Q5SQX6,1,,23.1,0.0,,13.54,13.54,0.0,13.03,13.03,0.0,,0.1,0.0,,1.0,1.0,
Q5SRY7,1,,23.1,0.0,,3.26,3.26,0.0,3.14,3.14,0.0,,0.03,0.0,,1.0,1.0,
Q5SSH7,1,,23.1,0.0,,1.26,1.26,0.0,1.21,1.21,0.0,,0.04,0.0,,1.0,1.0,
Q5SSI6,1,,23.1,0.0,,4.99,4.99,0.0,4.8,4.8,0.0,,0.11,0.0,,1.0,1.0,
Q5SSK3,1,,23.1,0.0,,6.05,6.05,0.0,5.82,5.82,0.0,,0.09,0.0,,1.0,1.0,
Q5SSW2,1,,23.1,0.0,,13.32,13.32,0.0,12.82,12.82,0.0,,0.04,0.0,,1.0,1.0,
Q5SSZ5,1,,23.1,0.0,,3.34,3.34,0.0,3.21,3.21,0.0,,0.08,0.0,,1.0,1.0,
Q5SUC9,1,,23.1,0.0,,3.81,3.81,0.0,3.67,3.67,0.0,,0.09,0.0,,1.0,1.0,
Q5SUF2,1,,23.1,0.0,,14.6,14.6,0.0,14.05,14.05,0.0,,0.05,0.0,,1.0,1.0,
Q5SUQ9,1,,23.1,0.0,,9.97,9.97,0.0,9.6,9.6,0.0,,0.12,0.0,,1.0,1.0,
Q5SUR0,1,,23.1,0.0,,4.22,4.22,0.0,4.06,4.06,0.0,,0.09,0.0,,1.0,1.0,
Q5SV77,1,,23.1,0.0,,18.89,18.89,0.0,18.18,18.18,0.0,,0.13,0.0,,1.0,1.0,
Q5SV85,1,,23.1,0.0,,2.76,2.76,0.0,2.66,2.66,0.0,,0.11,0.0,,1.0,1.0,
Q5SVQ0,1,,23.1,0.0,,15.21,15.21,0.0,14.64,14.64,0.0,,0.16,0.0,,1.0,1.0,
Q5SVR0,1,,23.1,0.0,,12.79,12.79,0.0,12.31,12.31,0.0,,0.06,0.0,,1.0,1.0,
Q5SW19,1,,23.1,0.0,,16.08,16.08,0.0,15.48,15.48,0.0,,0.01,0.0,,1.0,1.0,
