Experiment ID,22141.0,
Experiment name,Liver digitonin prot log2,
Job,9e336919-5e29-48b2-a126-7133a830f7db,
Submitted,2022-08-22T16:31:46.852642503,Finished,2022-08-22T16:31:52.364037939,
Method,MFourFit,
Params,amp&baseline dtr min-48.0 p(23.0-25.0),


Summary statistics,
Phase/Amplitude method,by fit,

Group Label,N,,Period,Period Std,,Circ. Phase To Zero,Circ. Phase To Window,Circ. Phase Std,Abs Phase To Zero,Abs Phase To Window,Abs Phase Std,,Amplitude,Amplitude Std,,GOF,ERR,
4244. [B4245],Q9CR37,,,23.38,0.0,,2.26,2.26,0.0,2.2,2.2,0.0,,0.32,0.0,,0.7,0.7,
4245. [B4246],Q9CR39,,,23.1,0.0,,14.08,14.08,0.0,13.55,13.55,0.0,,0.04,0.0,,1.0,1.0,
4246. [B4247],Q9CR41,,,23.1,0.0,,15.55,15.55,0.0,14.97,14.97,0.0,,0.1,0.0,,1.0,1.0,
4247. [B4248],Q9CR48,,,23.1,0.0,,8.57,8.57,0.0,8.25,8.25,0.0,,0.05,0.0,,1.0,1.0,
4248. [B4249],Q9CR51,,,23.1,0.0,,2.04,2.04,0.0,1.96,1.96,0.0,,0.14,0.0,,1.0,1.0,
4249. [B4250],Q9CR56,,,23.1,0.0,,5.3,5.3,0.0,5.1,5.1,0.0,,0.06,0.0,,1.0,1.0,
4250. [B4251],Q9CR57,,,23.1,0.0,,1.45,1.45,0.0,1.4,1.4,0.0,,0.5,0.0,,1.0,1.0,
4251. [B4252],Q9CR59,,,23.1,0.0,,5.55,5.55,0.0,5.34,5.34,0.0,,0.04,0.0,,1.0,1.0,
4252. [B4253],Q9CR61,,,23.1,0.0,,16.58,16.58,0.0,15.96,15.96,0.0,,0.03,0.0,,1.0,1.0,
4253. [B4254],Q9CR62,,,23.1,0.0,,8.47,8.47,0.0,8.15,8.15,0.0,,0.08,0.0,,1.0,1.0,
4254. [B4255],Q9CR64,,,23.1,0.0,,2.77,2.77,0.0,2.67,2.67,0.0,,0.05,0.0,,1.0,1.0,
4255. [B4256],Q9CR67,,,23.1,0.0,,0.33,0.33,0.0,0.32,0.32,0.0,,0.15,0.0,,1.0,1.0,
4256. [B4257],Q9CR68,,,23.1,0.0,,14.62,14.62,0.0,14.07,14.07,0.0,,0.03,0.0,,1.0,1.0,
4257. [B4258],Q9CR76,,,23.1,0.0,,23.31,23.31,0.0,22.44,22.44,0.0,,0.06,0.0,,1.0,1.0,
4258. [B4259],Q9CR84,,,23.1,0.0,,0.25,0.25,0.0,0.24,0.24,0.0,,0.19,0.0,,1.0,1.0,
4259. [B4260],Q9CR86,,,23.1,0.0,,18.12,18.12,0.0,17.44,17.44,0.0,,0.1,0.0,,1.0,1.0,
4260. [B4261],Q9CR88,,,23.1,0.0,,13.69,13.69,0.0,13.18,13.18,0.0,,0.04,0.0,,1.0,1.0,
4261. [B4262],Q9CR89,,,23.1,0.0,,12.86,12.86,0.0,12.38,12.38,0.0,,0.06,0.0,,1.0,1.0,
4262. [B4263],Q9CR95,,,23.1,0.0,,19.28,19.28,0.0,18.56,18.56,0.0,,0.06,0.0,,1.0,1.0,
4263. [B4264],Q9CR98,,,23.1,0.0,,3.91,3.91,0.0,3.76,3.76,0.0,,0.04,0.0,,1.0,1.0,
4264. [B4265],Q9CRA4,,,23.1,0.0,,0.01,0.01,0.0,0.01,0.01,0.0,,0.06,0.0,,1.0,1.0,
4265. [B4266],Q9CRA5,,,23.1,0.0,,1.36,1.36,0.0,1.31,1.31,0.0,,0.05,0.0,,1.0,1.0,
4266. [B4267],Q9CRA7,,,23.1,0.0,,12.08,12.08,0.0,11.63,11.63,0.0,,0.05,0.0,,1.0,1.0,
4267. [B4268],Q9CRA8,,,23.1,0.0,,13.93,13.93,0.0,13.41,13.41,0.0,,0.05,0.0,,1.0,1.0,
4268. [B4269],Q9CRB2,,,23.1,0.0,,10.06,10.06,0.0,9.68,9.68,0.0,,0.03,0.0,,1.0,1.0,
4269. [B4270],Q9CRB3,,,23.1,0.0,,21.86,21.86,0.0,21.04,21.04,0.0,,0.05,0.0,,1.0,1.0,
4270. [B4271],Q9CRB8,,,23.1,0.0,,15.61,15.61,0.0,15.02,15.02,0.0,,0.04,0.0,,1.0,1.0,
4271. [B4272],Q9CRB9,,,23.1,0.0,,0.98,0.98,0.0,0.94,0.94,0.0,,0.11,0.0,,1.0,1.0,
4272. [B4273],Q9CRC0,,,23.1,0.0,,2.13,2.13,0.0,2.05,2.05,0.0,,0.07,0.0,,1.0,1.0,
4273. [B4274],Q9CRC8,,,23.1,0.0,,15.3,15.3,0.0,14.73,14.73,0.0,,0.05,0.0,,1.0,1.0,
4274. [B4275],Q9CRD0,,,23.1,0.0,,22.88,22.88,0.0,22.02,22.02,0.0,,0.1,0.0,,1.0,1.0,
4275. [B4276],Q9CRD2,,,23.1,0.0,,16.19,16.19,0.0,15.58,15.58,0.0,,0.03,0.0,,1.0,1.0,
4276. [B4277],Q9CRT8,,,23.1,0.0,,13.99,13.99,0.0,13.47,13.47,0.0,,0.05,0.0,,1.0,1.0,
4277. [B4278],Q9CS00,,,23.1,0.0,,13.85,13.85,0.0,13.33,13.33,0.0,,0.03,0.0,,1.0,1.0,
4278. [B4279],Q9CS42,,,23.1,0.0,,12.57,12.57,0.0,12.1,12.1,0.0,,0.08,0.0,,1.0,1.0,
4279. [B4280],Q9CSH3,,,23.1,0.0,,5.52,5.52,0.0,5.31,5.31,0.0,,0.04,0.0,,1.0,1.0,
4280. [B4281],Q9CSN1,,,23.1,0.0,,19.81,19.81,0.0,19.07,19.07,0.0,,0.02,0.0,,1.0,1.0,
4281. [B4282],Q9CSU0,,,23.1,0.0,,5.0,5.0,0.0,4.81,4.81,0.0,,0.02,0.0,,1.0,1.0,
4282. [B4283],Q9CSV6,,,23.1,0.0,,3.43,3.43,0.0,3.3,3.3,0.0,,0.06,0.0,,1.0,1.0,
4283. [B4284],Q9CT10,,,23.1,0.0,,21.05,21.05,0.0,20.26,20.26,0.0,,0.09,0.0,,1.0,1.0,
4284. [B4285],Q9CU62,,,23.1,0.0,,9.69,9.69,0.0,9.33,9.33,0.0,,0.03,0.0,,1.0,1.0,
4285. [B4286],Q9CV28,,,23.1,0.0,,11.26,11.26,0.0,10.84,10.84,0.0,,0.22,0.0,,1.0,1.0,
4286. [B4287],Q9CVB6,,,23.1,0.0,,3.85,3.85,0.0,3.71,3.71,0.0,,0.08,0.0,,1.0,1.0,
4287. [B4288],Q9CVD2,,,23.1,0.0,,7.44,7.44,0.0,7.16,7.16,0.0,,0.03,0.0,,1.0,1.0,
4288. [B4289],Q9CW03,,,23.1,0.0,,5.51,5.51,0.0,5.3,5.3,0.0,,0.01,0.0,,1.0,1.0,
4289. [B4290],Q9CW42,,,23.1,0.0,,20.95,20.95,0.0,20.16,20.16,0.0,,0.04,0.0,,1.0,1.0,
4290. [B4291],Q9CW46,,,23.1,0.0,,6.64,6.64,0.0,6.39,6.39,0.0,,0.1,0.0,,1.0,1.0,
4291. [B4292],Q9CW79,,,23.1,0.0,,1.57,1.57,0.0,1.51,1.51,0.0,,0.05,0.0,,1.0,1.0,
4292. [B4293],Q9CWD8,,,23.1,0.0,,22.32,22.32,0.0,21.48,21.48,0.0,,0.04,0.0,,1.0,1.0,
4293. [B4294],Q9CWE0,,,23.1,0.0,,12.23,12.23,0.0,11.77,11.77,0.0,,0.08,0.0,,1.0,1.0,
4294. [B4295],Q9CWG8,,,23.1,0.0,,10.2,10.2,0.0,9.82,9.82,0.0,,0.04,0.0,,1.0,1.0,
4295. [B4296],Q9CWH5,,,23.1,0.0,,11.24,11.24,0.0,10.82,10.82,0.0,,0.08,0.0,,1.0,1.0,
4296. [B4297],Q9CWI3,,,23.1,0.0,,21.58,21.58,0.0,20.77,20.77,0.0,,0.02,0.0,,1.0,1.0,
4297. [B4298],Q9CWJ9,,,23.1,0.0,,5.62,5.62,0.0,5.41,5.41,0.0,,0.08,0.0,,1.0,1.0,
4298. [B4299],Q9CWK8,,,23.1,0.0,,12.04,12.04,0.0,11.59,11.59,0.0,,0.03,0.0,,1.0,1.0,
4299. [B4300],Q9CWM4,,,23.1,0.0,,6.81,6.81,0.0,6.55,6.55,0.0,,0.07,0.0,,1.0,1.0,
4300. [B4301],Q9CWN7,,,23.1,0.0,,15.67,15.67,0.0,15.08,15.08,0.0,,0.05,0.0,,1.0,1.0,
4301. [B4302],Q9CWR1,,,23.1,0.0,,13.13,13.13,0.0,12.64,12.64,0.0,,0.05,0.0,,1.0,1.0,
4302. [B4303],Q9CWR2,,,23.1,0.0,,12.48,12.48,0.0,12.01,12.01,0.0,,0.12,0.0,,1.0,1.0,
4303. [B4304],Q9CWS0,,,23.1,0.0,,12.07,12.07,0.0,11.62,11.62,0.0,,0.12,0.0,,1.0,1.0,
4304. [B4305],Q9CWU2,,,23.1,0.0,,22.6,22.6,0.0,21.75,21.75,0.0,,0.07,0.0,,1.0,1.0,
4305. [B4306],Q9CWU9,,,23.1,0.0,,13.18,13.18,0.0,12.69,12.69,0.0,,0.12,0.0,,1.0,1.0,
4306. [B4307],Q9CWW6,,,23.1,0.0,,1.01,1.01,0.0,0.97,0.97,0.0,,0.1,0.0,,1.0,1.0,
4307. [B4308],Q9CWX2,,,23.1,0.0,,4.22,4.22,0.0,4.06,4.06,0.0,,0.05,0.0,,1.0,1.0,
4308. [B4309],Q9CWX9,,,23.1,0.0,,3.47,3.47,0.0,3.34,3.34,0.0,,0.05,0.0,,1.0,1.0,
4309. [B4310],Q9CWY3,,,23.1,0.0,,6.59,6.59,0.0,6.34,6.34,0.0,,0.05,0.0,,1.0,1.0,
4310. [B4311],Q9CWY4,,,23.1,0.0,,6.74,6.74,0.0,6.49,6.49,0.0,,0.22,0.0,,1.0,1.0,
4311. [B4312],Q9CWY8,,,23.1,0.0,,14.29,14.29,0.0,13.75,13.75,0.0,,0.0,0.0,,1.0,1.0,
4312. [B4313],Q9CWZ3,,,23.1,0.0,,20.62,20.62,0.0,19.85,19.85,0.0,,0.04,0.0,,1.0,1.0,
4313. [B4314],Q9CWZ7,,,23.1,0.0,,6.58,6.58,0.0,6.33,6.33,0.0,,0.04,0.0,,1.0,1.0,
4314. [B4315],Q9CX00,,,23.1,0.0,,23.69,23.69,0.0,22.8,22.8,0.0,,0.11,0.0,,1.0,1.0,
4315. [B4316],Q9CX30,,,23.1,0.0,,9.65,9.65,0.0,9.29,9.29,0.0,,0.13,0.0,,1.0,1.0,
4316. [B4317],Q9CX34,,,23.1,0.0,,9.69,9.69,0.0,9.33,9.33,0.0,,0.02,0.0,,1.0,1.0,
4317. [B4318],Q9CX56,,,23.1,0.0,,21.28,21.28,0.0,20.48,20.48,0.0,,0.02,0.0,,1.0,1.0,
4318. [B4319],Q9CX80,,,23.1,0.0,,12.43,12.43,0.0,11.96,11.96,0.0,,0.08,0.0,,1.0,1.0,
4319. [B4320],Q9CX86,,,23.1,0.0,,21.37,21.37,0.0,20.57,20.57,0.0,,0.02,0.0,,1.0,1.0,
4320. [B4321],Q9CX98,,,23.1,0.0,,2.48,2.48,0.0,2.39,2.39,0.0,,0.05,0.0,,1.0,1.0,
4321. [B4322],Q9CXA2,,,23.1,0.0,,15.53,15.53,0.0,14.95,14.95,0.0,,0.04,0.0,,1.0,1.0,
4322. [B4323],Q9CXE7,,,23.1,0.0,,0.75,0.75,0.0,0.72,0.72,0.0,,0.05,0.0,,1.0,1.0,
4323. [B4324],Q9CXF0,,,23.1,0.0,,17.92,17.92,0.0,17.25,17.25,0.0,,0.05,0.0,,1.0,1.0,
4324. [B4325],Q9CXF4,,,23.1,0.0,,7.78,7.78,0.0,7.49,7.49,0.0,,0.02,0.0,,1.0,1.0,
4325. [B4326],Q9CXG3,,,23.1,0.0,,22.83,22.83,0.0,21.97,21.97,0.0,,0.04,0.0,,1.0,1.0,
4326. [B4327],Q9CXI0,,,23.1,0.0,,10.64,10.64,0.0,10.24,10.24,0.0,,0.03,0.0,,1.0,1.0,
4327. [B4328],Q9CXI5,,,23.1,0.0,,2.15,2.15,0.0,2.07,2.07,0.0,,0.14,0.0,,1.0,1.0,
4328. [B4329],Q9CXJ1,,,23.1,0.0,,8.62,8.62,0.0,8.3,8.3,0.0,,0.05,0.0,,1.0,1.0,
4329. [B4330],Q9CXJ4,,,23.1,0.0,,16.79,16.79,0.0,16.16,16.16,0.0,,0.07,0.0,,1.0,1.0,
4330. [B4331],Q9CXK8,,,23.1,0.0,,4.2,4.2,0.0,4.04,4.04,0.0,,0.05,0.0,,1.0,1.0,
4331. [B4332],Q9CXK9,,,23.1,0.0,,18.37,18.37,0.0,17.68,17.68,0.0,,0.07,0.0,,1.0,1.0,
4332. [B4333],Q9CXN7,,,23.1,0.0,,12.88,12.88,0.0,12.4,12.4,0.0,,0.04,0.0,,1.0,1.0,
4333. [B4334],Q9CXR1,,,23.1,0.0,,22.38,22.38,0.0,21.54,21.54,0.0,,0.01,0.0,,1.0,1.0,
4334. [B4335],Q9CXS4,,,23.1,0.0,,13.42,13.42,0.0,12.92,12.92,0.0,,0.02,0.0,,1.0,1.0,
4335. [B4336],Q9CXT8,,,23.1,0.0,,4.23,4.23,0.0,4.07,4.07,0.0,,0.05,0.0,,1.0,1.0,
4336. [B4337],Q9CXV1,,,23.1,0.0,,14.86,14.86,0.0,14.3,14.3,0.0,,0.04,0.0,,1.0,1.0,
4337. [B4338],Q9CXW2,,,23.1,0.0,,16.66,16.66,0.0,16.04,16.04,0.0,,0.06,0.0,,1.0,1.0,
4338. [B4339],Q9CXW3,,,23.1,0.0,,19.81,19.81,0.0,19.07,19.07,0.0,,0.03,0.0,,1.0,1.0,
4339. [B4340],Q9CXW4,,,23.1,0.0,,5.35,5.35,0.0,5.15,5.15,0.0,,0.05,0.0,,1.0,1.0,
4340. [B4341],Q9CXY6,,,23.1,0.0,,9.86,9.86,0.0,9.49,9.49,0.0,,0.05,0.0,,1.0,1.0,
4341. [B4342],Q9CXZ1,,,23.1,0.0,,18.31,18.31,0.0,17.62,17.62,0.0,,0.05,0.0,,1.0,1.0,
4342. [B4343],Q9CY16,,,23.1,0.0,,16.77,16.77,0.0,16.14,16.14,0.0,,0.07,0.0,,1.0,1.0,
4343. [B4344],Q9CY18,,,23.1,0.0,,12.39,12.39,0.0,11.93,11.93,0.0,,0.03,0.0,,1.0,1.0,
4344. [B4345],Q9CY21,,,23.1,0.0,,1.49,1.49,0.0,1.43,1.43,0.0,,0.19,0.0,,1.0,1.0,
4345. [B4346],Q9CY27,,,23.1,0.0,,3.26,3.26,0.0,3.14,3.14,0.0,,0.01,0.0,,1.0,1.0,
4346. [B4347],Q9CY28,,,23.1,0.0,,19.68,19.68,0.0,18.94,18.94,0.0,,0.02,0.0,,1.0,1.0,
4347. [B4348],Q9CY34,,,23.1,0.0,,0.72,0.72,0.0,0.69,0.69,0.0,,0.07,0.0,,1.0,1.0,
4348. [B4349],Q9CY45,,,23.1,0.0,,2.17,2.17,0.0,2.09,2.09,0.0,,0.08,0.0,,1.0,1.0,
4349. [B4350],Q9CY50,,,23.1,0.0,,3.45,3.45,0.0,3.32,3.32,0.0,,0.07,0.0,,1.0,1.0,
4350. [B4351],Q9CY57,,,23.1,0.0,,2.46,2.46,0.0,2.37,2.37,0.0,,0.1,0.0,,1.0,1.0,
4351. [B4352],Q9CY58,,,23.1,0.0,,0.19,0.19,0.0,0.18,0.18,0.0,,0.04,0.0,,1.0,1.0,
4352. [B4353],Q9CY64,,,23.1,0.0,,6.69,6.69,0.0,6.44,6.44,0.0,,0.02,0.0,,1.0,1.0,
4353. [B4354],Q9CY66,,,23.1,0.0,,2.01,2.01,0.0,1.93,1.93,0.0,,0.03,0.0,,1.0,1.0,
4354. [B4355],Q9CY73,,,23.1,0.0,,19.92,19.92,0.0,19.17,19.17,0.0,,0.05,0.0,,1.0,1.0,
4355. [B4356],Q9CY97,,,23.1,0.0,,7.16,7.16,0.0,6.89,6.89,0.0,,0.14,0.0,,1.0,1.0,
4356. [B4357],Q9CYA0,,,23.1,0.0,,0.23,0.23,0.0,0.22,0.22,0.0,,0.1,0.0,,1.0,1.0,
4357. [B4358],Q9CYA6,,,23.1,0.0,,19.12,19.12,0.0,18.4,18.4,0.0,,0.06,0.0,,1.0,1.0,
4358. [B4359],Q9CYG7,,,23.1,0.0,,8.95,8.95,0.0,8.61,8.61,0.0,,0.07,0.0,,1.0,1.0,
4359. [B4360],Q9CYH2,,,23.1,0.0,,1.46,1.46,0.0,1.41,1.41,0.0,,0.01,0.0,,1.0,1.0,
4360. [B4361],Q9CYH6,,,23.1,0.0,,23.71,23.71,0.0,22.82,22.82,0.0,,0.08,0.0,,1.0,1.0,
4361. [B4362],Q9CYI4,,,23.1,0.0,,22.95,22.95,0.0,22.09,22.09,0.0,,0.02,0.0,,1.0,1.0,
4362. [B4363],Q9CYL5,,,23.1,0.0,,19.28,19.28,0.0,18.56,18.56,0.0,,0.17,0.0,,1.0,1.0,
4363. [B4364],Q9CYN2,,,23.1,0.0,,6.6,6.6,0.0,6.35,6.35,0.0,,0.09,0.0,,1.0,1.0,
4364. [B4365],Q9CYR0,,,23.1,0.0,,23.37,23.37,0.0,22.49,22.49,0.0,,0.05,0.0,,1.0,1.0,
4365. [B4366],Q9CYR6,,,23.1,0.0,,23.48,23.48,0.0,22.6,22.6,0.0,,0.04,0.0,,1.0,1.0,
4366. [B4367],Q9CYV5,,,23.1,0.0,,1.15,1.15,0.0,1.11,1.11,0.0,,0.09,0.0,,1.0,1.0,
4367. [B4368],Q9CYW4,,,23.1,0.0,,0.18,0.18,0.0,0.17,0.17,0.0,,0.07,0.0,,1.0,1.0,
4368. [B4369],Q9CYX7,,,23.1,0.0,,22.5,22.5,0.0,21.66,21.66,0.0,,0.17,0.0,,1.0,1.0,
4369. [B4370],Q9CYZ2,,,23.1,0.0,,15.94,15.94,0.0,15.34,15.34,0.0,,0.03,0.0,,1.0,1.0,
4370. [B4371],Q9CZ04,,,23.1,0.0,,4.48,4.48,0.0,4.31,4.31,0.0,,0.04,0.0,,1.0,1.0,
4371. [B4372],Q9CZ13,,,23.1,0.0,,14.56,14.56,0.0,14.01,14.01,0.0,,0.02,0.0,,1.0,1.0,
4372. [B4373],Q9CZ28,,,23.1,0.0,,5.79,5.79,0.0,5.57,5.57,0.0,,0.03,0.0,,1.0,1.0,
4373. [B4374],Q9CZ30,,,23.1,0.0,,15.03,15.03,0.0,14.47,14.47,0.0,,0.02,0.0,,1.0,1.0,
4374. [B4375],Q9CZ44,,,23.1,0.0,,3.25,3.25,0.0,3.13,3.13,0.0,,0.04,0.0,,1.0,1.0,
4375. [B4376],Q9CZ57,,,23.1,0.0,,3.99,3.99,0.0,3.84,3.84,0.0,,0.11,0.0,,1.0,1.0,
4376. [B4377],Q9CZA6,,,23.1,0.0,,13.13,13.13,0.0,12.64,12.64,0.0,,0.14,0.0,,1.0,1.0,
4377. [B4378],Q9CZB0,,,23.1,0.0,,13.92,13.92,0.0,13.4,13.4,0.0,,0.07,0.0,,1.0,1.0,
4378. [B4379],Q9CZD3,,,23.1,0.0,,9.82,9.82,0.0,9.45,9.45,0.0,,0.03,0.0,,1.0,1.0,
4379. [B4380],Q9CZD5,,,23.1,0.0,,0.97,0.97,0.0,0.93,0.93,0.0,,0.11,0.0,,1.0,1.0,
4380. [B4381],Q9CZE3,,,23.1,0.0,,7.29,7.29,0.0,7.02,7.02,0.0,,0.03,0.0,,1.0,1.0,
4381. [B4382],Q9CZG3,,,23.1,0.0,,12.11,12.11,0.0,11.66,11.66,0.0,,0.05,0.0,,1.0,1.0,
4382. [B4383],Q9CZG9,,,23.1,0.0,,17.88,17.88,0.0,17.21,17.21,0.0,,0.04,0.0,,1.0,1.0,
4383. [B4384],Q9CZH3,,,23.1,0.0,,10.1,10.1,0.0,9.72,9.72,0.0,,0.01,0.0,,1.0,1.0,
4384. [B4385],Q9CZJ2,,,23.1,0.0,,11.29,11.29,0.0,10.87,10.87,0.0,,0.12,0.0,,1.0,1.0,
4385. [B4386],Q9CZL5,,,23.1,0.0,,3.63,3.63,0.0,3.49,3.49,0.0,,0.04,0.0,,1.0,1.0,
4386. [B4387],Q9CZM2,,,23.1,0.0,,23.53,23.53,0.0,22.65,22.65,0.0,,0.2,0.0,,1.0,1.0,
4387. [B4388],Q9CZN7,,,23.1,0.0,,17.82,17.82,0.0,17.15,17.15,0.0,,0.02,0.0,,1.0,1.0,
4388. [B4389],Q9CZN8,,,23.1,0.0,,2.78,2.78,0.0,2.68,2.68,0.0,,0.02,0.0,,1.0,1.0,
4389. [B4390],Q9CZP5,,,23.1,0.0,,18.94,18.94,0.0,18.23,18.23,0.0,,0.05,0.0,,1.0,1.0,
4390. [B4391],Q9CZR2,,,23.1,0.0,,14.01,14.01,0.0,13.48,13.48,0.0,,0.09,0.0,,1.0,1.0,
4391. [B4392],Q9CZR3,,,23.1,0.0,,9.15,9.15,0.0,8.81,8.81,0.0,,0.11,0.0,,1.0,1.0,
4392. [B4393],Q9CZR8,,,23.1,0.0,,21.67,21.67,0.0,20.86,20.86,0.0,,0.05,0.0,,1.0,1.0,
4393. [B4394],Q9CZS1,,,23.1,0.0,,12.36,12.36,0.0,11.9,11.9,0.0,,0.05,0.0,,1.0,1.0,
4394. [B4395],Q9CZU3,,,23.1,0.0,,10.79,10.79,0.0,10.39,10.39,0.0,,0.07,0.0,,1.0,1.0,
4395. [B4396],Q9CZU4,,,23.1,0.0,,12.21,12.21,0.0,11.75,11.75,0.0,,0.01,0.0,,1.0,1.0,
4396. [B4397],Q9CZU6,,,23.1,0.0,,4.57,4.57,0.0,4.4,4.4,0.0,,0.03,0.0,,1.0,1.0,
4397. [B4398],Q9CZV8,,,23.1,0.0,,15.48,15.48,0.0,14.9,14.9,0.0,,0.04,0.0,,1.0,1.0,
4398. [B4399],Q9CZW4,,,23.1,0.0,,4.75,4.75,0.0,4.57,4.57,0.0,,0.07,0.0,,1.0,1.0,
4399. [B4400],Q9CZW5,,,23.1,0.0,,19.97,19.97,0.0,19.22,19.22,0.0,,0.04,0.0,,1.0,1.0,
4400. [B4401],Q9CZX0,,,23.1,0.0,,1.26,1.26,0.0,1.21,1.21,0.0,,0.03,0.0,,1.0,1.0,
4401. [B4402],Q9CZX8,,,23.1,0.0,,3.44,3.44,0.0,3.31,3.31,0.0,,0.03,0.0,,1.0,1.0,
4402. [B4403],Q9CZX9,,,23.1,0.0,,16.61,16.61,0.0,15.99,15.99,0.0,,0.04,0.0,,1.0,1.0,
4403. [B4404],Q9CZY3,,,23.1,0.0,,1.93,1.93,0.0,1.86,1.86,0.0,,0.13,0.0,,1.0,1.0,
4404. [B4405],Q9D020,,,23.1,0.0,,11.02,11.02,0.0,10.61,10.61,0.0,,0.04,0.0,,1.0,1.0,
4405. [B4406],Q9D023,,,23.1,0.0,,14.75,14.75,0.0,14.2,14.2,0.0,,0.07,0.0,,1.0,1.0,
4406. [B4407],Q9D024,,,23.1,0.0,,23.49,23.49,0.0,22.61,22.61,0.0,,0.05,0.0,,1.0,1.0,
4407. [B4408],Q9D051,,,23.1,0.0,,12.49,12.49,0.0,12.02,12.02,0.0,,0.05,0.0,,1.0,1.0,
4408. [B4409],Q9D061,,,23.1,0.0,,6.37,6.37,0.0,6.13,6.13,0.0,,0.08,0.0,,1.0,1.0,
4409. [B4410],Q9D071,,,23.1,0.0,,15.86,15.86,0.0,15.27,15.27,0.0,,0.03,0.0,,1.0,1.0,
4410. [B4411],Q9D0A3,,,23.1,0.0,,11.8,11.8,0.0,11.36,11.36,0.0,,0.12,0.0,,1.0,1.0,
4411. [B4412],Q9D0B0,,,23.1,0.0,,4.03,4.03,0.0,3.88,3.88,0.0,,0.05,0.0,,1.0,1.0,
4412. [B4413],Q9D0B5,,,23.1,0.0,,23.61,23.61,0.0,22.72,22.72,0.0,,0.04,0.0,,1.0,1.0,
4413. [B4414],Q9D0B6,,,23.1,0.0,,3.82,3.82,0.0,3.68,3.68,0.0,,0.04,0.0,,1.0,1.0,
4414. [B4415],Q9D0C4,,,23.1,0.0,,4.27,4.27,0.0,4.11,4.11,0.0,,0.04,0.0,,1.0,1.0,
4415. [B4416],Q9D0D3,,,23.1,0.0,,17.99,17.99,0.0,17.32,17.32,0.0,,0.0,0.0,,1.0,1.0,
4416. [B4417],Q9D0E1,,,23.1,0.0,,13.13,13.13,0.0,12.64,12.64,0.0,,0.02,0.0,,1.0,1.0,
4417. [B4418],Q9D0F3,,,23.1,0.0,,2.93,2.93,0.0,2.82,2.82,0.0,,0.03,0.0,,1.0,1.0,
4418. [B4419],Q9D0F6,,,23.1,0.0,,9.72,9.72,0.0,9.36,9.36,0.0,,0.26,0.0,,1.0,1.0,
4419. [B4420],Q9D0F9,,,23.1,0.0,,13.06,13.06,0.0,12.57,12.57,0.0,,0.04,0.0,,1.0,1.0,
4420. [B4421],Q9D0G0,,,23.1,0.0,,18.77,18.77,0.0,18.07,18.07,0.0,,0.05,0.0,,1.0,1.0,
4421. [B4422],Q9D0I4,,,23.1,0.0,,20.88,20.88,0.0,20.1,20.1,0.0,,0.05,0.0,,1.0,1.0,
4422. [B4423],Q9D0I8,,,23.1,0.0,,2.6,2.6,0.0,2.5,2.5,0.0,,0.03,0.0,,1.0,1.0,
4423. [B4424],Q9D0I9,,,23.1,0.0,,8.59,8.59,0.0,8.27,8.27,0.0,,0.09,0.0,,1.0,1.0,
4424. [B4425],Q9D0J4,,,23.1,0.0,,4.7,4.7,0.0,4.52,4.52,0.0,,0.19,0.0,,1.0,1.0,
4425. [B4426],Q9D0J8,,,23.1,0.0,,16.36,16.36,0.0,15.75,15.75,0.0,,0.09,0.0,,1.0,1.0,
4426. [B4427],Q9D0K1,,,23.1,0.0,,19.17,19.17,0.0,18.45,18.45,0.0,,0.04,0.0,,1.0,1.0,
4427. [B4428],Q9D0K2,,,23.1,0.0,,8.68,8.68,0.0,8.35,8.35,0.0,,0.4,0.0,,1.0,1.0,
4428. [B4429],Q9D0L4,,,23.1,0.0,,12.98,12.98,0.0,12.49,12.49,0.0,,0.14,0.0,,1.0,1.0,
4429. [B4430],Q9D0L7,,,23.1,0.0,,11.12,11.12,0.0,10.7,10.7,0.0,,0.05,0.0,,1.0,1.0,
4430. [B4431],Q9D0L8,,,23.1,0.0,,19.75,19.75,0.0,19.01,19.01,0.0,,0.02,0.0,,1.0,1.0,
4431. [B4432],Q9D0M0,,,23.1,0.0,,20.04,20.04,0.0,19.29,19.29,0.0,,0.04,0.0,,1.0,1.0,
4432. [B4433],Q9D0M1,,,23.1,0.0,,5.32,5.32,0.0,5.12,5.12,0.0,,0.06,0.0,,1.0,1.0,
4433. [B4434],Q9D0M3,,,23.1,0.0,,16.31,16.31,0.0,15.7,15.7,0.0,,0.01,0.0,,1.0,1.0,
4434. [B4435],Q9D0M5,,,23.1,0.0,,23.88,23.88,0.0,22.98,22.98,0.0,,0.03,0.0,,1.0,1.0,
4435. [B4436],Q9D0P8,,,23.1,0.0,,16.82,16.82,0.0,16.19,16.19,0.0,,0.01,0.0,,1.0,1.0,
4436. [B4437],Q9D0Q7,,,23.1,0.0,,13.68,13.68,0.0,13.17,13.17,0.0,,0.02,0.0,,1.0,1.0,
4437. [B4438],Q9D0R2,,,23.1,0.0,,5.39,5.39,0.0,5.19,5.19,0.0,,0.03,0.0,,1.0,1.0,
4438. [B4439],Q9D0R9,,,23.1,0.0,,1.31,1.31,0.0,1.26,1.26,0.0,,0.08,0.0,,1.0,1.0,
4439. [B4440],Q9D0S9,,,23.1,0.0,,15.45,15.45,0.0,14.87,14.87,0.0,,0.09,0.0,,1.0,1.0,
